,Player,Age,90s,mv,DF,FW,GK,MF,Tota Cmp,Tota Att,Tota Cmp%,Tota TotDist,Tota PrgDist,Shor Cmp,Shor Att,Shor Cmp%,Medi Cmp,Medi Att,Medi Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
575,18b896d6,27,10.3,28000000,1,0,0,0,53.01,60.29,87.9,1146.7,328.45,15.34,16.02,95.8,28.25,30.19,93.6,8.93,13.2,67.6,0.1,0.05,0.05,0.19,2.91,0.1,0.0,1.84
576,14b8fcdf,26,0.2,5000000,1,0,0,0,15.0,15.0,100.0,315.0,45.0,5.0,5.0,100.0,10.0,10.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,ae9898c5,18,0.2,2000000,1,0,0,0,75.0,80.0,93.8,1225.0,635.0,35.0,35.0,100.0,40.0,45.0,88.9,0.0,0.0,,0.0,1.0,-1.0,5.0,10.0,0.0,0.0,20.0
578,c64c01fc,18,0.2,3500000,0,1,0,0,30.0,35.0,85.7,525.0,35.0,10.0,10.0,100.0,20.0,20.0,100.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
579,32314605,21,1.7,2500000,0,1,0,1,28.24,33.53,84.2,457.65,178.82,14.71,18.24,80.6,11.76,12.94,90.9,1.18,1.76,66.7,0.0,0.12,-0.12,1.18,1.76,0.59,0.0,2.94
580,86dd16a8,30,6.0,2000000,1,0,0,0,31.0,40.83,75.9,531.17,215.33,14.5,17.17,84.5,13.0,16.33,79.6,3.17,5.67,55.9,0.0,0.02,-0.02,0.33,1.83,0.67,0.17,3.0
581,903b6e8b,27,6.0,7500000,0,0,1,0,24.33,35.5,68.5,684.83,417.67,4.67,4.83,96.6,11.17,11.5,97.1,8.17,18.83,43.4,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
582,e280527c,26,6.3,42000000,0,0,0,1,50.16,63.81,78.6,977.46,295.24,22.86,26.67,85.7,18.73,23.33,80.3,7.94,11.43,69.4,0.32,0.08,0.24,0.63,5.4,1.43,0.0,7.62
583,4c32fb38,19,0.4,350000,0,1,0,0,17.5,17.5,100.0,220.0,100.0,7.5,7.5,100.0,2.5,2.5,100.0,2.5,2.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,d97b252e,21,4.0,14000000,0,0,1,0,18.0,30.75,58.5,680.5,487.0,1.25,1.25,100.0,5.75,5.75,100.0,11.0,23.75,46.3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
585,d63e2912,30,6.0,4000000,1,0,0,0,44.83,53.33,84.1,712.33,226.17,24.33,26.83,90.7,15.67,18.5,84.7,3.5,5.17,67.7,0.0,0.02,-0.02,0.17,2.17,0.17,0.0,2.5
586,e342ad68,28,8.6,100000000,0,1,0,0,21.86,29.07,75.2,341.4,93.95,12.56,14.3,87.8,7.33,10.12,72.4,1.51,2.33,65.0,0.12,0.12,0.0,0.93,1.28,1.28,0.12,3.49
587,74733221,36,2.0,500000,0,0,1,0,17.0,24.0,70.8,579.5,420.5,2.5,2.5,100.0,6.0,6.5,92.3,8.5,15.0,56.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,2c0f8e9e,31,1.3,7500000,0,1,0,1,29.23,37.69,77.6,497.69,146.15,11.54,13.08,88.2,10.77,13.08,82.4,3.85,5.38,71.4,0.0,0.08,-0.08,3.08,3.08,2.31,0.0,6.15
589,dbf053da,20,4.3,100000000,0,1,0,1,54.19,63.95,84.7,820.93,234.42,30.7,32.56,94.3,18.84,21.63,87.1,3.26,6.98,46.7,0.7,0.33,0.37,3.49,3.72,3.95,0.47,6.98
590,0d82903c,29,5.3,20000000,1,0,0,0,63.77,76.42,83.5,1166.23,346.04,25.85,28.11,91.9,29.43,33.58,87.6,7.17,11.32,63.3,0.19,0.13,0.06,1.51,5.28,1.89,0.94,4.91
591,2b114be3,24,6.4,60000000,0,1,0,1,29.69,37.5,79.2,477.66,82.03,15.94,19.22,82.9,9.38,11.72,80.0,3.12,4.69,66.7,0.0,0.16,-0.16,1.88,0.62,1.72,0.78,1.56
592,6e7f1353,25,4.1,16000000,0,0,0,1,27.32,35.61,76.7,447.32,108.54,13.66,15.85,86.2,10.98,12.68,86.5,1.71,5.12,33.3,0.0,0.02,-0.02,0.49,2.68,0.49,0.0,2.44
593,c50e5bba,26,4.4,16000000,1,0,0,0,43.18,59.55,72.5,849.55,394.09,15.45,17.27,89.5,21.59,26.14,82.6,4.77,12.73,37.5,0.0,0.07,-0.07,0.68,5.23,0.68,0.23,5.0
594,24051310,23,9.6,8000000,1,0,0,0,26.15,35.94,72.8,474.27,212.71,11.67,14.27,81.8,10.62,14.27,74.5,3.33,6.04,55.2,0.0,0.02,-0.02,0.31,1.15,0.42,0.21,1.56
595,9744ff80,28,1.6,22000000,0,1,0,1,36.25,43.75,82.9,526.25,165.62,25.62,26.25,97.6,8.12,11.25,72.2,2.5,3.75,66.7,0.0,0.19,-0.19,1.88,3.75,1.88,0.0,2.5
596,1a4b9094,28,2.1,4000000,1,0,0,0,72.86,84.29,86.4,1096.67,425.71,44.76,48.57,92.2,23.33,25.71,90.7,3.81,7.14,53.3,0.0,0.05,-0.05,1.9,5.71,4.29,2.38,10.0
597,4315f30d,21,4.7,10000000,1,0,0,0,31.06,35.74,86.9,671.06,232.98,9.36,10.43,89.8,15.74,16.38,96.1,5.96,8.72,68.3,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.85
598,f6ac68c1,29,7.9,25000000,1,0,0,0,34.68,41.77,83.0,748.86,246.46,11.52,12.66,91.0,15.57,17.72,87.9,7.47,10.76,69.4,0.0,0.0,0.0,0.13,2.91,0.0,0.0,2.28
599,b0c7a51d,27,6.0,2500000,1,0,0,0,43.33,49.83,87.0,1036.33,337.83,8.67,10.0,86.7,22.33,24.67,90.5,12.17,15.0,81.1,0.0,0.07,-0.07,0.67,2.83,0.5,0.0,4.33
600,746fec7d,24,0.3,2200000,0,0,0,1,60.0,70.0,85.7,786.67,140.0,40.0,46.67,85.7,13.33,13.33,100.0,3.33,6.67,50.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,3.33
601,fa274d97,27,2.3,6000000,1,0,0,0,40.43,50.43,80.2,630.87,248.26,24.35,28.26,86.2,12.61,15.22,82.9,2.61,5.22,50.0,0.0,0.13,-0.13,0.43,3.48,0.87,0.43,3.48
602,e613313c,20,5.6,8000000,1,0,0,0,52.86,63.57,83.1,1189.29,318.39,10.36,11.96,86.6,33.21,37.5,88.6,9.11,13.57,67.1,0.0,0.0,0.0,0.0,2.14,0.0,0.0,2.32
603,c904f3d5,26,5.9,8000000,1,0,0,0,45.76,53.56,85.4,1014.24,300.0,10.85,12.03,90.1,26.27,28.14,93.4,8.47,12.54,67.6,0.0,0.0,0.0,0.0,1.53,0.0,0.0,1.69
604,b70bde8f,24,0.1,13000000,0,0,0,1,100.0,110.0,90.9,1650.0,540.0,40.0,40.0,100.0,50.0,50.0,100.0,10.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
605,52e101a8,28,1.0,1500000,1,0,0,0,42.0,48.0,87.5,695.0,270.0,18.0,21.0,85.7,23.0,24.0,95.8,1.0,2.0,50.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0
606,e8c0cafd,18,0.4,800000,0,1,0,1,40.0,45.0,88.9,700.0,95.0,20.0,20.0,100.0,10.0,12.5,80.0,7.5,10.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,17e3e467,21,4.7,8000000,0,0,0,1,48.09,54.26,88.6,926.6,216.6,22.34,25.32,88.2,16.6,18.09,91.8,8.09,8.94,90.5,0.0,0.0,0.0,0.21,5.32,0.85,0.21,3.4
608,6421ec64,28,1.8,12000000,0,1,0,1,40.0,51.67,77.4,710.56,190.56,17.22,20.0,86.1,17.22,20.56,83.8,4.44,9.44,47.1,0.0,0.22,-0.22,1.67,3.33,3.33,0.0,5.0
609,9c94165b,25,3.7,35000000,1,0,0,0,59.46,73.51,80.9,1014.32,449.46,32.43,34.86,93.0,21.08,24.59,85.7,4.86,10.54,46.2,0.27,0.11,0.16,1.62,6.22,1.08,0.81,7.3
610,a81ed730,23,2.9,2500000,0,0,0,1,39.66,43.45,91.3,735.17,135.86,15.86,16.55,95.8,17.93,19.66,91.2,4.83,6.21,77.8,0.0,0.0,0.0,0.0,2.41,0.69,0.0,2.41
611,3d2320f7,29,4.3,1000000,0,0,0,1,30.93,36.28,85.3,577.44,71.86,14.19,16.28,87.1,10.23,11.16,91.7,5.35,7.44,71.9,0.0,0.0,0.0,0.0,1.4,0.23,0.0,1.4
612,3eb22ec9,25,10.3,70000000,0,1,0,1,46.12,52.04,88.6,732.04,132.52,23.4,25.53,91.6,18.06,19.81,91.2,2.82,3.69,76.3,0.19,0.2,-0.01,1.55,2.72,1.55,0.1,4.08
613,86e7deaf,35,6.3,3000000,1,0,0,0,50.0,54.92,91.0,1057.78,410.48,16.03,16.98,94.4,25.4,26.67,95.2,7.94,10.32,76.9,0.0,0.0,0.0,0.0,3.33,0.48,0.0,3.33
614,2690dffa,19,0.0,300000,0,0,0,1,inf,inf,100.0,inf,inf,inf,inf,100.0,inf,inf,100.0,,,,,,,,,,,
615,fd9c4805,25,3.8,4500000,0,1,0,1,27.63,33.95,81.4,497.11,56.84,13.68,15.79,86.7,10.53,12.37,85.1,3.16,4.47,70.6,0.0,0.08,-0.08,0.26,1.32,0.26,0.0,0.79
616,30f5ffa9,25,3.0,60000000,1,0,0,0,66.67,72.67,91.7,1386.67,380.33,19.0,20.67,91.9,38.67,40.33,95.9,8.33,11.0,75.8,0.0,0.0,0.0,0.0,6.0,0.33,0.33,4.0
617,defb905a,35,4.5,400000,1,0,0,0,39.56,46.0,86.0,881.78,242.44,11.11,11.56,96.2,20.67,23.11,89.4,7.78,10.89,71.4,0.0,0.02,-0.02,0.44,1.78,0.0,0.0,1.33
618,76d5857d,31,5.0,1500000,1,0,0,1,30.8,40.0,77.0,514.8,207.4,16.6,19.0,87.4,11.2,15.0,74.7,2.8,4.0,70.0,0.0,0.04,-0.04,0.8,1.0,1.0,0.6,3.0
619,cbbfa2e7,30,2.2,6000000,0,1,0,1,21.82,32.73,66.7,342.73,50.91,12.73,18.64,68.3,6.82,9.09,75.0,1.82,3.64,50.0,0.0,0.09,-0.09,0.91,0.0,0.45,0.0,0.91
620,2ccd89a3,25,3.5,3000000,1,0,0,1,54.0,66.0,81.8,956.57,370.29,22.86,25.14,90.9,24.86,29.43,84.5,5.43,8.29,65.5,0.0,0.06,-0.06,0.86,6.29,0.57,0.0,8.0
621,886f9aac,21,4.1,20000000,0,1,0,1,30.0,31.95,93.9,492.44,65.37,15.37,15.85,96.9,12.2,12.68,96.2,2.2,2.68,81.8,0.0,0.0,0.0,0.0,0.98,0.24,0.24,0.98
622,c1febb46,31,5.2,1000000,0,0,0,1,32.12,37.31,86.1,475.77,76.15,15.58,18.46,84.4,14.62,16.15,90.5,0.38,0.77,50.0,0.0,0.02,-0.02,0.77,1.15,0.19,0.0,0.77
623,420c18a1,31,8.0,6000000,0,0,1,0,34.38,43.12,79.7,863.5,335.12,5.62,5.62,100.0,19.5,19.75,98.7,9.0,17.5,51.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,28f66c2e,18,1.8,7000000,1,0,0,0,22.78,33.89,67.2,537.78,238.89,5.0,8.33,60.0,11.67,13.89,84.0,6.11,10.0,61.1,0.0,0.0,0.0,0.0,1.67,0.56,0.0,2.78
625,2fd337af,24,1.7,1800000,1,0,0,0,38.82,47.06,82.5,899.41,453.53,11.76,11.76,100.0,15.88,18.82,84.4,8.82,13.53,65.2,0.0,0.06,-0.06,0.59,7.06,0.59,0.59,5.88
626,7a435eb3,32,0.4,500000,0,1,0,1,25.0,30.0,83.3,347.5,55.0,12.5,17.5,71.4,12.5,12.5,100.0,0.0,0.0,,0.0,0.5,-0.5,2.5,0.0,0.0,0.0,5.0
627,8e8f40e0,20,0.4,800000,0,1,0,0,20.0,35.0,57.1,377.5,62.5,7.5,12.5,60.0,12.5,20.0,62.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.5
628,ac4003af,28,5.0,2000000,0,0,1,0,17.8,23.2,76.7,537.8,310.4,3.6,3.6,100.0,7.6,7.8,97.4,6.6,11.8,55.9,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
629,27d902c8,27,6.0,1500000,0,0,1,0,15.83,20.67,76.6,454.83,251.17,1.83,1.83,100.0,7.83,7.83,100.0,5.83,10.5,55.6,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0
630,42130443,25,1.0,6000000,0,0,1,0,23.0,25.0,92.0,435.0,212.0,9.0,9.0,100.0,11.0,11.0,100.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,ee3519f5,30,3.2,7500000,1,0,0,1,51.25,57.19,89.6,1113.12,237.5,14.38,14.69,97.9,26.25,29.38,89.4,10.0,11.88,84.2,0.0,0.06,-0.06,0.31,3.44,0.0,0.0,1.56
632,b400bde0,25,7.2,90000000,0,1,0,0,28.33,33.19,85.4,387.64,85.69,17.5,19.44,90.0,9.72,11.11,87.5,0.42,0.97,42.9,0.28,0.24,0.04,0.97,1.53,0.97,0.0,2.78
633,3b1ed320,19,0.2,2500000,0,1,0,1,120.0,130.0,92.3,2745.0,675.0,55.0,60.0,91.7,20.0,20.0,100.0,45.0,50.0,90.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,25.0
634,7cd6badb,31,5.9,5000000,0,1,0,1,33.9,43.22,78.4,564.07,114.75,17.97,19.83,90.6,11.53,15.08,76.4,3.56,6.1,58.3,0.34,0.14,0.2,2.03,2.03,1.02,0.0,2.37
635,5eecec3d,26,8.9,30000000,1,0,0,0,70.9,74.38,95.3,1472.81,415.96,21.46,22.13,97.0,37.98,39.21,96.8,11.24,12.58,89.3,0.0,0.0,0.0,0.11,3.93,0.0,0.0,2.47
636,339fe0e8,25,1.0,14000000,0,0,1,0,10.0,18.0,55.6,351.0,251.0,3.0,3.0,100.0,3.0,3.0,100.0,4.0,12.0,33.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
637,ef2e5e1a,30,0.3,5000000,0,0,0,1,76.67,83.33,92.0,1046.67,360.0,40.0,40.0,100.0,33.33,36.67,90.9,0.0,3.33,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,10.0
638,a6154613,33,5.1,15000000,0,1,0,0,17.25,25.29,68.2,269.02,41.18,9.61,12.94,74.2,4.9,7.25,67.6,1.96,2.75,71.4,0.0,0.12,-0.12,1.37,0.59,0.98,0.0,1.57
639,1e1378e1,17,0.5,3000000,0,1,0,1,58.0,64.0,90.6,854.0,254.0,36.0,40.0,90.0,16.0,18.0,88.9,4.0,4.0,100.0,0.0,0.2,-0.2,4.0,4.0,0.0,0.0,4.0
640,a793f5a8,17,0.1,800000,0,1,0,0,40.0,40.0,100.0,760.0,10.0,30.0,30.0,100.0,0.0,0.0,,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,e33c06cf,24,6.0,35000000,1,0,0,0,70.83,76.5,92.6,1501.0,448.33,20.17,21.0,96.0,37.17,39.33,94.5,12.67,14.83,85.4,0.0,0.02,-0.02,0.17,6.0,0.5,0.17,5.83
642,d94653be,20,2.3,6000000,0,1,0,1,31.3,41.74,75.0,504.35,124.78,16.96,20.43,83.0,12.17,14.78,82.4,1.74,3.91,44.4,0.0,0.0,0.0,0.0,1.3,0.43,0.0,2.17
643,73affbb6,20,3.4,6000000,0,1,0,0,12.65,16.76,75.4,174.41,11.47,7.06,9.12,77.4,4.41,5.88,75.0,0.59,0.88,66.7,0.0,0.03,-0.03,0.29,0.0,0.0,0.0,0.29
644,4e219ad2,26,3.1,20000000,0,1,0,0,32.58,45.48,71.6,593.55,139.03,17.74,19.03,93.2,9.68,15.16,63.8,4.84,8.71,55.6,0.0,0.03,-0.03,0.97,2.58,1.29,0.65,1.94
645,bd20f4eb,26,2.7,2500000,1,0,0,0,57.04,66.3,86.0,940.37,333.33,27.78,30.74,90.4,20.37,24.81,82.1,5.56,7.04,78.9,0.37,0.15,0.22,1.85,2.96,0.37,0.0,2.96
646,9614b550,28,5.0,2000000,1,0,0,0,33.4,45.6,73.2,719.2,161.4,7.2,11.0,65.5,21.0,24.4,86.1,4.6,9.6,47.9,0.0,0.2,-0.2,0.8,1.8,0.0,0.0,2.0
647,c71e97ba,29,3.9,4000000,0,0,0,1,55.64,60.0,92.7,1094.62,164.36,20.77,21.28,97.6,25.9,27.18,95.3,8.46,10.26,82.5,0.0,0.03,-0.03,0.26,3.59,0.0,0.0,2.31
648,01b8a2b2,30,7.3,25000000,0,0,1,0,22.05,23.97,92.0,479.18,282.33,6.85,6.85,100.0,10.96,10.96,100.0,3.97,5.75,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,934e1968,19,5.6,25000000,0,1,0,1,33.04,48.39,68.3,618.75,242.68,14.29,17.86,80.0,12.68,15.89,79.8,4.82,11.07,43.5,0.0,0.16,-0.16,2.32,3.04,1.61,0.36,4.64
650,e92cd3f7,24,1.3,16000000,0,1,0,1,17.69,21.54,82.1,292.31,36.92,8.46,9.23,91.7,7.69,9.23,83.3,1.54,1.54,100.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,1.54
651,2475dcc6,31,6.0,18000000,0,1,0,1,30.67,42.67,71.9,507.33,163.67,17.5,20.33,86.1,8.83,12.17,72.6,4.0,7.83,51.1,0.5,0.27,0.23,2.5,1.83,1.33,0.5,3.83
652,f0661424,27,5.7,22000000,1,0,0,0,39.65,53.68,73.9,711.75,330.0,17.72,21.23,83.5,17.54,22.98,76.3,3.86,8.07,47.8,0.0,0.02,-0.02,0.18,2.63,0.53,0.18,4.91
653,7272a72a,32,3.1,7000000,0,1,0,0,35.16,39.68,88.6,631.94,124.19,17.74,19.03,93.2,11.94,13.23,90.2,4.19,5.16,81.3,0.0,0.03,-0.03,0.32,1.94,1.94,0.0,3.23
654,a0f9b535,27,0.5,5000000,0,0,0,1,58.0,72.0,80.6,1206.0,296.0,14.0,18.0,77.8,36.0,36.0,100.0,8.0,14.0,57.1,0.0,0.0,0.0,0.0,6.0,2.0,0.0,10.0
655,4c2a5d34,28,2.2,16000000,0,1,0,0,10.45,16.36,63.9,169.55,36.82,4.55,7.27,62.5,5.0,5.45,91.7,0.45,1.36,33.3,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.91
656,bfe272bd,32,2.0,800000,0,0,0,1,51.5,60.5,85.1,964.5,223.0,22.5,24.0,93.8,22.5,23.5,95.7,6.5,12.0,54.2,0.0,0.05,-0.05,1.5,3.0,1.0,0.0,3.5
657,e73c9bb2,27,3.2,20000000,1,0,0,0,35.62,52.5,67.9,705.31,320.0,15.0,18.12,82.8,15.31,19.69,77.8,5.0,11.88,42.1,0.0,0.19,-0.19,3.12,2.19,0.94,0.94,1.88
658,6f51e382,28,5.0,60000000,0,0,1,0,24.2,26.8,90.3,592.0,394.6,6.6,6.8,97.1,10.2,10.4,98.1,7.4,9.6,77.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
659,5148dcc5,23,2.7,13000000,0,1,0,1,17.41,22.22,78.3,295.19,82.96,6.3,6.67,94.4,7.78,9.26,84.0,1.48,3.33,44.4,0.0,0.33,-0.33,2.59,0.74,1.11,0.37,1.48
660,7120a04d,20,5.7,20000000,0,1,0,1,20.0,25.09,79.7,358.6,73.51,9.3,10.53,88.3,7.72,9.3,83.0,2.46,3.33,73.7,0.18,0.11,0.07,1.05,1.23,0.7,0.18,1.58
661,2b9fdeea,27,5.3,17000000,0,1,0,1,26.04,36.79,70.8,383.58,125.47,16.04,19.43,82.5,6.42,9.25,69.4,2.26,6.42,35.3,0.0,0.15,-0.15,1.32,1.7,1.13,0.0,3.58
662,6f8cd6d0,22,6.6,35000000,0,1,0,0,21.21,26.52,80.0,311.67,87.42,12.88,14.55,88.5,6.52,8.48,76.8,1.21,1.97,61.5,0.3,0.17,0.14,0.61,1.36,0.3,0.0,2.42
663,6b8887c2,22,0.1,1200000,0,1,0,0,10.0,10.0,100.0,100.0,10.0,10.0,10.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0
664,41034650,19,0.0,11000000,1,0,0,0,inf,inf,50.0,inf,inf,inf,inf,50.0,,,,,,,,,,,,,,
665,652d4c37,25,2.8,20000000,0,0,0,1,53.93,61.43,87.8,1014.64,257.14,26.07,29.64,88.0,17.5,17.86,98.0,8.21,9.64,85.2,0.0,0.07,-0.07,1.07,7.86,2.14,0.36,7.86
666,c56dc39e,29,6.9,15000000,1,0,0,0,36.23,45.65,79.4,720.72,259.28,12.9,15.51,83.2,18.55,20.58,90.1,4.64,8.55,54.2,0.0,0.0,0.0,0.14,3.91,0.14,0.14,3.62
667,f93c876b,34,2.5,350000,1,0,0,1,30.8,36.0,85.6,573.6,114.0,9.2,9.6,95.8,18.8,20.0,94.0,1.6,4.0,40.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.8
668,52611641,24,0.5,20000000,0,0,0,1,82.0,92.0,89.1,1550.0,374.0,28.0,30.0,93.3,40.0,46.0,87.0,14.0,16.0,87.5,0.0,0.0,0.0,0.0,12.0,0.0,0.0,16.0
669,9e1035f8,20,4.0,50000000,0,1,0,0,14.0,16.75,83.6,215.0,42.75,8.75,9.5,92.1,3.0,4.0,75.0,1.5,2.0,75.0,0.0,0.2,-0.2,2.0,0.75,1.25,0.0,2.25
670,58a9a4d9,25,3.1,13000000,0,1,0,1,59.03,69.68,84.7,1223.55,356.77,27.74,30.32,91.5,16.45,20.0,82.3,13.23,16.77,78.8,0.32,0.19,0.13,2.58,7.74,1.94,0.65,6.13
671,a4b1028a,28,6.0,8000000,1,0,0,0,49.67,66.0,75.3,958.67,338.0,18.5,21.5,86.0,23.67,30.5,77.6,6.67,11.33,58.8,0.0,0.0,0.0,0.17,4.17,0.83,0.33,4.83
672,096a77c4,32,0.3,600000,0,1,0,0,23.33,33.33,70.0,320.0,0.0,13.33,16.67,80.0,10.0,13.33,75.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,77e39b04,20,3.7,22000000,0,1,0,1,44.86,55.14,81.4,606.22,128.92,30.0,33.78,88.8,11.62,15.41,75.4,1.35,1.89,71.4,0.0,0.05,-0.05,0.54,2.43,0.54,0.0,3.24
674,21512407,29,6.8,20000000,1,0,0,0,54.26,69.85,77.7,995.59,468.24,23.09,25.74,89.7,23.53,29.26,80.4,6.76,12.21,55.4,0.0,0.12,-0.12,1.32,3.24,3.68,1.03,9.41
675,41f0b196,18,5.0,8000000,0,0,1,0,26.0,42.8,60.7,812.0,462.8,3.6,3.6,100.0,10.8,11.2,96.4,11.6,28.0,41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,5d0e0a1f,18,2.7,12000000,1,0,0,0,55.56,70.37,78.9,964.44,288.52,24.44,27.04,90.4,26.67,32.59,81.8,3.33,6.67,50.0,0.0,0.04,-0.04,0.74,2.96,1.48,0.74,2.96
677,f315ca93,24,1.4,8000000,1,0,0,0,49.29,67.86,72.6,904.29,347.86,20.0,23.57,84.8,21.43,27.14,78.9,5.71,15.0,38.1,0.0,0.0,0.0,0.0,6.43,0.0,0.0,7.86
678,f7e87032,22,4.7,25000000,0,1,0,1,23.4,31.49,74.3,357.87,88.94,13.19,14.89,88.6,7.02,11.06,63.5,2.13,3.62,58.8,0.0,0.02,-0.02,0.43,1.06,1.7,0.64,2.13
679,2baec6ce,22,2.3,8000000,1,0,0,0,30.43,33.48,90.9,645.22,203.48,10.87,12.61,86.2,14.78,15.22,97.1,4.78,5.22,91.7,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.43
680,ed140063,27,5.8,3100000,0,1,0,1,33.62,45.17,74.4,631.9,205.17,15.0,17.93,83.7,13.28,15.17,87.5,4.83,9.48,50.9,0.17,0.12,0.05,1.72,2.59,1.55,0.69,3.79
681,1a799243,34,6.0,800000,1,0,0,0,33.17,46.17,71.8,569.0,259.83,16.0,18.83,85.0,13.5,18.17,74.3,3.0,7.83,38.3,0.0,0.22,-0.22,1.33,2.17,1.33,0.33,5.5
682,3eed9821,26,0.4,8000000,1,0,0,0,62.5,62.5,100.0,1097.5,355.0,25.0,25.0,100.0,27.5,27.5,100.0,7.5,7.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
683,d248cd8f,21,6.7,60000000,1,0,0,0,67.76,79.1,85.7,1560.0,418.51,16.57,18.51,89.5,34.33,37.91,90.6,16.12,20.9,77.1,0.0,0.01,-0.01,0.15,4.78,0.15,0.0,4.18
684,b997c3de,29,8.3,15000000,0,0,0,1,26.39,31.33,84.2,413.98,103.37,14.1,14.94,94.4,9.28,10.84,85.6,2.05,4.22,48.6,0.12,0.02,0.1,0.48,1.69,0.12,0.0,2.41
685,9ddb85e8,20,2.5,2500000,0,0,0,1,21.6,26.8,80.6,316.4,103.2,14.0,16.4,85.4,4.4,6.0,73.3,2.0,2.4,83.3,0.0,0.0,0.0,0.4,2.0,0.4,0.4,2.4
686,01da7812,25,2.7,3000000,0,1,0,1,20.37,27.41,74.3,382.96,84.81,7.78,9.63,80.8,9.26,11.85,78.1,2.59,4.81,53.8,0.0,0.0,0.0,0.37,2.22,0.74,0.37,1.85
687,7b456af7,31,2.0,4000000,0,0,1,0,15.5,21.5,72.1,472.5,239.0,2.0,2.0,100.0,9.0,9.0,100.0,4.5,10.5,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,7a4cea18,35,2.8,1000000,0,1,0,1,51.79,67.14,77.1,823.57,239.29,32.86,36.43,90.2,11.43,15.36,74.4,6.07,12.5,48.6,0.36,0.25,0.11,2.86,6.43,1.43,0.36,3.93
689,9778d8dd,25,1.0,2500000,1,0,0,0,34.0,48.0,70.8,713.0,330.0,13.0,19.0,68.4,16.0,19.0,84.2,5.0,10.0,50.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,9.0
690,0959c2a2,22,5.4,65000000,1,0,0,1,48.33,57.96,83.4,851.11,215.56,23.15,26.85,86.2,19.44,22.59,86.1,4.81,6.48,74.3,0.0,0.13,-0.13,1.3,4.07,1.11,0.37,3.52
691,21453b2e,19,0.0,500000,1,0,0,0,inf,inf,75.0,inf,,inf,inf,100.0,,,,inf,inf,100.0,,,,,,,,
692,2bf50b37,18,0.1,1200000,1,0,0,0,10.0,10.0,100.0,160.0,100.0,0.0,0.0,,10.0,10.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,392a7aea,27,5.9,13000000,0,0,0,1,60.34,70.68,85.4,1196.44,255.42,27.8,31.86,87.2,19.15,21.02,91.1,11.19,13.9,80.5,0.0,0.12,-0.12,0.85,5.76,1.86,0.0,6.1
694,9f8e9423,27,9.0,70000000,1,0,0,0,67.0,74.22,90.3,1559.89,365.44,13.33,14.89,89.6,39.11,40.78,95.9,14.22,17.0,83.7,0.0,0.0,0.0,0.11,3.78,0.11,0.0,1.44
695,467bae22,31,1.0,4000000,0,1,0,1,34.0,48.0,70.8,483.0,72.0,23.0,30.0,76.7,7.0,10.0,70.0,3.0,6.0,50.0,0.0,0.1,-0.1,1.0,4.0,0.0,0.0,1.0
