,Player,Age,90s,mv,DF,FW,GK,MF,Gls,Stan Sh,Stan SoT,Stan SoT%,Stan Sh/90,Stan SoT/90,Stan G/Sh,Stan G/SoT,Stan Dist,Stan FK,Perf PK,Perf PKatt,Expe xG,Expe npxG,Expe npxG/Sh,Expe G-xG,Expe np:G-xG
150,d97f2e8d,23,0.1,3500000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
151,5976f83e,19,6.5,30000000,1,0,0,0,0.15,0.77,0.31,40.0,0.77,0.31,0.2,0.5,19.1,0.0,0.0,0.0,0.06,0.06,0.07,0.09,0.09
152,19cda00b,32,7.7,20000000,0,1,0,1,0.13,2.86,0.52,18.2,2.87,0.52,0.05,0.25,20.7,0.26,0.0,0.13,0.34,0.25,0.09,-0.21,-0.12
153,fc62f087,24,5.6,25000000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
154,9dc96f10,18,0.3,18000000,0,1,0,0,0.0,10.0,6.67,66.7,11.74,7.83,0.0,0.0,14.2,0.0,0.0,0.0,1.67,1.67,0.17,-1.67,-1.67
155,31c69ef1,23,10.8,75000000,1,0,0,0,0.0,0.37,0.0,0.0,0.37,0.0,0.0,,6.8,0.0,0.0,0.0,0.09,0.09,0.25,-0.09,-0.09
156,8104e41e,21,4.6,18000000,1,0,0,1,0.0,1.09,0.22,20.0,1.09,0.22,0.0,0.0,17.7,0.0,0.0,0.0,0.04,0.04,0.04,-0.04,-0.04
157,4a1a9578,23,5.0,18000000,0,1,0,1,0.4,1.0,0.4,40.0,1.0,0.4,0.4,1.0,18.5,0.0,0.0,0.0,0.08,0.08,0.08,0.32,0.32
158,4030c7ae,29,6.0,2500000,0,0,1,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
159,6eee05f1,27,8.0,22000000,1,0,0,0,0.0,0.38,0.12,33.3,0.37,0.12,0.0,0.0,12.5,0.0,0.0,0.0,0.01,0.01,0.04,-0.01,-0.01
160,b5f7d10b,21,6.0,20000000,1,0,0,0,0.0,0.17,0.17,100.0,0.17,0.17,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
161,fffea3e5,18,4.5,22000000,0,1,0,1,0.0,1.78,1.11,62.5,1.8,1.12,0.0,0.0,16.6,0.0,0.0,0.0,0.11,0.11,0.06,-0.11,-0.11
162,5526deb1,18,0.1,1000000,0,0,0,1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
163,8954fddc,24,0.7,1000000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
164,620922ed,18,0.2,3000000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
165,1a992676,26,3.0,20000000,0,1,0,1,0.0,0.67,0.0,0.0,0.67,0.0,0.0,,21.4,0.0,0.0,0.0,0.03,0.03,0.03,-0.03,-0.03
166,c6486b01,22,5.5,6000000,0,1,0,1,0.18,2.36,0.91,38.5,2.38,0.92,0.08,0.2,18.2,0.18,0.0,0.0,0.24,0.24,0.1,-0.05,-0.05
167,60e86875,24,3.1,7500000,0,1,0,1,0.32,3.23,0.97,30.0,3.21,0.96,0.1,0.33,20.6,0.0,0.0,0.0,0.26,0.26,0.08,0.06,0.06
168,37e103f8,20,0.2,5000000,0,1,0,0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,,23.5,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
169,303636d2,25,4.1,900000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
170,e0921a4f,26,2.4,50000000,0,1,0,1,0.42,3.75,1.67,44.4,3.75,1.67,0.11,0.25,19.3,0.42,0.0,0.0,0.62,0.62,0.17,-0.21,-0.21
171,448a3608,31,3.8,11000000,0,1,0,0,0.26,1.05,0.53,50.0,1.04,0.52,0.25,0.5,10.8,0.0,0.0,0.0,0.13,0.13,0.13,0.13,0.13
172,f0fc9d0e,32,2.8,700000,0,1,0,0,0.36,0.71,0.36,50.0,0.73,0.36,0.5,1.0,21.0,0.0,0.0,0.0,0.04,0.04,0.03,0.32,0.32
173,3bb7b8b4,26,12.0,50000000,0,0,1,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
174,73d6a176,20,1.0,3200000,0,0,0,1,0.0,2.0,0.0,0.0,1.98,0.0,0.0,,15.7,0.0,0.0,0.0,0.2,0.2,0.08,-0.2,-0.2
175,48035304,23,6.9,28000000,1,0,0,0,0.14,0.29,0.14,50.0,0.29,0.15,0.5,1.0,6.0,0.0,0.0,0.0,0.03,0.03,0.12,0.12,0.12
176,0b4f388a,23,3.3,16000000,0,1,0,1,0.3,2.42,0.91,37.5,2.39,0.9,0.13,0.33,13.7,0.0,0.0,0.0,0.45,0.45,0.19,-0.15,-0.15
177,04e17fd5,23,4.3,40000000,0,1,0,0,1.4,3.49,2.09,60.0,3.48,2.09,0.33,0.56,15.1,0.0,0.23,0.23,0.6,0.44,0.12,0.79,0.72
178,58dda688,33,4.5,350000,1,0,0,0,0.0,0.22,0.0,0.0,0.22,0.0,0.0,,10.0,0.0,0.0,0.0,0.02,0.02,0.07,-0.02,-0.02
179,980522ec,28,1.1,40000000,0,1,0,1,0.0,5.45,1.82,33.3,5.35,1.78,0.0,0.0,23.9,0.91,0.0,0.0,0.27,0.27,0.04,-0.27,-0.27
180,1c78737d,30,3.0,2500000,0,1,0,1,0.33,1.0,0.33,33.3,1.0,0.33,0.33,1.0,12.7,0.0,0.0,0.0,0.2,0.2,0.21,0.13,0.13
181,3f79a1c8,27,1.6,3200000,0,0,0,1,0.0,0.62,0.0,0.0,0.61,0.0,0.0,,20.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
182,b0616e3d,30,2.0,2500000,1,0,0,0,0.0,1.5,0.0,0.0,1.48,0.0,0.0,,18.0,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1
183,4352d221,22,1.7,6000000,0,0,0,1,0.0,4.12,1.18,28.6,4.2,1.2,0.0,0.0,21.0,0.59,0.0,0.0,0.35,0.35,0.08,-0.35,-0.35
184,6f3cc2fe,20,0.9,7500000,0,1,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
185,7f3b388c,26,6.2,60000000,1,0,0,1,0.0,0.16,0.16,100.0,0.16,0.16,0.0,0.0,7.0,0.0,0.0,0.0,0.02,0.02,0.14,-0.02,-0.02
186,b7a5bc86,24,3.8,5500000,1,0,0,0,0.0,1.05,0.0,0.0,1.06,0.0,0.0,,23.1,0.0,0.0,0.0,0.03,0.03,0.02,-0.03,-0.03
187,0ba976e4,17,1.8,60000000,0,1,0,0,0.56,5.0,3.33,66.7,5.06,3.38,0.11,0.17,13.0,0.0,0.0,0.0,0.5,0.5,0.1,0.06,0.06
188,51a3c4c8,31,4.3,12000000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
189,15d0c248,23,2.0,18000000,1,0,0,0,0.0,0.5,0.0,0.0,0.51,0.0,0.0,,3.6,0.0,0.0,0.0,0.05,0.05,0.13,-0.05,-0.05
190,8aafd64f,20,7.8,80000000,0,1,0,1,0.38,3.46,1.67,48.1,3.45,1.66,0.11,0.23,15.5,0.13,0.0,0.0,0.45,0.45,0.13,-0.06,-0.06
191,507c7bdf,25,4.9,90000000,0,0,0,1,0.82,3.88,1.84,47.4,3.9,1.85,0.11,0.22,21.9,0.61,0.41,0.41,0.73,0.43,0.11,0.08,-0.02
192,f76fdcd2,22,0.2,1500000,0,0,0,1,0.0,5.0,0.0,0.0,5.0,0.0,0.0,,19.8,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
193,e08647d6,24,0.1,9000000,0,1,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
194,101da2b5,35,3.8,2000000,0,0,0,1,0.0,0.26,0.0,0.0,0.26,0.0,0.0,,13.5,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
195,41f32541,33,5.5,4000000,1,0,0,1,0.0,0.73,0.0,0.0,0.73,0.0,0.0,,32.4,0.18,0.0,0.0,0.02,0.02,0.03,-0.02,-0.02
196,d9d43555,21,0.4,2500000,0,1,0,0,0.0,5.0,0.0,0.0,4.74,0.0,0.0,,16.5,0.0,0.0,0.0,0.25,0.25,0.03,-0.25,-0.25
197,4c370d81,28,3.7,50000000,0,1,0,0,0.0,3.24,0.81,25.0,3.27,0.82,0.0,0.0,11.6,0.0,0.0,0.0,0.51,0.51,0.16,-0.51,-0.51
198,24f59bb2,23,2.9,8000000,1,0,0,0,0.0,0.34,0.0,0.0,0.35,0.0,0.0,,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
199,e288d4b3,29,9.0,13000000,1,0,0,0,0.0,0.44,0.11,25.0,0.45,0.11,0.0,0.0,20.2,0.0,0.0,0.0,0.01,0.01,0.02,-0.01,-0.01
200,ed1e53f3,20,11.8,80000000,0,1,0,1,0.25,2.8,1.44,51.5,2.79,1.44,0.09,0.18,16.6,0.08,0.0,0.0,0.31,0.31,0.11,-0.06,-0.06
201,9a2e0ccc,28,5.1,20000000,0,1,0,1,0.2,2.75,0.39,14.3,2.73,0.39,0.0,0.0,14.2,0.0,0.2,0.2,0.53,0.37,0.14,-0.33,-0.37
202,715e5b0e,27,3.2,8000000,0,1,0,1,0.0,0.94,0.0,0.0,0.94,0.0,0.0,,26.3,0.0,0.0,0.0,0.03,0.03,0.03,-0.03,-0.03
203,a9142dc3,22,0.3,4000000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
204,d80b1835,21,0.2,2500000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
205,f620b04f,19,2.2,6500000,0,1,0,0,0.45,2.27,0.45,20.0,2.27,0.45,0.2,1.0,12.3,0.0,0.0,0.0,0.64,0.64,0.29,-0.18,-0.18
206,b853e0ad,27,3.8,22000000,0,0,0,1,0.0,0.79,0.26,33.3,0.8,0.27,0.0,0.0,23.8,0.0,0.0,0.0,0.03,0.03,0.03,-0.03,-0.03
207,98d2c2c4,28,5.8,25000000,0,1,0,1,0.0,0.69,0.17,25.0,0.69,0.17,0.0,0.0,21.5,0.0,0.0,0.0,0.05,0.05,0.09,-0.05,-0.05
208,1c90cd29,27,2.0,500000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
209,ce30bfc8,26,2.8,15000000,0,0,0,1,0.0,0.71,0.0,0.0,0.71,0.0,0.0,,17.1,0.0,0.0,0.0,0.04,0.04,0.04,-0.04,-0.04
210,72c812f3,30,5.4,15000000,0,0,0,1,0.0,0.37,0.0,0.0,0.37,0.0,0.0,,19.9,0.0,0.0,0.0,0.02,0.02,0.03,-0.02,-0.02
211,2bed3eab,19,2.3,20000000,1,0,0,0,0.0,0.87,0.43,50.0,0.87,0.43,0.0,0.0,7.5,0.0,0.0,0.0,0.26,0.26,0.31,-0.26,-0.26
212,ecb68eea,31,4.2,4000000,0,0,0,1,0.0,0.48,0.0,0.0,0.48,0.0,0.0,,14.9,0.0,0.0,0.0,0.02,0.02,0.06,-0.02,-0.02
213,6be41a31,19,1.1,4500000,0,0,0,1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
214,7ba6d84e,29,5.0,18000000,0,0,1,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
215,ea0ff634,30,2.2,3000000,0,1,0,1,0.0,2.27,0.45,20.0,2.24,0.45,0.0,0.0,14.6,0.0,0.0,0.0,0.18,0.18,0.08,-0.18,-0.18
216,df10e27c,19,1.1,10000000,0,0,0,1,0.0,1.82,0.91,50.0,1.87,0.94,0.0,0.0,27.0,0.0,0.0,0.0,0.09,0.09,0.03,-0.09,-0.09
217,f521b80a,26,8.0,30000000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
218,16ceb862,33,2.9,4000000,0,1,0,0,2.07,3.1,2.07,66.7,3.13,2.08,0.56,0.83,10.7,0.0,0.34,0.34,0.72,0.45,0.15,1.34,1.28
219,88e357ef,25,4.0,70000000,0,1,0,1,0.0,3.0,1.25,41.7,3.0,1.25,0.0,0.0,17.4,0.0,0.0,0.0,0.32,0.32,0.11,-0.32,-0.32
220,f0f7f62f,25,3.0,17000000,0,0,1,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
221,d9b9b71a,26,1.5,3000000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
222,7a11550b,23,3.0,30000000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
223,6e4df551,32,1.0,9000000,0,1,0,0,0.0,3.0,1.0,33.3,3.0,1.0,0.0,0.0,23.6,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
224,6e4df551,32,1.0,9000000,0,1,0,0,0.2,1.2,0.6,50.0,1.2,0.6,0.17,0.33,25.4,0.0,0.0,0.0,0.06,0.06,0.05,0.14,0.14
225,6e4df551,32,5.0,9000000,0,1,0,1,0.0,3.0,1.0,33.3,3.0,1.0,0.0,0.0,23.6,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
226,6e4df551,32,5.0,9000000,0,1,0,1,0.2,1.2,0.6,50.0,1.2,0.6,0.17,0.33,25.4,0.0,0.0,0.0,0.06,0.06,0.05,0.14,0.14
227,bc6f5f06,28,2.2,3000000,1,0,0,0,0.0,0.91,0.0,0.0,0.91,0.0,0.0,,28.2,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
228,cecbce23,26,4.0,7000000,0,0,1,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
229,42dcf26d,30,6.0,7000000,1,0,0,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,,11.9,0.0,0.0,0.0,0.03,0.03,0.06,-0.03,-0.03
230,cc86b9a3,25,4.8,70000000,0,0,0,1,0.42,2.08,0.62,30.0,2.07,0.62,0.2,0.67,18.0,0.0,0.0,0.0,0.15,0.15,0.07,0.27,0.27
231,8b3d765f,34,2.0,350000,0,0,1,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
232,2d970560,26,6.3,35000000,1,0,0,0,0.16,1.27,0.48,37.5,1.28,0.48,0.13,0.33,14.3,0.0,0.0,0.0,0.14,0.14,0.11,0.02,0.02
233,b8e740fb,18,5.9,33000000,0,0,0,1,0.17,1.02,0.17,16.7,1.02,0.17,0.17,1.0,21.5,0.0,0.0,0.0,0.07,0.07,0.07,0.1,0.1
234,58eee997,18,2.3,50000000,0,1,0,1,0.43,4.35,2.17,50.0,4.27,2.13,0.1,0.2,13.9,0.0,0.0,0.0,0.3,0.3,0.07,0.13,0.13
235,8b298f56,29,2.5,4000000,0,0,0,1,0.0,0.8,0.8,100.0,0.81,0.81,0.0,0.0,22.5,0.4,0.0,0.0,0.12,0.12,0.14,-0.12,-0.12
236,df69b544,29,5.6,60000000,0,1,0,1,0.36,2.86,1.07,37.5,2.87,1.08,0.13,0.33,11.9,0.0,0.0,0.0,0.43,0.43,0.15,-0.07,-0.07
237,8b8e759d,24,4.3,15000000,0,1,0,1,0.0,1.63,0.23,14.3,1.63,0.23,0.0,0.0,12.9,0.0,0.0,0.0,0.07,0.07,0.05,-0.07,-0.07
238,0076ab7f,28,5.5,6000000,1,0,0,1,0.0,0.55,0.36,66.7,0.54,0.36,0.0,0.0,20.4,0.0,0.0,0.0,0.02,0.02,0.02,-0.02,-0.02
239,048a1cbc,26,7.4,40000000,1,0,0,0,0.14,0.81,0.27,33.3,0.81,0.27,0.17,0.5,16.9,0.14,0.0,0.0,0.18,0.18,0.22,-0.04,-0.04
240,7155e3e1,21,1.9,10000000,0,0,0,1,0.0,1.05,0.53,50.0,1.06,0.53,0.0,0.0,15.2,0.0,0.0,0.0,0.05,0.05,0.03,-0.05,-0.05
241,923f4dda,24,3.8,12000000,0,1,0,0,0.53,1.58,0.79,50.0,1.59,0.79,0.17,0.33,11.9,0.0,0.26,0.26,0.45,0.26,0.16,0.08,0.0
242,bcb2ccd8,30,8.0,13000000,0,0,1,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
243,b686f4c0,27,2.3,2800000,0,1,0,1,0.0,1.3,0.43,33.3,1.32,0.44,0.0,0.0,17.6,0.0,0.0,0.0,0.13,0.13,0.11,-0.13,-0.13
244,819b3158,29,10.8,40000000,0,0,0,1,0.28,1.11,0.37,33.3,1.11,0.37,0.25,0.75,17.9,0.09,0.0,0.0,0.15,0.15,0.13,0.13,0.13
245,b583aef5,31,6.0,2400000,0,0,1,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
246,1f44ac21,20,7.8,130000000,0,1,0,0,1.28,3.33,2.05,61.5,3.33,2.05,0.35,0.56,14.1,0.0,0.13,0.13,0.83,0.74,0.23,0.45,0.41
247,8696bc90,24,3.3,10000000,0,1,0,1,0.3,4.24,0.61,14.3,4.29,0.61,0.07,0.5,16.4,0.0,0.0,0.0,0.3,0.3,0.08,0.0,0.0
248,92432bc6,22,4.7,24000000,1,0,0,1,0.21,1.49,0.85,57.1,1.48,0.85,0.14,0.25,14.9,0.0,0.0,0.0,0.21,0.21,0.15,0.0,0.0
249,e42d61c7,21,4.0,60000000,1,0,0,0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,,12.8,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
250,8ff2354e,28,2.0,14000000,1,0,0,0,0.0,0.5,0.5,100.0,0.49,0.49,0.0,0.0,9.0,0.0,0.0,0.0,0.05,0.05,0.12,-0.05,-0.05
251,74419746,36,6.0,2500000,0,0,1,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
252,a3b952f8,35,4.0,250000,0,0,1,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
253,bfc5768b,30,1.7,1500000,0,1,0,1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
254,3b333ac3,26,5.9,18000000,1,0,0,0,0.0,0.34,0.17,50.0,0.34,0.17,0.0,0.0,13.0,0.0,0.0,0.0,0.07,0.07,0.22,-0.07,-0.07
255,fed7cb61,21,8.7,70000000,0,1,0,1,0.11,1.38,0.34,25.0,1.38,0.34,0.08,0.33,14.2,0.11,0.0,0.0,0.31,0.31,0.23,-0.2,-0.2
256,a39bb753,29,3.0,40000000,0,1,0,0,0.33,1.33,0.67,50.0,1.31,0.66,0.0,0.0,19.4,0.0,0.33,0.33,0.33,0.1,0.06,0.0,-0.1
257,50871bcc,27,4.9,27000000,0,1,0,0,0.2,2.45,1.43,58.3,2.44,1.43,0.08,0.14,17.0,0.0,0.0,0.0,0.2,0.2,0.08,0.0,0.0
258,169fd162,24,1.0,11000000,0,1,0,1,0.0,2.0,0.0,0.0,1.91,0.0,0.0,,19.6,0.0,0.0,0.0,0.6,0.6,0.31,-0.6,-0.6
259,fecd43a3,28,4.3,1000000,1,0,0,0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,,27.5,0.0,0.0,0.0,0.02,0.02,0.02,-0.02,-0.02
260,e5a76dfe,23,1.0,22000000,0,0,1,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
261,935e6b8f,30,4.0,20000000,1,0,0,1,0.0,0.75,0.0,0.0,0.74,0.0,0.0,,25.5,0.25,0.0,0.0,0.02,0.02,0.05,-0.02,-0.02
262,0a89e877,23,1.3,12000000,1,0,0,1,0.0,1.54,0.0,0.0,1.57,0.0,0.0,,14.2,0.0,0.0,0.0,0.08,0.08,0.03,-0.08,-0.08
263,f45f9427,26,2.5,4000000,1,0,0,1,0.0,0.8,0.4,50.0,0.81,0.4,0.0,0.0,17.9,0.0,0.0,0.0,0.04,0.04,0.05,-0.04,-0.04
264,f36d5624,18,1.1,8000000,0,1,0,1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
265,555f3a0b,25,3.9,35000000,1,0,0,0,0.26,0.51,0.26,50.0,0.52,0.26,0.5,1.0,7.0,0.0,0.0,0.0,0.05,0.05,0.11,0.21,0.21
266,c3ee18ef,24,7.7,45000000,1,0,0,0,0.13,1.17,0.26,22.2,1.16,0.26,0.11,0.5,21.1,0.0,0.0,0.0,0.05,0.05,0.04,0.08,0.08
267,436a9dd0,30,6.0,13000000,0,0,0,1,0.0,1.17,0.0,0.0,1.17,0.0,0.0,,19.0,0.0,0.0,0.0,0.05,0.05,0.04,-0.05,-0.05
268,a8542814,30,3.3,7000000,0,0,0,1,0.0,1.82,0.3,16.7,1.81,0.3,0.0,0.0,24.6,0.3,0.0,0.0,0.12,0.12,0.06,-0.12,-0.12
269,dfb6490a,29,0.7,3500000,0,1,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
270,2e7ff968,32,6.0,1700000,0,0,1,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
271,875898c7,26,5.4,4000000,1,0,0,0,0.0,0.37,0.0,0.0,0.37,0.0,0.0,,14.3,0.0,0.0,0.0,0.04,0.04,0.1,-0.04,-0.04
272,2903a856,28,4.8,16000000,0,1,0,0,0.21,0.62,0.42,66.7,0.63,0.42,0.33,0.5,18.4,0.0,0.0,0.0,0.06,0.06,0.1,0.15,0.15
273,12aa7661,36,4.8,600000,1,0,0,0,0.0,0.21,0.0,0.0,0.21,0.0,0.0,,12.2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
274,3f65d5ce,25,1.0,1200000,0,0,1,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
275,15f3ec41,19,3.8,32000000,1,1,0,0,0.53,1.84,0.79,42.9,1.86,0.8,0.29,0.67,16.2,0.0,0.0,0.0,0.24,0.24,0.12,0.29,0.29
276,05d548d8,31,8.8,12000000,1,0,0,0,0.0,0.45,0.11,25.0,0.46,0.11,0.0,0.0,10.6,0.0,0.0,0.0,0.03,0.03,0.09,-0.03,-0.03
277,d14229f3,26,1.0,6000000,0,1,0,1,0.0,3.0,2.0,66.7,3.03,2.02,0.0,0.0,16.8,0.0,0.0,0.0,0.3,0.3,0.09,-0.3,-0.3
278,5042e5c2,36,0.4,800000,0,1,0,1,0.0,2.5,2.5,100.0,2.25,2.25,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.36,-1.0,-1.0
279,01204d46,29,1.0,700000,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,8.2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
280,43b78598,27,2.7,40000000,0,1,0,0,0.0,1.11,0.0,0.0,1.12,0.0,0.0,,11.4,0.0,0.0,0.0,0.19,0.19,0.18,-0.19,-0.19
281,34caa4b3,24,1.7,8000000,0,1,0,0,0.0,1.18,0.59,50.0,1.21,0.6,0.0,0.0,14.7,0.0,0.0,0.0,0.12,0.12,0.08,-0.12,-0.12
282,03622183,31,0.0,3500000,0,1,0,0,,,,,0.0,0.0,,,,,,,,,,,
283,5cb1d026,33,4.3,1000000,0,0,0,1,0.0,0.47,0.23,50.0,0.46,0.23,0.0,0.0,14.9,0.0,0.0,0.0,0.05,0.05,0.08,-0.05,-0.05
284,68252d6d,32,3.1,6000000,0,1,0,1,0.32,2.58,0.97,37.5,2.59,0.97,0.13,0.33,17.9,0.65,0.0,0.0,0.42,0.42,0.17,-0.1,-0.1
285,4431aed2,30,4.6,38000000,0,1,0,0,1.09,2.83,1.3,46.2,2.83,1.3,0.15,0.33,18.2,0.0,0.65,0.65,0.85,0.35,0.13,0.24,0.09
286,4c2fa917,19,0.2,250000,0,0,0,1,0.0,5.0,5.0,100.0,6.0,6.0,0.0,0.0,17.5,0.0,0.0,0.0,1.0,1.0,0.16,-1.0,-1.0
287,d1f48bfc,32,4.0,900000,0,1,0,1,0.0,1.5,0.25,16.7,1.49,0.25,0.0,0.0,17.6,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
288,5715bb71,19,0.5,1000000,0,1,0,1,0.0,4.0,2.0,50.0,3.91,1.96,0.0,0.0,19.3,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
289,a0b4bb3e,28,1.1,18000000,0,1,0,1,0.0,1.82,0.0,0.0,1.84,0.0,0.0,,16.8,0.91,0.0,0.0,0.09,0.09,0.07,-0.09,-0.09
290,c931d9f9,22,0.4,18000000,0,1,0,1,2.5,2.5,2.5,100.0,2.57,2.57,1.0,1.0,9.0,0.0,0.0,0.0,1.25,1.25,0.54,1.25,1.25
291,40676b27,26,1.0,350000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
292,1265a93a,20,6.3,40000000,1,0,0,0,0.0,0.63,0.0,0.0,0.63,0.0,0.0,,25.1,0.0,0.0,0.0,0.02,0.02,0.02,-0.02,-0.02
293,34b54da7,30,0.6,1400000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
294,b66315ae,23,3.0,60000000,0,1,0,0,0.67,3.0,1.33,44.4,3.0,1.33,0.22,0.5,10.4,0.0,0.0,0.0,0.43,0.43,0.14,0.23,0.23
295,4fb9c88f,19,4.5,30000000,0,0,0,1,0.22,1.33,0.89,66.7,1.33,0.89,0.17,0.25,17.6,0.0,0.0,0.0,0.13,0.13,0.1,0.09,0.09
296,1bacc518,23,6.5,90000000,1,0,0,1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
297,abb3bb95,29,4.2,10000000,0,1,0,0,0.48,2.86,1.43,50.0,2.86,1.43,0.17,0.33,9.1,0.0,0.0,0.0,0.29,0.29,0.1,0.19,0.19
298,2a0c8ba4,26,4.5,30000000,0,0,0,1,0.0,1.56,0.22,14.3,1.56,0.22,0.0,0.0,17.0,0.0,0.0,0.0,0.22,0.22,0.14,-0.22,-0.22
299,45db685d,28,11.4,40000000,0,0,0,1,0.09,0.09,0.0,0.0,0.09,0.0,0.0,,49.3,0.0,0.09,0.18,0.13,0.0,0.01,-0.04,0.0
300,178ae8f8,23,6.0,45000000,0,1,0,0,0.67,3.0,1.67,55.6,3.01,1.67,0.22,0.4,10.8,0.0,0.0,0.0,0.67,0.67,0.22,0.0,0.0
301,4d8cd038,22,0.6,20000000,0,1,0,0,0.0,3.33,1.67,50.0,3.1,1.55,0.0,0.0,14.0,0.0,0.0,0.0,0.17,0.17,0.06,-0.17,-0.17
