Player,fbref id,transm id,mv
Martin Terrier,5148dcc5,442891,10500000
Tete,7120a04d,371256,15500000
Kenny Tete,77d7c96f,206746,5500000
Kevin Theophile-Catherine,6b994195,60603,4000000
Jean-Clair Todibo,88f130ed,605184,9000000
Karl Toko Ekambi,5ceba7fc,315110,14000000
Corentin Tolisso,652d4c37,190393,25500000
Rafael Toloi,c56dc39e,72441,12000000
Tomane,c2604e3c,139393,1200000
Raul de Tomas,02ef8778,162038,16000000
Fikayo Tomori,7edfbb8a,303254,16000000
Vasilis Torosidis,8ea2c099,24977,475000
Ferran Torres,9e1035f8,398184,45000000
Lucas Tousart,71ec39ef,353948,16000000
Bertrand Traore,c47541e0,131996,9500000
Ibrahim Traore,4c5e78da,179236,1400000
Kieran Trippier,21512407,95810,28000000
Kostas Tsimikas,f315ca93,338070,3500000
Andreas Ulmer,1a799243,31196,800000
Samuel Umtiti,3eed9821,126540,32000000
Dayot Upamecano,d248cd8f,344695,45000000
Jere Uronen,d75f3980,131827,2800000
Mathieu Valbuena,7a4cea18,40687,1200000
Borja Valero,0e21fc3c,40372,1200000
Albert Vallci,9778d8dd,261935,1600000
Manu Vallejo,0bc4e720,527350,4800000
Federico Valverde,0959c2a2,369081,54000000
Hans Vanaken,392a7aea,137576,12000000
Maarten Vandevoordt,f9e0c603,486046,1300000
Raphael Varane,9f8e9423,164770,64000000
Lucas Vazquez,fd51b456,221316,16000000
Matias Vecino,44ac04e9,143812,18500000
Joel Veltman,dad4b285,111195,8000000
Marco Verratti,1467af0d,102558,60000000
Jan Vertonghen,ba23a904,43250,14500000
Arturo Vidal,67cdbc0e,37666,11000000
Carlos Vinicius,8b529245,525287,16000000
Vitolo,db750822,67082,14500000
Odisseas Vlachodimos,03df04ff,124419,12000000
Thibault Vlietinck,5064d4c1,249568,550000
Kevin Volland,64f69877,82009,28000000
Ruud Vormer,c24544c7,45864,4800000
Stefan de Vrij,d0d8dd44,111196,48000000
Sime Vrsaljko,46a8347f,76061,12000000
Aleksa Vukanovic,82a8d4cc,145702,1600000
Milos Vulic,5944af8f,270901,1600000
Moussa Wague,808df563,364240,6700000
Kyle Walker,86dd77d1,95424,40000000
Kyle Walker-Peters,984a5a64,341051,8000000
Victor Wanyama,e0900238,77760,6500000
Daniel Wass,d83bbc54,63463,11000000
Julian Weigl,346d51d9,196792,18500000
Mitchell Weiser,30c220c3,119211,8000000
Wendell,f9acca3a,228433,13500000
Timo Werner,49fe9070,170527,64000000
Georginio Wijnaldum,eb58eef0,49499,40000000
Willian,8b9ebd03,52769,22500000
Harry Winks,2f7acede,249126,32000000
Axel Witsel,5dfc6ad5,35047,21500000
Maximilian Wober,4b803b3c,263361,9000000
Xeka,f3600c02,290256,7000000
Erencan Yardimci,b7481dc0,618898,100000
Yusuf Yazici,f5c8b425,386726,13000000
Amin Younes,228f73ae,96167,6000000
Abdulla Yusuf Helal,3318193b,351181,400000
Dan-Axel Zagadou,a4effc55,344598,31500000
Duvan Zapata,d3de9af0,73794,36000000
Jaroslav Zeleny,bc647827,142219,725000
Rifat Zhemaletdinov,ed87a229,267383,2800000
Yuri Zhirkov,ed2b33cb,16760,325000
Piotr Zielinski,a5296e55,181136,32000000
Oleksandr Zinchenko,51cf8561,203853,24000000
Joshua Zirkzee,028e70b9,435648,6300000
Hakim Ziyech,6622454d,217111,40000000
Kurt Zouma,ce4246f5,157509,28000000
Marko Dira,aca5a6f7,357791,1300000
