Rk,Player,market value,id,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
Thibaut Courtois,1840e36d,60000000,be BEL,GK,es Real Madrid,28,1992,12.0,360,447,80.5,9621,4507,54,54,100.0,201,203,99.0,103,188,54.8,0,0.0,0.0,0,5,1,0,0
Philippe Coutinho,0ef89a37,30000000,br BRA,MF,es Barcelona,28,1992,1.5,98,120,81.7,1601,285,54,61,88.5,35,45,77.8,7,12,58.3,0,0.1,-0.1,2,11,4,0,8
Enzo Crivelli,06f33dc8,2500000,fr FRA,FW,tr Başakşehir,25,1995,2.7,51,64,79.7,871,89,30,35,85.7,13,16,81.3,7,9,77.8,0,0.3,-0.3,4,4,0,0,4
Juan Cuadrado,0ab1f153,16000000,co COL,DF,it Juventus,32,1988,6.1,384,471,81.5,7862,2343,139,157,88.5,180,204,88.2,62,96,64.6,6,3.0,+3.0,26,19,21,12,39
Mickaël Cuisance,5722eced,7000000,fr FRA,MFFW,fr Marseille,20,1999,2.6,128,157,81.5,2115,469,62,66,93.9,46,55,83.6,12,24,50.0,0,0.1,-0.1,1,15,0,0,10
Szymon Czyż,4c14af32,300000,pl POL,MF,it Lazio,19,2001,0.3,3,4,75.0,80,0,1,1,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0
Danilo D'Ambrosio,44eb9093,5000000,it ITA,DF,it Inter,31,1988,3.4,208,238,87.4,3865,1117,90,102,88.2,93,100,93.0,25,31,80.6,0,0.1,-0.1,2,9,2,1,10
Damien Da Silva,1ec7e1c5,2000000,fr FRA,DF,fr Rennes,32,1988,5.8,286,329,86.9,6804,2084,68,75,90.7,141,152,92.8,76,101,75.2,0,0.0,0.0,1,27,0,0,12
Colin Dagba,29c02c9f,12000000,fr FRA,DF,fr Paris S-G,21,1998,2.5,67,82,81.7,872,478,48,53,90.6,17,19,89.5,1,4,25.0,0,0.0,0.0,0,1,1,0,4
Mahmoud Dahoud,db4ed67b,16000000,de GER,MF,de Dortmund,24,1996,5.4,278,314,88.5,5424,1267,112,123,91.1,117,125,93.6,44,52,84.6,0,0.6,-0.6,4,26,8,0,31
Patson Daka,ca45605e,22000000,zm ZAM,FW,at RB Salzburg,21,1998,2.3,33,52,63.5,529,82,16,25,64.0,11,15,73.3,3,8,37.5,1,0.2,+0.8,3,1,0,0,2
Danilo,94b2001f,20000000,br BRA,DF,it Juventus,29,1991,6.3,433,490,88.4,8922,2547,131,142,92.3,232,251,92.4,65,90,72.2,0,0.0,0.0,1,46,3,0,30
Matteo Darmian,96e0490d,7000000,it ITA,DF,it Inter,30,1989,1.9,77,99,77.8,1407,452,35,40,87.5,31,32,96.9,10,18,55.6,0,0.3,-0.3,4,4,4,3,9
Alphonso Davies,d781d855,70000000,ca CAN,DF,de Bayern Munich,19,2000,3.6,272,305,89.2,4496,1436,129,135,95.6,124,140,88.6,17,22,77.3,0,0.4,-0.4,2,33,9,3,28
Kevin De Bruyne,e46012d4,100000000,be BEL,MFFW,eng Manchester City,29,1991,7.4,357,461,77.4,6618,1557,171,191,89.5,137,171,80.1,47,83,56.6,4,3.0,+1.0,14,35,17,2,48
Charles De Ketelaere,2ef7c612,16000000,be BEL,FWDF,be Club Brugge,19,2001,5.1,140,190,73.7,2063,579,82,99,82.8,41,60,68.3,10,14,71.4,0,0.1,-0.1,2,6,5,1,12
Konrad De La Fuente,4b77bb89,4000000,us USA,MFFW,es Barcelona,19,2001,0.2,10,10,100.0,137,24,6,6,100.0,4,4,100.0,0,0,,0,0.1,-0.1,2,1,0,0,1
Romain Del Castillo,0be95d34,4500000,fr FRA,FWMF,fr Rennes,24,1996,1.5,45,59,76.3,764,180,21,26,80.8,19,22,86.4,3,5,60.0,0,0.1,-0.1,1,4,1,0,4
Thomas Delaney,fe641c1a,15000000,dk DEN,MFDF,de Dortmund,28,1991,4.8,237,269,88.1,4522,998,110,115,95.7,97,110,88.2,30,41,73.2,0,0.0,0.0,1,25,4,0,17
Simon Deli,6b6cbca4,4300000,ci CIV,DF,be Club Brugge,28,1991,3.5,208,238,87.4,4574,1107,66,68,97.1,98,106,92.5,41,61,67.2,0,0.0,0.0,0,16,1,0,9
Moussa Dembélé,e7986081,20000000,fr FRA,FW,es Atlético Madrid,24,1996,0.5,7,11,63.6,88,35,5,8,62.5,1,2,50.0,0,0,,0,0.0,0.0,0,1,1,0,2
Ousmane Dembélé,b19db005,50000000,fr FRA,FW,es Barcelona,23,1997,4.2,162,203,79.8,2531,568,96,112,85.7,52,66,78.8,9,14,64.3,2,1.2,+0.8,7,9,7,3,13
Merih Demiral,e3cceee6,28000000,tr TUR,DF,it Juventus,22,1998,4.4,313,340,92.1,5467,1880,127,135,94.1,153,162,94.4,27,34,79.4,0,0.0,0.0,0,17,1,0,17
Emmanuel Dennis,2c44a35d,5000000,ng NGA,FWMF,be Club Brugge,22,1997,3.8,82,115,71.3,1046,264,54,64,84.4,17,29,58.6,4,7,57.1,1,0.8,+0.2,4,3,5,0,9
Dentinho,85686f86,1500000,br BRA,FW,ua Shakhtar,31,1989,1.8,37,41,90.2,651,98,15,18,83.3,13,14,92.9,5,5,100.0,0,0.2,-0.2,1,2,0,0,2
Fabio Depaoli,d97f2e8d,3500000,it ITA,DF,it Atalanta,23,1997,0.1,5,8,62.5,57,21,5,6,83.3,0,1,0.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0
Sergiño Dest,5976f83e,30000000,us USA,DF,es Barcelona,19,2000,6.5,400,449,89.1,5638,1540,251,270,93.0,127,140,90.7,12,22,54.5,0,1.3,-1.3,7,22,7,2,24
Ángel Di María,19cda00b,20000000,ar ARG,FWMF,fr Paris S-G,32,1988,7.7,257,361,71.2,4602,1569,128,147,87.1,77,102,75.5,42,85,49.4,4,2.0,+2.0,11,25,15,5,29
Abdou Diallo,fc62f087,25000000,sn SEN,DF,fr Paris S-G,24,1996,5.6,236,285,82.8,3905,1663,118,129,91.5,96,113,85.0,18,34,52.9,1,0.7,+0.3,2,7,1,0,8
Amad Diallo,9dc96f10,18000000,ci CIV,FW,it Atalanta,18,2002,0.3,7,10,70.0,98,52,6,9,66.7,1,1,100.0,0,0,,0,0.1,-0.1,1,0,2,0,3
Rúben Dias,31c69ef1,75000000,pt POR,DF,eng Manchester City,23,1997,10.8,851,897,94.9,17974,5254,230,238,96.6,485,501,96.8,132,151,87.4,0,0.0,0.0,1,59,0,0,44
Krepin Diatta,8104e41e,18000000,sn SEN,MFDF,be Club Brugge,21,1999,4.6,150,207,72.5,2694,804,80,99,80.8,46,69,66.7,19,29,65.5,0,0.5,-0.5,3,12,8,2,20
Luis Díaz,4a1a9578,18000000,co COL,FWMF,pt Porto,23,1997,5.0,93,118,78.8,1700,270,47,56,83.9,28,38,73.7,14,17,82.4,0,0.2,-0.2,3,8,1,0,8
Dénes Dibusz,4030c7ae,2500000,hu HUN,GK,hu Ferencváros,29,1990,6.0,189,238,79.4,5348,2655,33,34,97.1,86,86,100.0,69,117,59.0,0,0.0,0.0,0,1,0,0,1
Berat Djimsiti,6eee05f1,22000000,al ALB,DF,it Atalanta,27,1993,8.0,337,416,81.0,5619,2507,158,173,91.3,147,174,84.5,24,46,52.2,0,0.2,-0.2,3,24,2,1,24
Dodô,b5f7d10b,20000000,br BRA,DF,ua Shakhtar,21,1998,6.0,275,328,83.8,4730,1256,113,127,89.0,133,155,85.8,16,19,84.2,0,0.2,-0.2,3,6,2,2,14
Jeremy Doku,fffea3e5,22000000,be BEL,FWMF,fr Rennes,18,2002,4.5,123,160,76.9,2181,494,59,70,84.3,50,63,79.4,12,14,85.7,0,1.4,-1.4,12,2,15,7,14
Thomas Doyle,5526deb1,1000000,eng ENG,MF,eng Manchester City,18,2001,0.1,1,1,100.0,30,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
Mohamed Dräger,8954fddc,1000000,tn TUN,DF,gr Olympiacos,24,1996,0.7,20,29,69.0,349,121,12,16,75.0,7,8,87.5,1,3,33.3,0,0.0,0.0,0,0,0,0,1
Radu Drăgușin,620922ed,3000000,ro ROU,DF,it Juventus,18,2002,0.2,25,26,96.2,497,122,7,7,100.0,14,15,93.3,4,4,100.0,0,0.0,0.0,0,2,0,0,0
Julian Draxler,1a992676,20000000,de GER,FWMF,fr Paris S-G,26,1993,3.0,87,107,81.3,1378,519,50,58,86.2,31,36,86.1,5,8,62.5,1,0.3,+0.7,3,5,2,0,9
Anders Dreyer,c6486b01,6000000,dk DEN,FWMF,dk Midtjylland,22,1998,5.5,106,151,70.2,2025,712,51,61,83.6,35,49,71.4,16,34,47.1,0,0.2,-0.2,4,4,9,0,18
Sebastián Driussi,60e86875,7500000,ar ARG,MFFW,ru Zenit,24,1996,3.1,107,135,79.3,1901,371,52,59,88.1,30,38,78.9,19,29,65.5,0,0.2,-0.2,4,4,1,1,2
Hugo Duro,37e103f8,5000000,es ESP,FW,es Real Madrid,20,1999,0.2,6,6,100.0,89,0,3,3,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
Lasha Dvali,303636d2,900000,ge GEO,DF,hu Ferencváros,25,1995,4.1,277,325,85.2,6155,1809,68,73,93.2,148,161,91.9,60,88,68.2,0,0.0,0.0,1,8,1,0,15
Paulo Dybala,e0921a4f,50000000,ar ARG,MFFW,it Juventus,26,1993,2.4,109,126,86.5,1762,254,57,60,95.0,41,46,89.1,10,14,71.4,0,0.2,-0.2,3,6,1,0,5
Artem Dzyuba,448a3608,11000000,ru RUS,FW,ru Zenit,31,1988,3.8,93,154,60.4,1297,332,65,96,67.7,24,42,57.1,4,7,57.1,1,1.0,0.0,7,8,4,0,8
Éder,f0fc9d0e,700000,pt POR,FW,ru Loko Moscow,32,1987,2.8,43,64,67.2,627,66,28,34,82.4,12,21,57.1,2,4,50.0,0,0.4,-0.4,2,1,1,0,3
Ederson,3bb7b8b4,50000000,br BRA,GK,eng Manchester City,26,1993,12.0,279,329,84.8,7351,4226,51,52,98.1,157,158,99.4,71,119,59.7,0,0.0,0.0,0,3,0,0,1
Jurgen Ekkelenkamp,73d6a176,3200000,nl NED,MF,nl Ajax,20,2000,1.0,26,34,76.5,413,128,12,13,92.3,10,14,71.4,3,3,100.0,0,0.4,-0.4,1,2,1,0,4
Nico Elvedi,48035304,28000000,ch SUI,DF,de M'Gladbach,23,1996,6.9,367,390,94.1,7044,1578,123,130,94.6,200,206,97.1,40,48,83.3,0,0.0,0.0,0,4,0,0,7
Breel Embolo,0b4f388a,16000000,ch SUI,FWMF,de M'Gladbach,23,1997,3.3,71,85,83.5,1020,113,38,45,84.4,27,29,93.1,2,4,50.0,0,0.2,-0.2,3,1,0,0,2
Youssef En-Nesyri,04e17fd5,40000000,ma MAR,FW,es Sevilla,23,1997,4.3,45,63,71.4,645,107,25,31,80.6,14,22,63.6,3,4,75.0,0,0.3,-0.3,4,0,2,1,3
Alexandru Epureanu,58dda688,350000,md MDA,DF,tr Başakşehir,33,1986,4.5,168,208,80.8,3868,1207,34,40,85.0,97,115,84.3,36,52,69.2,0,0.0,0.0,0,8,0,0,9
Christian Eriksen,980522ec,40000000,dk DEN,MFFW,it Inter,28,1992,1.1,53,66,80.3,919,268,26,29,89.7,21,23,91.3,5,10,50.0,0,0.5,-0.5,2,6,2,1,8
Aleksandr Erokhin,1c78737d,2500000,ru RUS,MFFW,ru Zenit,30,1989,3.0,52,69,75.4,691,182,28,34,82.4,17,21,81.0,1,5,20.0,0,0.1,-0.1,2,4,0,0,3
Gonzalo Escalante,3f79a1c8,3200000,ar ARG,MF,it Lazio,27,1993,1.6,81,91,89.0,1347,287,39,41,95.1,33,36,91.7,6,9,66.7,0,0.0,0.0,0,4,0,0,4
Sergio Escudero,b0616e3d,2500000,es ESP,DF,es Sevilla,30,1989,2.0,118,145,81.4,2037,591,56,63,88.9,55,63,87.3,7,14,50.0,0,0.0,0.0,0,7,0,0,4
Evander,4352d221,6000000,br BRA,MF,dk Midtjylland,22,1998,1.7,66,92,71.7,1459,516,20,26,76.9,30,36,83.3,15,28,53.6,0,0.3,-0.3,5,4,2,1,9
Evanilson,6f3cc2fe,7500000,br BRA,FW,pt Porto,20,1999,0.9,15,18,83.3,160,40,12,13,92.3,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,1
Fabinho,7f3b388c,60000000,br BRA,DFMF,eng Liverpool,26,1993,6.2,364,408,89.2,7559,2214,118,128,92.2,182,193,94.3,60,82,73.2,0,0.4,-0.4,2,29,2,0,25
Mohamed Fares,b7a5bc86,5500000,dz ALG,DF,it Lazio,24,1996,3.8,99,150,66.0,1619,410,50,66,75.8,36,48,75.0,10,20,50.0,0,0.0,0.0,0,3,2,2,8
Ansu Fati,0ba976e4,60000000,es ESP,FW,es Barcelona,17,2002,1.8,100,111,90.1,1245,210,71,77,92.2,26,28,92.9,1,1,100.0,2,0.6,+1.4,7,4,0,0,3
Felipe,51a3c4c8,12000000,br BRA,DF,es Atlético Madrid,31,1989,4.3,82,114,71.9,1890,612,24,32,75.0,35,44,79.5,22,37,59.5,0,0.0,0.0,0,3,0,0,5
Luiz Felipe,15d0c248,18000000,br BRA,DF,it Lazio,23,1997,2.0,92,99,92.9,2077,673,26,27,96.3,46,48,95.8,19,22,86.4,0,0.0,0.0,0,4,0,0,7
João Félix,8aafd64f,80000000,pt POR,FWMF,es Atlético Madrid,20,1999,7.8,215,291,73.9,3104,1044,123,149,82.6,65,90,72.2,13,25,52.0,0,0.6,-0.6,5,27,12,0,35
Bruno Fernandes,507c7bdf,90000000,pt POR,MF,eng Manchester Utd,25,1994,4.9,226,328,68.9,4299,1557,101,129,78.3,82,104,78.8,34,68,50.0,1,2.1,-1.1,14,27,18,2,36
Matheus Fernandes,f76fdcd2,1500000,br BRA,MF,es Barcelona,22,1998,0.2,14,15,93.3,215,33,5,6,83.3,8,8,100.0,0,0,,0,0.0,0.0,0,1,0,0,0
Carlos Fernández,e08647d6,9000000,es ESP,FW,es Sevilla,24,1996,0.1,2,3,66.7,48,8,1,1,100.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0
Fernandinho,101da2b5,2000000,br BRA,MF,eng Manchester City,35,1985,3.8,234,264,88.6,4402,1307,95,103,92.2,110,118,93.2,28,40,70.0,0,0.4,-0.4,5,33,6,0,36
Fernando,41f32541,4000000,br BRA,MFDF,es Sevilla,33,1987,5.5,281,309,90.9,5709,1109,103,112,92.0,137,141,97.2,40,49,81.6,1,0.1,+0.9,2,18,1,0,22
Fernando,d9d43555,2500000,br BRA,FW,ua Shakhtar,21,1999,0.4,13,14,92.9,199,50,7,7,100.0,6,7,85.7,0,0,,0,0.0,0.0,0,0,0,0,0
Roberto Firmino,4c370d81,50000000,br BRA,FW,eng Liverpool,28,1991,3.7,124,159,78.0,1839,425,72,84,85.7,42,52,80.8,6,12,50.0,0,0.8,-0.8,6,9,5,0,12
Junior Firpo,24f59bb2,8000000,es ESP,DF,es Barcelona,23,1996,2.9,212,230,92.2,3115,865,122,125,97.6,79,87,90.8,7,10,70.0,0,0.0,0.0,1,15,1,0,11
Alessandro Florenzi,e288d4b3,13000000,it ITA,DF,fr Paris S-G,29,1991,9.0,346,437,79.2,6077,2202,167,182,91.8,132,157,84.1,39,72,54.2,0,1.2,-1.2,8,23,7,5,32
Phil Foden,ed1e53f3,80000000,eng ENG,FWMF,eng Manchester City,20,2000,11.8,497,604,82.3,7623,1334,299,325,92.0,159,195,81.5,29,56,51.8,3,2.5,+0.5,17,16,17,1,31
Emil Forsberg,9a2e0ccc,20000000,se SWE,MFFW,de RB Leipzig,28,1991,5.1,135,159,84.9,2195,512,78,86,90.7,42,50,84.0,14,17,82.4,1,0.4,+0.6,7,13,4,0,15
Kostas Fortounis,715e5b0e,8000000,gr GRE,FWMF,gr Olympiacos,27,1992,3.2,132,175,75.4,2288,508,65,78,83.3,52,58,89.7,14,34,41.2,0,0.8,-0.8,7,6,4,0,10
Timothy Fosu-Mensah,a9142dc3,4000000,nl NED,DF,eng Manchester Utd,22,1998,0.3,18,19,94.7,343,122,10,10,100.0,6,7,85.7,2,2,100.0,0,0.0,0.0,0,3,1,0,2
Gianluca Frabotta,d80b1835,2500000,it ITA,DF,it Juventus,21,1999,0.2,7,10,70.0,122,53,3,4,75.0,4,6,66.7,0,0,,0,0.1,-0.1,1,0,1,1,0
Lassina Franck Traoré,f620b04f,6500000,bf BFA,FW,nl Ajax,19,2001,2.2,47,66,71.2,616,98,30,38,78.9,12,18,66.7,1,1,100.0,1,0.3,+0.7,2,2,0,0,2
Fred,b853e0ad,22000000,br BRA,MF,eng Manchester Utd,27,1993,3.8,187,211,88.6,3377,976,75,83,90.4,85,94,90.4,20,23,87.0,0,0.0,0.0,1,19,3,0,16
Remo Freuler,98d2c2c4,25000000,ch SUI,MFFW,it Atalanta,28,1992,5.8,300,349,86.0,5303,1671,128,138,92.8,140,155,90.3,28,47,59.6,1,1.3,-0.3,10,15,5,1,29
Abraham Frimpong,1c90cd29,500000,gh GHA,DF,hu Ferencváros,27,1993,2.0,85,95,89.5,1989,378,17,20,85.0,49,51,96.1,18,23,78.3,0,0.0,0.0,0,1,0,0,1
Roberto Gagliardini,ce30bfc8,15000000,it ITA,MF,it Inter,26,1994,2.8,104,122,85.2,1650,383,46,51,90.2,41,47,87.2,9,11,81.8,1,0.1,+0.9,2,6,1,0,5
Idrissa Gana Gueye,72c812f3,15000000,sn SEN,MF,fr Paris S-G,30,1989,5.4,224,255,87.8,3549,895,121,131,92.4,77,83,92.8,17,25,68.0,0,0.2,-0.2,2,13,0,0,8
Eric García,2bed3eab,20000000,es ESP,DF,eng Manchester City,19,2001,2.3,221,236,93.6,5071,1307,48,53,90.6,124,126,98.4,48,55,87.3,0,0.0,0.0,0,21,1,0,13
Yuri Gazinskiy,ecb68eea,4000000,ru RUS,MF,ru Krasnodar,31,1989,4.2,165,208,79.3,2997,849,69,84,82.1,76,87,87.4,18,32,56.3,0,0.3,-0.3,4,7,7,1,19
Yann Gboho,6be41a31,4500000,fr FRA,MF,fr Rennes,19,2001,1.1,23,31,74.2,300,86,17,18,94.4,6,7,85.7,0,1,0.0,0,0.0,0.0,0,0,2,0,3
David de Gea,7ba6d84e,18000000,es ESP,GK,eng Manchester Utd,29,1990,5.0,95,128,74.2,2882,1733,20,20,100.0,33,34,97.1,38,70,54.3,0,0.0,0.0,0,2,0,0,0
Valère Germain,ea0ff634,3000000,fr FRA,FWMF,fr Marseille,30,1990,2.2,38,48,79.2,522,71,21,24,87.5,12,17,70.6,2,4,50.0,0,0.1,-0.1,2,1,0,0,0
Billy Gilmour,df10e27c,10000000,sct SCO,MF,eng Chelsea,19,2001,1.1,81,91,89.0,1519,218,29,33,87.9,41,44,93.2,9,11,81.8,0,0.1,-0.1,2,8,0,0,5
Matthias Ginter,f521b80a,30000000,de GER,DF,de M'Gladbach,26,1994,8.0,370,451,82.0,7645,2369,126,134,94.0,190,209,90.9,54,105,51.4,0,0.1,-0.1,2,20,2,0,20
Olivier Giroud,16ceb862,4000000,fr FRA,FW,eng Chelsea,33,1986,2.9,58,73,79.5,661,84,32,36,88.9,16,22,72.7,1,2,50.0,0,0.1,-0.1,1,2,2,0,2
Serge Gnabry,88e357ef,70000000,de GER,FWMF,de Bayern Munich,25,1995,4.0,117,149,78.5,1901,440,63,75,84.0,40,51,78.4,11,16,68.8,1,1.3,-0.3,6,3,4,1,8
Pierluigi Gollini,f0f7f62f,17000000,it ITA,GK,it Atalanta,25,1995,3.0,58,85,68.2,2802,1961,4,4,100.0,8,8,100.0,46,73,63.0,0,0.0,0.0,0,1,0,0,0
Eulânio Ângelo Chipela Gomes,d9b9b71a,3000000,gw GNB,DF,pt Porto,26,1994,1.5,50,69,72.5,881,310,24,27,88.9,20,31,64.5,5,9,55.6,1,0.0,+1.0,1,2,2,1,3
Joe Gomez,7a11550b,30000000,eng ENG,DF,eng Liverpool,23,1997,3.0,186,220,84.5,4172,1057,44,50,88.0,101,106,95.3,40,62,64.5,1,0.1,+0.9,1,6,1,0,7
Papu Gómez,6e4df551,9000000,ar ARG,FW,es Sevilla,32,1988,1.0,48,63,76.2,956,198,19,24,79.2,18,26,69.2,9,11,81.8,0,0.2,-0.2,3,5,1,0,3
Papu Gómez,6e4df551,9000000,ar ARG,MFFW,it Atalanta,32,1988,5.0,206,267,77.2,4100,1410,88,97,90.7,77,90,85.6,36,69,52.2,2,1.7,+0.3,15,26,12,4,31
Sergi Gómez,bc6f5f06,3000000,es ESP,DF,es Sevilla,28,1992,2.2,126,143,88.1,2819,815,24,26,92.3,84,90,93.3,18,27,66.7,0,0.0,0.0,0,5,0,0,4
Alfred Gomis,cecbce23,7000000,sn SEN,GK,fr Rennes,26,1993,4.0,104,151,68.9,3227,1995,17,17,100.0,49,50,98.0,38,84,45.2,0,0.0,0.0,0,1,0,0,0
Álvaro González,42dcf26d,7000000,es ESP,DF,fr Marseille,30,1990,6.0,333,376,88.6,7097,2135,90,95,94.7,172,186,92.5,66,89,74.2,0,0.0,0.0,1,9,1,0,14
Leon Goretzka,cc86b9a3,70000000,de GER,MF,de Bayern Munich,25,1995,4.8,244,275,88.7,4457,866,110,117,94.0,97,106,91.5,34,43,79.1,2,0.7,+1.3,4,26,4,0,16
Yevgeni Gorodov,8b3d765f,350000,ru RUS,GK,ru Krasnodar,34,1985,2.0,42,72,58.3,1656,1238,9,9,100.0,9,9,100.0,24,54,44.4,0,0.0,0.0,0,2,0,0,0
Robin Gosens,2d970560,35000000,de GER,DF,it Atalanta,26,1994,6.3,258,326,79.1,3949,1742,151,177,85.3,91,115,79.1,12,20,60.0,0,0.4,-0.4,3,19,4,0,29
Ryan Gravenberch,b8e740fb,33000000,nl NED,MF,nl Ajax,18,2002,5.9,258,317,81.4,4500,1039,119,138,86.2,108,126,85.7,26,41,63.4,0,0.1,-0.1,1,17,5,1,27
Mason Greenwood,58eee997,50000000,eng ENG,FWMF,eng Manchester Utd,18,2001,2.3,62,74,83.8,1104,206,34,40,85.0,22,24,91.7,6,8,75.0,1,0.5,+0.5,1,5,2,1,8
Clément Grenier,8b298f56,4000000,fr FRA,MF,fr Rennes,29,1991,2.5,97,127,76.4,2021,596,36,43,83.7,43,50,86.0,16,26,61.5,0,0.1,-0.1,2,13,2,1,12
Antoine Griezmann,df69b544,60000000,fr FRA,FWMF,es Barcelona,29,1991,5.6,227,263,86.3,3516,543,128,139,92.1,75,82,91.5,16,19,84.2,0,1.5,-1.5,11,13,6,0,13
Marko Grujić,8b8e759d,15000000,rs SRB,MFFW,pt Porto,24,1996,4.3,141,176,80.1,2582,476,61,68,89.7,59,73,80.8,18,26,69.2,0,0.1,-0.1,2,9,2,0,10
Nemanja Gudelj,0076ab7f,6000000,rs SRB,MFDF,es Sevilla,28,1991,5.5,327,350,93.4,6497,1367,106,113,93.8,183,192,95.3,36,42,85.7,0,0.0,0.0,0,19,0,0,10
Raphaël Guerreiro,048a1cbc,40000000,pt POR,DF,de Dortmund,26,1993,7.4,539,616,87.5,8523,2931,304,329,92.4,179,199,89.9,47,72,65.3,0,0.3,-0.3,6,43,7,1,50
Pape Gueye,7155e3e1,10000000,sn SEN,MF,fr Marseille,21,1999,1.9,98,112,87.5,1843,453,36,40,90.0,47,48,97.9,9,17,52.9,0,0.0,0.0,0,5,0,0,6
Sehrou Guirassy,923f4dda,12000000,fr FRA,FW,fr Rennes,24,1996,3.8,56,85,65.9,779,110,30,42,71.4,19,28,67.9,3,5,60.0,0,0.0,0.0,0,4,0,0,1
Péter Gulácsi,bcb2ccd8,13000000,hu HUN,GK,de RB Leipzig,30,1990,8.0,237,305,77.7,6349,3033,49,49,100.0,109,111,98.2,79,144,54.9,0,0.0,0.0,0,4,0,0,0
Fredrik Gulbrandsen,b686f4c0,2800000,no NOR,MFFW,tr Başakşehir,27,1992,2.3,26,38,68.4,401,69,17,25,68.0,5,7,71.4,3,3,100.0,0,0.1,-0.1,2,2,1,0,4
İlkay Gündoğan,819b3158,40000000,de GER,MF,eng Manchester City,29,1990,10.8,841,918,91.6,14787,2862,405,434,93.3,327,345,94.8,96,119,80.7,1,1.2,-0.2,12,83,15,0,65
Mert Günok,b583aef5,2400000,tr TUR,GK,tr Başakşehir,31,1989,6.0,121,185,65.4,4499,2616,8,8,100.0,44,45,97.8,69,132,52.3,0,0.1,-0.1,1,5,0,0,0
Erling Haaland,1f44ac21,130000000,no NOR,FW,de Dortmund,20,2000,7.8,119,158,75.3,1811,240,66,84,78.6,38,47,80.9,7,11,63.6,2,1.8,+0.2,11,4,6,1,10
Munir El Haddadi,8696bc90,10000000,ma MAR,FWMF,es Sevilla,24,1995,3.3,100,120,83.3,1630,216,55,60,91.7,30,35,85.7,9,13,69.2,0,0.2,-0.2,4,4,3,0,6
Amadou Haidara,92432bc6,24000000,ml MLI,MFDF,de RB Leipzig,22,1998,4.7,170,209,81.3,2454,778,98,113,86.7,55,66,83.3,9,19,47.4,1,0.1,+0.9,2,16,3,1,18
Achraf Hakimi,e42d61c7,60000000,ma MAR,DF,it Inter,21,1998,4.0,159,197,80.7,2645,668,78,92,84.8,65,71,91.5,12,24,50.0,1,0.3,+0.7,3,2,5,3,11
Marcel Halstenberg,8ff2354e,14000000,de GER,DF,de RB Leipzig,28,1991,2.0,105,123,85.4,2228,915,40,41,97.6,48,57,84.2,16,21,76.2,0,0.0,0.0,1,7,0,0,10
Samir Handanović,74419746,2500000,si SVN,GK,it Inter,36,1984,6.0,159,178,89.3,3951,2150,34,34,100.0,86,88,97.7,38,55,69.1,0,0.0,0.0,0,1,0,0,0
Jesper Hansen,a3b952f8,250000,dk DEN,GK,dk Midtjylland,35,1985,4.0,117,197,59.4,4041,2770,15,15,100.0,44,45,97.8,57,136,41.9,0,0.0,0.0,1,4,0,0,0
Denys Harmash,bfc5768b,18000000,ua UKR,MFFW,ua Dynamo Kyiv,30,1990,1.7,41,57,71.9,669,100,23,28,82.1,14,18,77.8,4,7,57.1,0,0.1,-0.1,1,3,1,1,1
Hans Hateboer,3b333ac3,70000000,nl NED,DF,it Atalanta,26,1994,5.9,235,267,88.0,3519,1326,147,155,94.8,71,79,89.9,15,19,78.9,2,0.7,+1.3,5,4,6,3,14
Kai Havertz,fed7cb61,40000000,de GER,FWMF,eng Chelsea,21,1999,8.7,324,385,84.2,4783,897,190,214,88.8,95,110,86.4,26,30,86.7,3,1.5,+1.5,14,20,14,0,27
Eden Hazard,a39bb753,1500000,be BEL,FW,es Real Madrid,29,1991,3.0,142,163,87.1,2088,404,82,91,90.1,44,48,91.7,8,9,88.9,0,0.1,-0.1,2,7,5,1,9
Thorgan Hazard,50871bcc,27000000,be BEL,FW,de Dortmund,27,1993,4.9,216,260,83.1,3524,838,115,125,92.0,75,85,88.2,17,32,53.1,1,1.0,0.0,8,14,6,1,18
Hwang Hee-chan,169fd162,11000000,kr KOR,FWMF,de RB Leipzig,24,1996,1.0,13,21,61.9,160,19,8,13,61.5,4,6,66.7,0,1,0.0,0,0.1,-0.1,2,0,1,1,0
Marcel Heister,fecd43a3,1000000,de GER,DF,hu Ferencváros,28,1992,4.3,173,217,79.7,2899,664,77,87,88.5,86,103,83.5,9,18,50.0,0,0.2,-0.2,1,5,3,2,7
Dean Henderson,e5a76dfe,22000000,eng ENG,GK,eng Manchester Utd,23,1997,1.0,17,19,89.5,446,227,2,2,100.0,5,5,100.0,9,11,81.8,0,0.0,0.0,0,0,0,0,0
