Rk,Player,market value,id,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Eduard Sobol,2ccd89a3,3000000,ua UKR,DFMF,be Club Brugge,25,1995,3.5,0,5,0,0.0,1.44,0.00,0.00,,20.7,0,0,0,0.4,0.4,0.08,-0.4,-0.4
Manor Solomon,886f9aac,20000000,il ISR,MFFW,ua Shakhtar,21,1999,4.1,2,3,2,66.7,0.73,0.49,0.67,1.00,16.5,0,0,0,0.3,0.3,0.11,+1.7,+1.7
Somália,c1febb46,1000000,br BRA,MF,hu Ferencváros,31,1988,5.2,0,1,0,0.0,0.19,0.00,0.00,,12.7,0,0,0,0.0,0.0,0.04,0.0,0.0
Yann Sommer,420c18a1,6000000,ch SUI,GK,de M'Gladbach,31,1988,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Brandon Soppy,28f66c2e,7000000,fr FRA,DF,fr Rennes,18,2002,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Yegor Sorokin,2fd337af,1800000,ru RUS,DF,ru Krasnodar,24,1995,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Hillel Soudani,7a435eb3,500000,dz ALG,FWMF,gr Olympiacos,32,1987,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Eduard Spertsyan,8e8f40e0,800000,am ARM,FW,ru Krasnodar,20,2000,0.4,0,1,0,0.0,2.25,0.00,0.00,,19.7,0,0,0,0.0,0.0,0.03,0.0,0.0
Marco Sportiello,ac4003af,2000000,it ITA,GK,it Atalanta,28,1992,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Cican Stankovic,27d902c8,1500000,at AUT,GK,at RB Salzburg,27,1992,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Zack Steffen,42130443,6000000,us USA,GK,eng Manchester City,25,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Taras Stepanenko,ee3519f5,7500000,ua UKR,MFDF,ua Shakhtar,30,1989,3.2,0,1,0,0.0,0.31,0.00,0.00,,23.8,0,0,0,0.0,0.0,0.04,0.0,0.0
Raheem Sterling,b400bde0,90000000,eng ENG,FW,eng Manchester City,25,1994,7.2,1,14,7,50.0,1.94,0.97,0.07,0.14,15.3,1,0,0,1.8,1.8,0.13,-0.8,-0.8
Angelo Stiller,3b1ed320,2500000,de GER,MFFW,de Bayern Munich,19,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lars Stindl,7cd6badb,5000000,de GER,MFFW,de M'Gladbach,31,1988,5.9,2,8,3,37.5,1.36,0.51,0.13,0.33,18.6,1,1,1,1.4,0.7,0.08,+0.6,+0.3
John Stones,5eecec3d,30000000,eng ENG,DF,eng Manchester City,26,1994,8.9,0,1,0,0.0,0.11,0.00,0.00,,6.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Thomas Strakosha,339fe0e8,14000000,al ALB,GK,it Lazio,25,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kevin Strootman,ef2e5e1a,5000000,nl NED,MF,fr Marseille,30,1990,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Luis Suárez,a6154613,15000000,uy URU,FW,es Atlético Madrid,33,1987,5.1,0,9,2,22.2,1.77,0.39,0.00,0.00,13.3,0,0,0,0.7,0.7,0.08,-0.7,-0.7
Luka Sučić,1e1378e1,3000000,hr CRO,MFFW,at RB Salzburg,17,2002,0.5,0,2,1,50.0,4.19,2.09,0.00,0.00,16.4,0,0,0,0.4,0.4,0.22,-0.4,-0.4
Heorhii Sudakov,a793f5a8,800000,ua UKR,FW,ua Shakhtar,17,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Niklas Süle,e33c06cf,35000000,de GER,DF,de Bayern Munich,24,1995,6.0,1,5,2,40.0,0.84,0.34,0.20,0.50,8.0,0,0,0,0.6,0.6,0.13,+0.4,+0.4
Magomed-Shapi Suleymanov,d94653be,6000000,ru RUS,FWMF,ru Krasnodar,20,1999,2.3,1,3,1,33.3,1.31,0.44,0.33,1.00,21.9,2,0,0,0.2,0.2,0.07,+0.8,+0.8
Vladyslav Supriaha,73affbb6,6000000,ua UKR,FW,ua Dynamo Kyiv,20,2000,3.4,0,2,1,50.0,0.58,0.29,0.00,0.00,9.1,0,0,0,0.6,0.6,0.28,-0.6,-0.6
Suso,4e219ad2,20000000,es ESP,FW,es Sevilla,26,1993,3.1,1,6,3,50.0,1.96,0.98,0.17,0.33,18.5,1,0,0,0.3,0.3,0.04,+0.7,+0.7
Aleksei Sutormin,bd20f4eb,2500000,ru RUS,DF,ru Zenit,26,1994,2.7,0,2,0,0.0,0.73,0.00,0.00,,15.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Erik Sviatchenko,9614b550,2000000,dk DEN,DF,dk Midtjylland,28,1991,5.0,0,6,2,33.3,1.20,0.40,0.00,0.00,13.5,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Serhiy Sydorchuk,c71e97ba,4000000,ua UKR,MF,ua Dynamo Kyiv,29,1991,3.9,0,3,2,66.7,0.76,0.51,0.00,0.00,31.3,0,0,0,0.0,0.0,0.02,0.0,0.0
Wojciech Szczęsny,01b8a2b2,25000000,pl POL,GK,it Juventus,30,1990,7.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Dominik Szoboszlai,934e1968,25000000,hu HUN,MFFW,at RB Salzburg,19,2000,5.6,2,12,5,41.7,2.14,0.89,0.17,0.40,21.6,3,0,0,1.5,1.5,0.13,+0.5,+0.5
Alexander Sørloth,e92cd3f7,16000000,no NOR,FWMF,de RB Leipzig,24,1995,1.3,1,4,1,25.0,3.16,0.79,0.25,1.00,12.3,0,0,0,0.3,0.3,0.08,+0.7,+0.7
Dušan Tadić,2475dcc6,18000000,rs SRB,FWMF,nl Ajax,31,1988,6.0,2,5,2,40.0,0.83,0.33,0.20,0.50,18.0,1,1,1,1.3,0.6,0.11,+0.7,+0.4
Nicolás Tagliafico,f0661424,22000000,ar ARG,DF,nl Ajax,27,1992,5.7,0,2,1,50.0,0.35,0.18,0.00,0.00,18.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Taison,7272a72a,7000000,br BRA,FW,ua Shakhtar,32,1988,3.1,0,5,2,40.0,1.61,0.65,0.00,0.00,22.2,1,0,0,0.4,0.4,0.08,-0.4,-0.4
Flavien Tait,a0f9b535,5000000,fr FRA,MF,fr Rennes,27,1993,0.5,0,2,1,50.0,4.19,2.09,0.00,0.00,12.5,0,0,0,0.3,0.3,0.13,-0.3,-0.3
Mehdi Taremi,4c2a5d34,16000000,ir IRN,FW,pt Porto,28,1992,2.2,2,7,5,71.4,3.15,2.25,0.29,0.40,18.7,0,0,0,1.0,1.0,0.14,+1.0,+1.0
Mahmut Tekdemir,bfe272bd,800000,tr TUR,MF,tr Başakşehir,32,1988,2.0,0,2,1,50.0,1.01,0.51,0.00,0.00,13.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Alex Telles,e73c9bb2,20000000,br BRA,DF,eng Manchester Utd,27,1992,3.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marc-André ter Stegen,6f51e382,60000000,de GER,GK,es Barcelona,28,1992,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Martin Terrier,5148dcc5,13000000,fr FRA,FWMF,fr Rennes,23,1997,2.7,0,2,1,50.0,0.75,0.37,0.00,0.00,19.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Tetê,7120a04d,20000000,br BRA,MFFW,ua Shakhtar,20,2000,5.7,1,13,7,53.8,2.28,1.23,0.08,0.14,19.0,0,0,0,1.5,1.5,0.11,-0.5,-0.5
Florian Thauvin,2b9fdeea,17000000,fr FRA,FWMF,fr Marseille,27,1993,5.3,0,5,2,40.0,0.94,0.38,0.00,0.00,20.6,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Marcus Thuram,6f8cd6d0,35000000,fr FRA,FW,de M'Gladbach,22,1997,6.6,2,13,7,53.8,1.96,1.05,0.15,0.29,12.9,0,0,0,1.5,1.5,0.11,+0.5,+0.5
Steffen Tigges,6b8887c2,1200000,de GER,FW,de Dortmund,22,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jurrien Timber,41034650,11000000,nl NED,DF,nl Ajax,19,2001,0.0,0,0,0,,,,,,,0,0,0,0.0,0.0,,0.0,0.0
Corentin Tolisso,652d4c37,20000000,fr FRA,MF,de Bayern Munich,25,1994,2.8,1,6,2,33.3,2.13,0.71,0.17,0.50,17.6,0,0,0,0.4,0.4,0.07,+0.6,+0.6
Rafael Tolói,c56dc39e,15000000,it ITA,DF,it Atalanta,29,1990,6.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mehmet Topal,f93c876b,350000,tr TUR,MFDF,tr Başakşehir,34,1986,2.5,1,1,1,100.0,0.40,0.40,1.00,1.00,7.0,0,0,0,0.3,0.3,0.27,+0.7,+0.7
Lucas Torreira,52611641,20000000,uy URU,MF,es Atlético Madrid,24,1996,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ferrán Torres,9e1035f8,50000000,es ESP,FW,eng Manchester City,20,2000,4.0,4,13,5,38.5,3.25,1.25,0.31,0.80,14.2,0,0,0,2.5,2.5,0.19,+1.5,+1.5
Óliver Torres,58a9a4d9,13000000,es ESP,MFFW,es Sevilla,25,1994,3.1,0,1,1,100.0,0.32,0.32,0.00,0.00,20.2,0,0,0,0.0,0.0,0.04,0.0,0.0
Hamari Traoré,a4b1028a,8000000,ml MLI,DF,fr Rennes,28,1992,6.0,0,5,0,0.0,0.83,0.00,0.00,,26.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Ibrahima Traoré,096a77c4,600000,gn GUI,FW,de M'Gladbach,32,1988,0.3,0,1,0,0.0,3.33,0.00,0.00,,15.8,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Francisco Trincão,77e39b04,22000000,pt POR,FWMF,es Barcelona,20,1999,3.7,0,11,5,45.5,2.96,1.35,0.00,0.00,18.4,0,0,0,1.4,1.4,0.13,-1.4,-1.4
Kieran Trippier,21512407,20000000,eng ENG,DF,es Atlético Madrid,29,1990,6.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Anatolii Trubin,41f0b196,8000000,ua UKR,GK,ua Shakhtar,18,2001,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Adrien Truffert,5d0e0a1f,12000000,fr FRA,DF,fr Rennes,18,2001,2.7,0,3,1,33.3,1.12,0.37,0.00,0.00,22.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Kostas Tsimikas,f315ca93,8000000,gr GRE,DF,eng Liverpool,24,1996,1.4,0,2,0,0.0,1.38,0.00,0.00,,18.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Viktor Tsyhankov,f7e87032,25000000,ua UKR,MFFW,ua Dynamo Kyiv,22,1997,4.7,2,8,6,75.0,1.71,1.28,0.13,0.17,15.1,1,1,1,3.0,2.2,0.28,-1.0,-1.2
Axel Tuanzebe,2baec6ce,8000000,eng ENG,DF,eng Manchester Utd,22,1997,2.3,0,1,0,0.0,0.44,0.00,0.00,,10.0,0,0,0,0.0,0.0,0.03,0.0,0.0
Deniz Turuc,ed140063,3100000,tr TUR,MFFW,tr Başakşehir,27,1993,5.8,1,6,3,50.0,1.03,0.52,0.17,0.33,18.7,3,0,0,0.5,0.5,0.08,+0.5,+0.5
Andreas Ulmer,1a799243,800000,at AUT,DF,at RB Salzburg,34,1985,6.0,0,9,3,33.3,1.50,0.50,0.00,0.00,20.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Samuel Umtiti,3eed9821,8000000,fr FRA,DF,es Barcelona,26,1993,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Dayot Upamecano,d248cd8f,60000000,fr FRA,DF,de RB Leipzig,21,1998,6.7,0,4,2,50.0,0.60,0.30,0.00,0.00,15.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Mateus Uribe,b997c3de,15000000,co COL,MF,pt Porto,29,1991,8.3,1,9,1,11.1,1.09,0.12,0.11,1.00,20.5,0,0,0,0.5,0.5,0.06,+0.5,+0.5
Daniil Utkin,9ddb85e8,2500000,ru RUS,MF,ru Krasnodar,20,1999,2.5,0,7,2,28.6,2.81,0.80,0.00,0.00,20.7,2,0,0,0.4,0.4,0.06,-0.4,-0.4
Myrto Uzuni,01da7812,3000000,al ALB,FWMF,hu Ferencváros,25,1995,2.7,1,2,2,100.0,0.74,0.74,0.50,0.50,12.1,0,0,0,0.3,0.3,0.16,+0.7,+0.7
Tomáš Vaclík,7b456af7,4000000,cz CZE,GK,es Sevilla,31,1989,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mathieu Valbuena,7a4cea18,1000000,fr FRA,FWMF,gr Olympiacos,35,1984,2.8,0,5,2,40.0,1.76,0.70,0.00,0.00,14.2,0,0,0,0.8,0.8,0.15,-0.8,-0.8
Albert Vallci,9778d8dd,2500000,at AUT,DF,at RB Salzburg,25,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Federico Valverde,0959c2a2,65000000,uy URU,MFDF,es Real Madrid,22,1998,5.4,0,4,0,0.0,0.73,0.00,0.00,,21.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Thomas Van den Keybus,21453b2e,500000,be BEL,DF,be Club Brugge,19,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ignace Van Der Brempt,2bf50b37,1200000,be BEL,DF,be Club Brugge,18,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Hans Vanaken,392a7aea,13000000,be BEL,MF,be Club Brugge,27,1992,5.9,3,6,3,50.0,1.02,0.51,0.17,0.33,17.6,0,2,2,2.0,0.5,0.09,+1.0,+0.5
Raphaël Varane,9f8e9423,70000000,fr FRA,DF,es Real Madrid,27,1993,9.0,0,3,1,33.3,0.33,0.11,0.00,0.00,8.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Franco Vázquez,467bae22,4000000,ar ARG,FWMF,es Sevilla,31,1989,1.0,0,2,0,0.0,2.00,0.00,0.00,,13.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Lucas Vázquez,fd51b456,15000000,es ESP,DFFW,es Real Madrid,29,1991,8.0,0,9,0,0.0,1.13,0.00,0.00,,17.5,0,0,0,0.9,0.9,0.10,-0.9,-0.9
Benjamin Verbič,2ebc1b44,5500000,si SVN,FW,ua Dynamo Kyiv,26,1993,3.2,0,4,2,50.0,1.25,0.62,0.00,0.00,17.8,0,0,0,0.5,0.5,0.11,-0.5,-0.5
Marco Verratti,1467af0d,55000000,it ITA,MFFW,fr Paris S-G,27,1992,5.6,0,3,0,0.0,0.54,0.00,0.00,,18.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Lasse Vibe,f5f2ec59,300000,dk DEN,FWMF,dk Midtjylland,33,1987,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Arturo Vidal,67cdbc0e,3500000,cl CHI,MF,it Inter,33,1987,3.2,0,4,0,0.0,1.26,0.00,0.00,,20.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Fabio Vieira,6412cc03,9000000,pt POR,MFFW,pt Porto,20,2000,1.8,1,2,1,50.0,1.13,0.56,0.50,1.00,18.0,0,0,0,0.5,0.5,0.24,+0.5,+0.5
Tonny Vilhena,c7069d87,8000000,nl NED,MF,ru Krasnodar,25,1995,4.3,0,5,0,0.0,1.17,0.00,0.00,,22.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Rúben Vinagre,b937e490,5000000,pt POR,DFFW,gr Olympiacos,21,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Edin Višća,da1185fc,8000000,ba BIH,MF,tr Başakşehir,30,1990,4.7,1,19,6,31.6,4.04,1.28,0.05,0.17,20.2,1,0,0,1.4,1.4,0.07,-0.4,-0.4
Vitão,d4f034db,3000000,br BRA,DF,ua Shakhtar,20,2000,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Vitolo,db750822,4000000,es ESP,MFDF,es Atlético Madrid,30,1989,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Bohdan Viunnyk,e4d5e2ae,400000,ua UKR,MF,ua Shakhtar,18,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ruud Vormer,c24544c7,4000000,nl NED,MF,be Club Brugge,32,1988,5.7,1,10,3,30.0,1.74,0.52,0.10,0.33,16.0,1,0,0,1.6,1.6,0.16,-0.6,-0.6
Stefan de Vrij,d0d8dd44,50000000,nl NED,DF,it Inter,28,1992,6.0,0,2,0,0.0,0.33,0.00,0.00,,9.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Marious Vrousai,d2795011,1500000,gr GRE,FWDF,gr Olympiacos,22,1998,2.1,0,3,2,66.7,1.45,0.97,0.00,0.00,18.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Kyle Walker,86dd77d1,28000000,eng ENG,DF,eng Manchester City,30,1990,10.9,0,2,1,50.0,0.18,0.09,0.00,0.00,29.4,0,0,0,0.0,0.0,0.01,0.0,0.0
Aaron Wan-Bissaka,9e525177,40000000,eng ENG,DF,eng Manchester Utd,22,1997,5.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Wanderson,5da33b33,9000000,br BRA,FWMF,ru Krasnodar,25,1994,2.3,1,5,2,40.0,2.20,0.88,0.20,0.50,16.1,0,0,0,0.3,0.3,0.06,+0.7,+0.7
Wendel,33b11df6,17000000,br BRA,MFFW,ru Zenit,22,1997,1.6,0,3,2,66.7,1.91,1.28,0.00,0.00,25.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Oscar Wendt,b69261a0,600000,se SWE,DF,de M'Gladbach,34,1985,2.4,1,2,1,50.0,0.84,0.42,0.50,1.00,25.9,1,0,0,0.1,0.1,0.05,+0.9,+0.9
Timo Werner,49fe9070,65000000,de GER,FWMF,eng Chelsea,24,1996,9.0,4,22,11,50.0,2.44,1.22,0.05,0.09,14.3,0,3,3,6.6,4.1,0.19,-2.6,-3.1
Georginio Wijnaldum,eb58eef0,30000000,nl NED,MF,eng Liverpool,29,1990,8.0,0,6,1,16.7,0.75,0.13,0.00,0.00,20.5,0,0,0,0.7,0.7,0.12,-0.7,-0.7
Brandon Williams,5e74d6c8,10000000,eng ENG,DF,eng Manchester Utd,19,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Neco Williams,dd323728,8000000,wls WAL,DF,eng Liverpool,19,2001,2.1,0,2,0,0.0,0.95,0.00,0.00,,17.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Rhys Williams,012c975a,5000000,eng ENG,DF,eng Liverpool,19,2001,3.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Axel Witsel,5dfc6ad5,9000000,be BEL,MFDF,de Dortmund,31,1989,4.0,1,4,2,50.0,0.99,0.50,0.25,0.50,21.3,0,0,0,0.2,0.2,0.04,+0.8,+0.8
Maximilian Wöber,4b803b3c,8000000,at AUT,DF,at RB Salzburg,22,1998,5.7,0,4,0,0.0,0.70,0.00,0.00,,20.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Hannes Wolf,be42a291,8000000,at AUT,MFFW,de M'Gladbach,21,1999,0.9,0,2,1,50.0,2.14,1.07,0.00,0.00,21.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Ashley Young,be927d03,1000000,eng ENG,DF,it Inter,35,1985,4.6,0,3,0,0.0,0.65,0.00,0.00,,20.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Illia Zabarnyi,88968486,6000000,ua UKR,DF,ua Dynamo Kyiv,17,2002,6.0,0,2,0,0.0,0.33,0.00,0.00,,9.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Dan-Axel Zagadou,a4effc55,18000000,fr FRA,DF,de Dortmund,21,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Denis Zakaria,384d58d9,30000000,ch SUI,MFDF,de M'Gladbach,23,1996,3.2,0,1,0,0.0,0.31,0.00,0.00,,30.1,0,0,0,0.0,0.0,0.01,0.0,0.0
Duván Zapata,d3de9af0,33000000,co COL,FW,it Atalanta,29,1991,5.8,3,23,12,52.2,3.97,2.07,0.13,0.25,14.0,0,0,0,4.4,4.4,0.19,-1.4,-1.4
Rifat Zhemaletdinov,ed87a229,4000000,ru RUS,MF,ru Loko Moscow,23,1996,1.2,0,3,1,33.3,2.60,0.87,0.00,0.00,15.4,0,0,0,0.5,0.5,0.15,-0.5,-0.5
Yuri Zhirkov,ed2b33cb,300000,ru RUS,MFDF,ru Zenit,36,1983,1.8,0,2,0,0.0,1.08,0.00,0.00,,24.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Dmitri Zhivoglyadov,833a8fbc,2000000,ru RUS,DF,ru Loko Moscow,26,1994,5.9,0,1,0,0.0,0.17,0.00,0.00,,12.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Oleksandr Zinchenko,51cf8561,25000000,ua UKR,DF,eng Manchester City,23,1996,6.5,0,5,3,60.0,0.77,0.46,0.00,0.00,22.5,1,0,0,0.4,0.4,0.09,-0.4,-0.4
Joshua Zirkzee,028e70b9,8000000,nl NED,MF,de Bayern Munich,19,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Hakim Ziyech,6622454d,38000000,ma MAR,FWMF,eng Chelsea,27,1993,3.9,2,13,8,61.5,3.35,2.06,0.15,0.25,18.6,1,0,0,1.4,1.4,0.11,+0.6,+0.6
Kurt Zouma,ce4246f5,32000000,fr FRA,DF,eng Chelsea,25,1994,5.0,0,1,1,100.0,0.20,0.20,0.00,0.00,11.0,0,0,0,0.0,0.0,0.04,0.0,0.0
Oleksandr Zubkov,adfbe1f5,2000000,ua UKR,FWMF,hu Ferencváros,23,1996,4.3,0,8,0,0.0,1.86,0.00,0.00,,21.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Martin Ødegaard,79300479,40000000,no NOR,MF,es Real Madrid,21,1998,1.5,0,2,2,100.0,1.35,1.35,0.00,0.00,20.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
