,Player,Age,90s,mv,DF,FW,GK,MF,Tack Tkl,Tack TklW,Tack Def 3rd,Tack Mid 3rd,Tack Att 3rd,Vs D Tkl,Vs D Att,Vs D Tkl%,Vs D Past,Pres Press,Pres Succ,Pres %,Pres Def 3rd,Pres Mid 3rd,Pres Att 3rd,Bloc Blocks,Bloc Sh,Bloc ShSv,Bloc Pass,Int,Tkl+Int,Clr,Err
229,42dcf26d,30,6.0,7000000,1,0,0,0,2.0,1.33,1.5,0.5,0.0,0.83,1.83,45.5,1.0,7.0,2.67,38.1,4.33,2.5,0.17,1.33,0.67,0.0,0.67,0.33,2.33,4.17,0.0
230,cc86b9a3,25,4.8,70000000,0,0,0,1,2.92,1.67,0.42,2.08,0.42,0.83,3.54,23.5,2.71,20.42,6.46,31.6,1.88,14.58,3.96,1.46,0.21,0.0,1.25,1.88,4.79,1.04,0.0
231,8b3d765f,34,2.0,350000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,2d970560,26,6.3,35000000,1,0,0,0,1.75,0.79,1.11,0.32,0.32,0.32,0.95,33.3,0.63,10.0,2.54,25.4,4.29,3.81,1.9,2.54,0.32,0.0,2.22,0.95,2.7,1.75,0.0
233,b8e740fb,18,5.9,33000000,0,0,0,1,2.88,1.86,0.85,1.36,0.68,1.36,2.03,66.7,0.68,12.2,4.24,34.7,3.22,6.27,2.71,0.85,0.0,0.0,0.85,2.37,5.25,1.02,0.0
234,58eee997,18,2.3,50000000,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.78,3.91,26.5,2.17,8.26,4.35,0.43,0.0,0.0,0.43,1.3,1.3,0.0,0.0
235,8b298f56,29,2.5,4000000,0,0,0,1,3.6,2.4,0.8,2.0,0.8,1.6,4.0,40.0,2.4,17.2,5.2,30.2,4.4,9.2,3.6,0.8,0.0,0.0,0.8,0.0,3.6,0.4,0.4
236,df69b544,29,5.6,60000000,0,1,0,1,1.25,0.71,0.71,0.36,0.18,0.71,1.43,50.0,0.71,13.93,3.93,28.2,1.61,7.86,4.46,0.89,0.0,0.0,0.89,0.89,2.14,0.36,0.0
237,8b8e759d,24,4.3,15000000,0,1,0,1,1.86,1.16,1.16,0.23,0.47,0.7,1.86,37.5,1.16,17.44,3.95,22.7,3.72,11.4,2.33,2.33,0.47,0.0,1.86,0.7,2.56,2.09,0.0
238,0076ab7f,28,5.5,6000000,1,0,0,1,1.27,0.73,0.36,0.91,0.0,0.36,0.55,66.7,0.18,10.91,4.36,40.0,2.73,7.82,0.36,1.45,0.91,0.0,0.55,0.73,2.0,1.64,0.0
239,048a1cbc,26,7.4,40000000,1,0,0,0,0.68,0.41,0.41,0.27,0.0,0.27,0.81,33.3,0.54,7.16,2.43,34.0,4.19,2.03,0.95,0.81,0.0,0.0,0.81,0.68,1.35,0.54,0.0
240,7155e3e1,21,1.9,10000000,0,0,0,1,2.11,1.58,1.58,0.53,0.0,1.58,1.58,100.0,0.0,14.21,5.79,40.7,3.68,10.0,0.53,1.58,0.0,0.0,1.58,2.11,4.21,2.11,0.0
241,923f4dda,24,3.8,12000000,0,1,0,0,0.26,0.0,0.26,0.0,0.0,0.0,0.53,0.0,0.53,8.42,1.84,21.9,0.79,3.42,4.21,1.05,0.0,0.0,1.05,0.26,0.53,0.79,0.0
242,bcb2ccd8,30,8.0,13000000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.12,0.12,100.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,b686f4c0,27,2.3,2800000,0,1,0,1,0.87,0.87,0.43,0.0,0.43,0.87,1.3,66.7,0.43,15.22,4.78,31.4,1.3,6.96,6.96,0.87,0.0,0.0,0.87,0.43,1.3,0.87,0.0
244,819b3158,29,10.8,40000000,0,0,0,1,1.02,0.74,0.28,0.74,0.0,0.28,1.67,16.7,1.39,12.22,3.52,28.8,1.67,7.31,3.24,0.46,0.0,0.0,0.46,1.67,2.69,0.28,0.0
245,b583aef5,31,6.0,2400000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17
246,1f44ac21,20,7.8,130000000,0,1,0,0,0.38,0.38,0.13,0.13,0.13,0.13,0.51,25.0,0.38,11.41,2.95,25.8,0.64,2.69,8.08,0.38,0.13,0.0,0.26,0.38,0.77,1.67,0.0
247,8696bc90,24,3.3,10000000,0,1,0,1,0.91,0.91,0.61,0.3,0.0,0.91,1.21,75.0,0.3,10.61,3.64,34.3,1.82,4.55,4.24,0.61,0.0,0.0,0.61,0.3,1.21,0.0,0.0
248,92432bc6,22,4.7,24000000,1,0,0,1,2.98,1.7,1.28,1.49,0.21,1.49,3.83,38.9,2.34,22.55,4.68,20.8,6.38,11.91,4.26,1.91,0.0,0.0,1.91,1.49,4.47,0.64,0.0
249,e42d61c7,21,4.0,60000000,1,0,0,0,2.25,1.5,0.5,1.25,0.5,0.75,3.25,23.1,2.5,17.5,4.25,24.3,4.0,7.0,6.5,1.75,0.5,0.0,1.25,1.0,3.25,0.75,0.25
250,8ff2354e,28,2.0,14000000,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,50.0,0.5,7.5,3.0,40.0,4.5,2.0,1.0,2.5,0.0,0.0,2.5,1.0,2.0,2.5,0.0
251,74419746,36,6.0,2500000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.5,0.0,0.0,0.5,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0
252,a3b952f8,35,4.0,250000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
253,bfc5768b,30,1.7,1500000,0,1,0,1,5.29,2.94,2.35,2.35,0.59,2.35,7.06,33.3,4.71,34.71,8.24,23.7,11.76,17.06,5.88,2.94,0.59,0.0,2.35,1.18,6.47,4.12,0.0
254,3b333ac3,26,5.9,18000000,1,0,0,0,1.19,0.85,0.85,0.17,0.17,0.68,2.03,33.3,1.36,8.98,2.71,30.2,2.71,2.88,3.39,2.03,0.17,0.0,1.86,0.68,1.86,1.69,0.0
255,fed7cb61,21,8.7,70000000,0,1,0,1,2.07,0.8,0.8,1.03,0.23,0.8,1.72,46.7,0.92,14.83,3.56,24.0,2.18,9.08,3.56,1.84,0.11,0.0,1.72,0.8,2.87,1.38,0.0
256,a39bb753,29,3.0,40000000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,2.33,23.3,0.0,4.33,5.67,0.67,0.0,0.0,0.67,0.0,0.0,0.0,0.0
257,50871bcc,27,4.9,27000000,0,1,0,0,1.84,0.82,1.02,0.61,0.2,0.61,1.43,42.9,0.82,19.8,4.9,24.7,5.92,7.76,6.12,1.43,0.41,0.0,1.02,0.41,2.24,0.0,0.0
258,169fd162,24,1.0,11000000,0,1,0,1,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,27.0,8.0,29.6,3.0,8.0,16.0,1.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0
259,fecd43a3,28,4.3,1000000,1,0,0,0,2.09,1.86,1.63,0.47,0.0,1.63,3.26,50.0,1.63,12.33,3.95,32.1,7.44,3.72,1.16,1.86,0.47,0.0,1.4,1.4,3.49,0.93,0.0
260,e5a76dfe,23,1.0,22000000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,935e6b8f,30,4.0,20000000,1,0,0,1,0.25,0.25,0.25,0.0,0.0,0.25,1.0,25.0,0.75,12.5,4.0,32.0,3.75,7.25,1.5,2.0,0.5,0.0,1.5,0.75,1.0,2.75,0.0
262,0a89e877,23,1.3,12000000,1,0,0,1,5.38,2.31,2.31,3.08,0.0,2.31,5.38,42.9,3.08,31.54,10.0,31.7,10.0,14.62,6.92,2.31,0.0,0.0,2.31,0.0,5.38,3.08,0.0
263,f45f9427,26,2.5,4000000,1,0,0,1,2.0,1.2,1.2,0.8,0.0,0.8,1.2,66.7,0.4,10.0,2.8,28.0,3.6,4.4,2.0,1.6,0.8,0.0,0.8,0.4,2.4,0.8,0.0
264,f36d5624,18,1.1,8000000,0,1,0,1,0.91,0.91,0.0,0.91,0.0,0.91,1.82,50.0,0.91,18.18,2.73,15.0,4.55,8.18,5.45,0.91,0.0,0.0,0.91,1.82,2.73,0.91,0.0
265,555f3a0b,25,3.9,35000000,1,0,0,0,3.08,1.03,1.79,1.03,0.26,1.28,2.82,45.5,1.54,10.51,3.08,29.3,6.15,3.85,0.51,2.31,0.51,0.0,1.79,2.31,5.38,3.59,0.26
266,c3ee18ef,24,7.7,45000000,1,0,0,0,3.77,2.21,2.6,0.91,0.26,1.3,2.6,50.0,1.3,15.06,6.1,40.5,7.66,5.06,2.34,2.08,0.39,0.0,1.69,0.39,4.16,2.73,0.0
267,436a9dd0,30,6.0,13000000,0,0,0,1,3.0,2.0,1.0,1.5,0.5,1.33,4.17,32.0,2.83,21.83,8.0,36.6,8.83,8.67,4.33,4.5,1.17,0.0,3.33,2.0,5.0,1.67,0.0
268,a8542814,30,3.3,7000000,0,0,0,1,1.21,0.61,0.3,0.91,0.0,0.3,2.42,12.5,2.12,18.48,5.45,29.5,5.76,9.39,3.33,1.52,1.21,0.0,0.3,0.61,1.82,1.21,0.3
269,dfb6490a,29,0.7,3500000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,4.29,15.71,1.43,9.1,1.43,8.57,5.71,2.86,0.0,0.0,2.86,1.43,1.43,2.86,0.0
270,2e7ff968,32,6.0,1700000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.33,0.17,50.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
271,875898c7,26,5.4,4000000,1,0,0,0,2.96,0.93,2.96,0.0,0.0,0.93,1.67,55.6,0.74,8.52,4.07,47.8,6.3,2.04,0.19,1.3,0.0,0.0,1.3,1.48,4.44,4.44,0.0
272,2903a856,28,4.8,16000000,0,1,0,0,1.25,1.04,0.42,0.42,0.42,1.04,5.0,20.8,3.96,23.33,4.79,20.5,6.46,11.46,5.42,1.25,0.0,0.0,1.25,0.42,1.67,0.42,0.0
273,12aa7661,36,4.8,600000,1,0,0,0,1.88,1.67,0.62,0.83,0.42,1.04,1.88,55.6,0.83,9.58,4.58,47.8,4.17,3.75,1.67,1.67,0.0,0.0,1.67,1.25,3.12,2.92,0.0
274,3f65d5ce,25,1.0,1200000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,15f3ec41,19,3.8,32000000,1,1,0,0,1.58,0.79,0.53,0.53,0.53,0.53,1.05,50.0,0.53,9.21,2.63,28.6,2.63,2.89,3.68,1.84,0.0,0.0,1.84,1.32,2.89,0.79,0.0
276,05d548d8,31,8.8,12000000,1,0,0,0,1.48,0.91,1.02,0.45,0.0,0.45,1.25,36.4,0.8,9.32,3.3,35.4,6.7,2.5,0.11,2.61,1.59,0.0,1.02,1.93,3.41,6.48,0.23
277,d14229f3,26,1.0,6000000,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,4.0,50.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
278,5042e5c2,36,0.4,800000,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,01204d46,29,1.0,700000,1,0,0,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,23.0,11.0,47.8,13.0,10.0,0.0,1.0,1.0,0.0,0.0,4.0,6.0,10.0,0.0
280,43b78598,27,2.7,40000000,0,1,0,0,1.85,1.48,0.74,1.11,0.0,0.0,1.11,0.0,1.11,13.7,3.33,24.3,1.11,9.26,3.33,0.74,0.37,0.0,0.37,1.48,3.33,1.11,0.0
281,34caa4b3,24,1.7,8000000,0,1,0,0,1.76,0.59,0.0,1.18,0.59,0.59,4.12,14.3,3.53,19.41,5.88,30.3,4.12,11.76,3.53,1.76,0.59,0.0,1.18,0.0,1.76,1.18,0.0
282,03622183,31,0.0,3500000,0,1,0,0,,,,,,,,,,inf,inf,50.0,,inf,inf,,,,,,,,
283,5cb1d026,33,4.3,1000000,0,0,0,1,2.33,1.16,1.86,0.47,0.0,0.47,4.88,9.5,4.42,20.0,4.65,23.3,11.63,5.58,2.79,2.09,0.47,0.0,1.63,1.63,3.95,2.56,0.0
284,68252d6d,32,3.1,6000000,0,1,0,1,0.65,0.0,0.0,0.32,0.32,0.65,2.26,28.6,1.61,12.58,3.55,28.2,1.94,4.19,6.45,0.65,0.0,0.0,0.65,1.29,1.94,0.32,0.0
285,4431aed2,30,4.6,38000000,0,1,0,0,0.43,0.43,0.0,0.43,0.0,0.0,0.22,0.0,0.22,11.3,2.83,25.0,0.87,5.43,5.0,0.87,0.0,0.0,0.87,0.65,1.09,0.0,0.0
286,4c2fa917,19,0.2,250000,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,30.0,5.0,16.7,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,d1f48bfc,32,4.0,900000,0,1,0,1,1.75,1.5,0.75,0.75,0.25,0.75,1.5,50.0,0.75,13.5,5.0,37.0,3.5,6.5,3.5,1.25,0.0,0.0,1.25,1.0,2.75,0.75,0.0
288,5715bb71,19,0.5,1000000,0,1,0,1,4.0,4.0,0.0,2.0,2.0,2.0,2.0,100.0,0.0,12.0,6.0,50.0,2.0,2.0,8.0,2.0,0.0,0.0,2.0,4.0,8.0,2.0,0.0
289,a0b4bb3e,28,1.1,18000000,0,1,0,1,1.82,0.91,0.91,0.91,0.0,0.91,1.82,50.0,0.91,13.64,3.64,26.7,4.55,6.36,2.73,2.73,0.0,0.0,2.73,2.73,4.55,0.91,0.0
290,c931d9f9,22,0.4,18000000,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,37.5,7.5,20.0,17.5,15.0,5.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0
291,40676b27,26,1.0,350000,1,0,0,0,4.0,4.0,3.0,1.0,0.0,1.0,4.0,25.0,3.0,34.0,11.0,32.4,22.0,12.0,0.0,6.0,1.0,0.0,5.0,0.0,4.0,3.0,0.0
292,1265a93a,20,6.3,40000000,1,0,0,0,3.65,1.9,2.7,0.79,0.16,0.95,2.06,46.2,1.11,14.6,4.29,29.3,7.62,5.4,1.59,3.02,0.79,0.0,2.22,1.75,5.4,3.49,0.0
293,34b54da7,30,0.6,1400000,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,1.67,5.0,1.67,33.3,0.0,5.0,0.0,3.33,3.33,0.0,0.0,5.0,5.0,8.33,0.0
294,b66315ae,23,3.0,60000000,0,1,0,0,1.33,0.67,0.33,0.33,0.67,0.0,0.33,0.0,0.33,14.67,4.67,31.8,1.33,6.0,7.33,2.0,0.33,0.0,1.67,1.0,2.33,0.0,0.0
295,4fb9c88f,19,4.5,30000000,0,0,0,1,1.56,1.56,0.44,0.89,0.22,0.0,0.89,0.0,0.89,20.44,6.0,29.3,5.33,11.56,3.56,2.67,0.22,0.0,2.44,0.67,2.22,1.56,0.22
296,1bacc518,23,6.5,90000000,1,0,0,1,1.08,0.62,0.31,0.46,0.31,0.0,0.46,0.0,0.46,11.23,4.15,37.0,4.0,5.54,1.69,0.92,0.15,0.0,0.77,1.54,2.62,0.92,0.0
297,abb3bb95,29,4.2,10000000,0,1,0,0,1.19,0.48,0.48,0.48,0.24,0.71,1.43,50.0,0.71,8.81,3.57,40.5,1.9,2.62,4.29,1.43,0.0,0.0,1.43,0.95,2.14,0.24,0.0
298,2a0c8ba4,26,4.5,30000000,0,0,0,1,2.0,1.78,0.44,0.89,0.67,1.11,3.56,31.3,2.44,14.0,4.67,33.3,2.67,8.22,3.11,0.67,0.22,0.0,0.44,1.33,3.33,0.67,0.0
299,45db685d,28,11.4,40000000,0,0,0,1,2.19,1.58,0.88,0.96,0.35,0.88,2.72,32.3,1.84,19.12,6.32,33.0,7.28,10.09,1.75,2.28,0.53,0.0,1.75,1.84,4.04,1.58,0.0
300,178ae8f8,23,6.0,45000000,0,1,0,0,0.67,0.33,0.33,0.33,0.0,0.17,1.17,14.3,1.0,18.83,4.17,22.1,2.5,8.83,7.5,1.33,0.17,0.0,1.17,0.67,1.33,0.0,0.0
301,4d8cd038,22,0.6,20000000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.67,1.67,25.0,0.0,1.67,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,7111d552,20,7.0,40000000,0,1,0,0,1.43,0.71,0.86,0.14,0.43,0.29,0.71,40.0,0.43,24.43,6.71,27.5,6.0,9.29,9.14,1.71,0.14,0.0,1.57,0.71,2.14,0.14,0.0
303,dba67bc4,32,5.1,2500000,0,0,0,1,3.14,2.16,1.37,1.57,0.2,0.98,2.16,45.5,1.18,18.43,7.84,42.6,6.08,10.39,1.96,2.16,0.39,0.0,1.76,2.16,5.29,1.37,0.0
304,d29202c2,25,5.1,3000000,0,1,0,0,1.37,0.98,0.39,0.39,0.59,0.59,1.18,50.0,0.59,13.73,5.88,42.9,2.35,4.31,7.06,0.98,0.2,0.0,0.78,0.98,2.35,0.59,0.0
305,2d61d13a,20,3.5,25000000,1,0,0,0,2.29,1.43,1.43,0.86,0.0,0.0,0.29,0.0,0.29,10.86,5.14,47.4,6.57,4.0,0.29,2.86,1.43,0.0,1.43,1.43,3.71,3.14,0.29
306,d2800f47,25,5.4,11000000,0,0,0,1,1.67,0.74,0.74,0.74,0.19,0.56,1.67,33.3,1.11,20.74,6.85,33.0,6.48,10.74,3.52,1.11,0.56,0.0,0.56,0.56,2.22,0.37,0.0
307,091c86e2,19,0.1,450000,0,0,0,1,10.0,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
308,81d3318f,24,2.0,6500000,0,0,0,1,3.0,1.0,2.0,0.0,1.0,1.5,4.5,33.3,3.0,19.0,3.0,15.8,10.0,6.5,2.5,1.0,0.0,0.0,1.0,0.5,3.5,0.5,0.0
309,cc77354e,20,4.3,37000000,0,0,0,1,2.33,1.63,1.4,0.47,0.47,0.93,1.86,50.0,0.93,17.21,6.51,37.8,5.12,9.3,2.79,1.4,0.47,0.0,0.93,1.16,3.49,1.4,0.0
310,768b28d0,30,0.2,1000000,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20.0,10.0,50.0,10.0,10.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,15.0,0.0
311,b825a650,29,4.1,10000000,0,0,0,1,0.98,0.98,0.49,0.49,0.0,0.24,2.2,11.1,1.95,20.49,8.54,41.7,6.83,10.24,3.41,1.95,0.24,0.0,1.71,1.71,2.68,1.95,0.0
312,b9fbae28,29,7.9,55000000,0,0,0,1,2.66,2.15,1.65,0.76,0.25,0.63,1.39,45.5,0.76,21.01,7.59,36.1,7.47,9.75,3.8,1.9,0.51,0.0,1.39,2.03,4.68,1.77,0.0
313,0eac2f24,19,0.1,150000,1,0,0,0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,30.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,20.0,0.0,0.0
314,1bd5735a,28,2.5,5000000,1,0,0,0,0.8,0.8,0.4,0.4,0.0,0.4,0.4,100.0,0.0,6.8,2.4,35.3,4.4,1.6,0.8,2.8,0.0,0.0,2.8,0.8,1.6,2.4,0.0
315,b0b902c8,25,3.1,7000000,1,0,0,0,1.61,1.29,1.29,0.32,0.0,1.61,2.26,71.4,0.65,11.61,5.16,44.4,7.42,2.9,1.29,1.94,0.32,0.0,1.61,0.65,2.26,2.9,0.0
316,3d50bcdb,20,4.9,35000000,0,1,0,0,0.41,0.0,0.2,0.2,0.0,0.2,0.82,25.0,0.61,9.18,3.47,37.8,0.41,3.88,4.9,0.82,0.0,0.0,0.82,0.41,0.82,1.02,0.0
317,dc52c72f,26,6.0,5000000,1,0,0,0,1.67,1.0,0.67,0.83,0.17,0.83,1.67,50.0,0.83,7.83,1.17,14.9,4.17,2.83,0.83,2.5,0.0,0.0,2.5,0.67,2.33,3.83,0.0
318,51dbeea9,23,0.8,25000000,1,0,0,0,1.25,1.25,1.25,0.0,0.0,1.25,1.25,100.0,0.0,17.5,6.25,35.7,7.5,6.25,3.75,5.0,1.25,0.0,3.75,1.25,2.5,1.25,0.0
319,f25c8e3a,25,1.6,32000000,0,0,0,1,1.88,1.25,1.25,0.62,0.0,0.0,2.5,0.0,2.5,22.5,5.0,22.2,5.0,13.75,3.75,1.25,0.0,0.0,1.25,1.88,3.75,0.62,0.0
320,62d7ef38,21,2.0,2500000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,2fabebc0,33,6.0,1500000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,14e8fe86,25,3.6,2200000,0,0,0,1,1.67,1.39,0.83,0.56,0.28,0.28,1.39,20.0,1.11,8.89,4.72,53.1,3.33,5.0,0.56,2.5,1.39,0.0,1.11,0.28,1.94,0.56,0.0
323,862fa9fb,27,3.3,3000000,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.91,7.58,2.73,36.0,6.36,1.21,0.0,2.42,1.21,0.0,1.21,0.61,0.61,9.39,0.0
324,49296448,25,6.8,90000000,0,0,0,1,1.76,1.18,0.74,0.88,0.15,0.59,3.38,17.4,2.79,24.41,6.91,28.3,5.0,13.09,6.32,1.47,0.15,0.0,1.32,2.35,4.12,1.18,0.0
325,aef6e670,24,10.9,40000000,1,0,0,0,1.28,0.64,0.92,0.37,0.0,0.37,1.28,28.6,0.92,8.44,2.84,33.7,5.5,2.57,0.37,0.92,0.46,0.0,0.46,0.83,2.11,3.03,0.09
326,15fd5593,27,5.0,17000000,0,0,0,1,2.2,0.8,1.2,1.0,0.0,1.0,1.6,62.5,0.6,10.2,4.0,39.2,2.2,6.0,2.0,1.4,0.0,0.0,1.4,1.0,3.2,2.4,0.0
327,f4ceb85b,26,0.6,4500000,1,0,0,0,3.33,1.67,1.67,0.0,1.67,0.0,1.67,0.0,1.67,20.0,8.33,41.7,3.33,8.33,8.33,5.0,0.0,0.0,5.0,0.0,3.33,1.67,0.0
328,ca8033cb,24,2.0,27000000,1,0,0,0,1.0,1.0,0.5,0.5,0.0,0.5,1.5,33.3,1.0,16.0,6.5,40.6,7.0,8.5,0.5,0.5,0.0,0.0,0.5,2.0,3.0,5.5,0.0
329,4c3a6744,21,1.7,14000000,0,1,0,1,1.76,1.18,0.0,1.18,0.59,0.0,2.35,0.0,2.35,19.41,7.65,39.4,5.29,6.47,7.65,1.76,0.0,0.0,1.76,0.0,1.76,0.59,0.0
330,19a967ab,18,1.5,3000000,0,1,0,0,2.67,1.33,0.67,2.0,0.0,1.33,2.67,50.0,1.33,27.33,4.0,14.6,12.0,10.67,4.67,1.33,0.0,0.0,1.33,0.67,3.33,1.33,0.0
331,6747869d,20,4.5,12500000,0,1,0,0,0.89,0.67,0.0,0.89,0.0,0.0,0.89,0.0,0.89,16.44,3.11,18.9,1.56,6.0,8.89,1.11,0.22,0.0,0.89,0.44,1.33,0.22,0.0
332,9fc2531b,27,0.3,4000000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,6.67,13.33,0.0,0.0,3.33,3.33,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,55126f3b,28,7.4,60000000,0,0,0,1,2.03,1.08,0.68,0.68,0.68,0.54,3.11,17.4,2.57,20.0,6.22,31.1,5.81,11.08,3.11,2.84,0.41,0.0,2.43,1.08,3.11,0.27,0.0
334,eda40760,34,1.0,1500000,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,2.0,33.3,3.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
335,5ed9b537,21,5.3,35000000,1,0,0,0,2.08,1.32,1.13,0.94,0.0,0.19,1.13,16.7,0.94,7.74,2.83,36.6,4.91,2.45,0.38,1.89,1.13,0.0,0.75,0.94,3.02,3.4,0.19
336,f38cc3b3,21,3.0,2000000,1,0,0,0,0.33,0.33,0.33,0.0,0.0,0.33,0.67,50.0,0.33,6.0,1.67,27.8,4.0,1.33,0.67,2.0,0.67,0.0,1.33,0.0,0.33,2.0,0.0
337,1f3afdcb,19,5.0,13000000,1,0,0,0,2.2,1.2,1.4,0.8,0.0,1.2,1.6,75.0,0.4,9.0,2.8,31.1,6.2,2.6,0.2,2.6,1.2,0.0,1.4,1.8,4.0,2.0,0.0
338,866c67e9,17,0.5,500000,1,0,0,0,2.0,0.0,2.0,0.0,0.0,2.0,4.0,50.0,2.0,10.0,4.0,40.0,6.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,16.0,2.0
339,4d1666ff,21,5.7,60000000,1,0,0,0,0.7,0.53,0.7,0.0,0.0,0.18,0.35,50.0,0.18,7.72,3.86,50.0,3.86,2.81,1.05,2.11,1.05,0.0,1.05,1.23,1.93,4.04,0.0
340,b79d8e93,26,1.9,800000,1,0,0,0,3.16,1.58,2.63,0.0,0.53,1.58,2.63,60.0,1.05,9.47,2.63,27.8,8.42,0.53,0.53,0.53,0.53,0.0,0.0,1.05,4.21,4.74,0.0
341,79c0821a,26,6.7,45000000,0,0,0,1,2.09,1.49,0.9,1.19,0.0,0.9,2.39,37.5,1.49,14.63,5.37,36.7,4.93,7.16,2.54,1.49,0.0,0.0,1.49,0.9,2.99,1.19,0.15
342,9d60028d,24,2.4,5000000,0,0,0,1,0.83,0.83,0.42,0.42,0.0,0.42,0.83,50.0,0.42,7.92,2.92,36.8,1.67,3.75,2.5,0.42,0.0,0.0,0.42,0.0,0.83,1.25,0.0
343,8690eef7,23,0.6,1300000,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,1.67,26.67,10.0,37.5,1.67,18.33,6.67,3.33,0.0,0.0,3.33,0.0,0.0,1.67,0.0
344,496aeede,29,6.9,7000000,0,0,0,1,1.3,0.87,0.58,0.72,0.0,0.72,4.06,17.9,3.33,16.96,3.77,22.2,6.09,8.55,2.32,2.61,0.58,0.0,2.03,1.88,3.19,0.87,0.0
345,43cd8b69,27,0.8,4000000,0,1,0,0,1.25,0.0,0.0,0.0,1.25,0.0,0.0,,0.0,18.75,1.25,6.7,0.0,7.5,11.25,1.25,0.0,0.0,1.25,0.0,1.25,2.5,0.0
