Player,Gls,Stan Sh,Stan SoT,Stan SoT%,Stan Sh/90,Stan SoT/90,Stan G/Sh,Stan G/SoT,Stan Dist,Stan FK,Perf PK,Perf PKatt,Expe xG,Expe npxG,Expe npxG/Sh,Expe G-xG,Expe np:G-xG
5cb1d026,0.0,0.47,0.23,50.0,0.46,0.23,0.0,0.0,14.9,0.0,0.0,0.0,0.05,0.05,0.08,-0.05,-0.05
68252d6d,0.32,2.58,0.97,37.5,2.59,0.97,0.13,0.33,17.9,0.65,0.0,0.0,0.42,0.42,0.17,-0.1,-0.1
4431aed2,1.09,2.83,1.3,46.2,2.83,1.3,0.15,0.33,18.2,0.0,0.65,0.65,0.85,0.35,0.13,0.24,0.09
4c2fa917,0.0,5.0,5.0,100.0,6.0,6.0,0.0,0.0,17.5,0.0,0.0,0.0,1.0,1.0,0.16,-1.0,-1.0
d1f48bfc,0.0,1.5,0.25,16.7,1.49,0.25,0.0,0.0,17.6,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
5715bb71,0.0,4.0,2.0,50.0,3.91,1.96,0.0,0.0,19.3,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
a0b4bb3e,0.0,1.82,0.0,0.0,1.84,0.0,0.0,,16.8,0.91,0.0,0.0,0.09,0.09,0.07,-0.09,-0.09
c931d9f9,2.5,2.5,2.5,100.0,2.57,2.57,1.0,1.0,9.0,0.0,0.0,0.0,1.25,1.25,0.54,1.25,1.25
40676b27,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1265a93a,0.0,0.63,0.0,0.0,0.63,0.0,0.0,,25.1,0.0,0.0,0.0,0.02,0.02,0.02,-0.02,-0.02
34b54da7,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
b66315ae,0.67,3.0,1.33,44.4,3.0,1.33,0.22,0.5,10.4,0.0,0.0,0.0,0.43,0.43,0.14,0.23,0.23
4fb9c88f,0.22,1.33,0.89,66.7,1.33,0.89,0.17,0.25,17.6,0.0,0.0,0.0,0.13,0.13,0.1,0.09,0.09
1bacc518,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
abb3bb95,0.48,2.86,1.43,50.0,2.86,1.43,0.17,0.33,9.1,0.0,0.0,0.0,0.29,0.29,0.1,0.19,0.19
2a0c8ba4,0.0,1.56,0.22,14.3,1.56,0.22,0.0,0.0,17.0,0.0,0.0,0.0,0.22,0.22,0.14,-0.22,-0.22
45db685d,0.09,0.09,0.0,0.0,0.09,0.0,0.0,,49.3,0.0,0.09,0.18,0.13,0.0,0.01,-0.04,0.0
178ae8f8,0.67,3.0,1.67,55.6,3.01,1.67,0.22,0.4,10.8,0.0,0.0,0.0,0.67,0.67,0.22,0.0,0.0
4d8cd038,0.0,3.33,1.67,50.0,3.1,1.55,0.0,0.0,14.0,0.0,0.0,0.0,0.17,0.17,0.06,-0.17,-0.17
7111d552,0.43,2.43,0.71,29.4,2.41,0.71,0.18,0.6,14.4,0.0,0.0,0.0,0.41,0.41,0.17,0.01,0.01
dba67bc4,0.2,1.18,0.39,33.3,1.17,0.39,0.17,0.5,21.8,0.0,0.0,0.0,0.04,0.04,0.04,0.16,0.16
d29202c2,0.0,1.57,0.0,0.0,1.58,0.0,0.0,,10.4,0.0,0.0,0.0,0.18,0.18,0.11,-0.18,-0.18
2d61d13a,0.0,0.29,0.0,0.0,0.28,0.0,0.0,,7.3,0.0,0.0,0.0,0.03,0.03,0.1,-0.03,-0.03
d2800f47,0.56,2.41,0.74,30.8,2.41,0.74,0.23,0.75,19.3,0.19,0.0,0.0,0.11,0.11,0.05,0.44,0.44
091c86e2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
81d3318f,0.0,1.0,0.0,0.0,1.01,0.0,0.0,,29.0,0.0,0.0,0.0,0.1,0.1,0.12,-0.1,-0.1
cc77354e,0.0,0.7,0.0,0.0,0.7,0.0,0.0,,23.7,0.0,0.0,0.0,0.02,0.02,0.04,-0.02,-0.02
768b28d0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
b825a650,0.0,0.73,0.24,33.3,0.73,0.24,0.0,0.0,24.1,0.0,0.0,0.0,0.05,0.05,0.05,-0.05,-0.05
b9fbae28,0.0,0.25,0.0,0.0,0.25,0.0,0.0,,8.5,0.0,0.0,0.0,0.03,0.03,0.12,-0.03,-0.03
0eac2f24,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1bd5735a,0.0,0.4,0.4,100.0,0.4,0.4,0.0,0.0,13.4,0.0,0.0,0.0,0.08,0.08,0.17,-0.08,-0.08
b0b902c8,0.0,0.97,0.32,33.3,0.96,0.32,0.0,0.0,19.8,0.0,0.0,0.0,0.06,0.06,0.07,-0.06,-0.06
3d50bcdb,0.61,2.24,1.02,45.5,2.24,1.02,0.27,0.6,14.0,0.0,0.0,0.0,0.29,0.29,0.13,0.33,0.33
dc52c72f,0.0,0.17,0.17,100.0,0.17,0.17,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
51dbeea9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
f25c8e3a,0.0,0.62,0.62,100.0,0.62,0.62,0.0,0.0,17.0,0.0,0.0,0.0,0.06,0.06,0.07,-0.06,-0.06
62d7ef38,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2fabebc0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
14e8fe86,0.28,0.56,0.0,0.0,0.55,0.0,0.0,,18.1,0.0,0.28,0.28,0.25,0.06,0.09,0.03,-0.06
862fa9fb,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
49296448,0.15,1.62,0.44,27.3,1.61,0.44,0.09,0.33,20.5,0.15,0.0,0.0,0.18,0.18,0.11,-0.03,-0.03
aef6e670,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
15fd5593,0.0,0.6,0.2,33.3,0.6,0.2,0.0,0.0,12.9,0.0,0.0,0.0,0.14,0.14,0.25,-0.14,-0.14
f4ceb85b,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
ca8033cb,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,15.5,0.0,0.0,0.0,0.05,0.05,0.03,-0.05,-0.05
4c3a6744,0.59,1.76,0.59,33.3,1.81,0.6,0.33,1.0,14.7,0.0,0.0,0.0,0.35,0.35,0.18,0.24,0.24
19a967ab,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
6747869d,0.0,2.22,0.67,30.0,2.21,0.66,0.0,0.0,14.8,0.0,0.0,0.0,0.2,0.2,0.09,-0.2,-0.2
9fc2531b,3.33,6.67,6.67,100.0,6.21,6.21,0.5,0.5,10.6,0.0,0.0,0.0,1.67,1.67,0.24,1.67,1.67
55126f3b,0.0,1.08,0.0,0.0,1.09,0.0,0.0,,22.7,0.0,0.0,0.0,0.03,0.03,0.03,-0.03,-0.03
eda40760,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,23.7,1.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
5ed9b537,0.0,0.57,0.19,33.3,0.57,0.19,0.0,0.0,7.5,0.0,0.0,0.0,0.06,0.06,0.11,-0.06,-0.06
f38cc3b3,0.0,0.67,0.0,0.0,0.67,0.0,0.0,,31.9,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
1f3afdcb,0.0,0.2,0.0,0.0,0.2,0.0,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
866c67e9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
4d1666ff,0.18,1.58,0.88,55.6,1.57,0.87,0.11,0.2,14.6,0.0,0.0,0.0,0.12,0.12,0.07,0.05,0.05
b79d8e93,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
79c0821a,0.0,1.04,0.0,0.0,1.05,0.0,0.0,,23.1,0.0,0.0,0.0,0.06,0.06,0.05,-0.06,-0.06
9d60028d,0.0,0.83,0.0,0.0,0.82,0.0,0.0,,22.0,0.0,0.0,0.0,0.08,0.08,0.12,-0.08,-0.08
8690eef7,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
496aeede,0.0,0.43,0.0,0.0,0.43,0.0,0.0,,15.5,0.0,0.0,0.0,0.03,0.03,0.06,-0.03,-0.03
43cd8b69,0.0,1.25,0.0,0.0,1.22,0.0,0.0,,59.2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
6ce1f46f,0.0,1.31,0.47,35.7,1.31,0.47,0.0,0.0,26.4,0.0,0.0,0.0,0.04,0.04,0.03,-0.04,-0.04
a802405e,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
580d52dd,0.0,0.75,0.0,0.0,0.75,0.0,0.0,,27.7,0.0,0.0,0.0,0.02,0.02,0.02,-0.02,-0.02
292a652a,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,10.0,0.0,0.0,0.0,0.1,0.1,0.12,-0.1,-0.1
c01f247a,0.0,0.25,0.25,100.0,0.25,0.25,0.0,0.0,17.8,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
df3cda47,0.0,2.0,0.67,33.3,2.01,0.67,0.0,0.0,15.1,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
41e7ef1c,0.0,0.95,0.48,50.0,0.95,0.48,0.0,0.0,16.2,0.0,0.0,0.0,0.12,0.12,0.12,-0.12,-0.12
d4e93bab,0.0,0.2,0.2,100.0,0.2,0.2,0.0,0.0,14.0,0.0,0.0,0.0,0.02,0.02,0.14,-0.02,-0.02
ebc56869,0.0,2.5,1.0,40.0,2.46,0.98,0.0,0.0,16.8,0.5,0.0,0.0,0.6,0.6,0.24,-0.6,-0.6
22798128,0.0,1.2,0.4,33.3,1.22,0.41,0.0,0.0,20.4,0.0,0.0,0.0,0.04,0.04,0.04,-0.04,-0.04
4aea5077,0.0,0.13,0.13,100.0,0.13,0.13,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
c283ddef,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
864db10a,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
8e034340,0.3,1.82,0.91,50.0,1.82,0.91,0.17,0.33,17.6,0.0,0.0,0.0,0.09,0.09,0.06,0.21,0.21
119b9a8e,0.0,0.32,0.0,0.0,0.32,0.0,0.0,,8.0,0.0,0.0,0.0,0.03,0.03,0.12,-0.03,-0.03
016ff750,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
02caf6e0,0.0,0.28,0.28,100.0,0.28,0.28,0.0,0.0,13.0,0.0,0.0,0.0,0.11,0.11,0.42,-0.11,-0.11
7cf431a5,0.0,2.08,0.0,0.0,2.11,0.0,0.0,,15.2,0.0,0.0,0.0,0.25,0.25,0.13,-0.25,-0.25
c4987edc,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
4c78b5ed,0.0,0.51,0.0,0.0,0.51,0.0,0.0,,18.6,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
4dbd0916,0.0,0.48,0.0,0.0,0.47,0.0,0.0,,3.6,0.0,0.0,0.0,0.14,0.14,0.26,-0.14,-0.14
4f28a6ff,0.0,0.16,0.0,0.0,0.16,0.0,0.0,,7.0,0.0,0.0,0.0,0.02,0.02,0.1,-0.02,-0.02
8d78e732,0.88,3.68,1.4,38.1,3.69,1.41,0.14,0.38,15.3,0.7,0.35,0.35,0.95,0.68,0.18,-0.07,-0.16
b1dae700,0.0,2.5,0.0,0.0,2.81,0.0,0.0,,21.0,0.0,0.0,0.0,0.25,0.25,0.06,-0.25,-0.25
d6e53a3a,0.0,0.22,0.0,0.0,0.22,0.0,0.0,,9.4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
f5deef4c,0.0,0.45,0.23,50.0,0.46,0.23,0.0,0.0,15.1,0.0,0.0,0.0,0.02,0.02,0.04,-0.02,-0.02
49b45985,1.25,1.25,1.25,100.0,1.3,1.3,1.0,1.0,7.2,0.0,0.0,0.0,0.12,0.12,0.07,1.12,1.12
02c15616,0.14,1.51,0.41,27.3,1.51,0.41,0.09,0.33,18.9,0.0,0.0,0.0,0.12,0.12,0.08,0.01,0.01
ed9f7cfe,0.0,0.71,0.48,66.7,0.71,0.47,0.0,0.0,21.0,0.0,0.0,0.0,0.02,0.02,0.04,-0.02,-0.02
1a2935f6,0.0,0.93,0.23,25.0,0.94,0.23,0.0,0.0,24.2,0.23,0.0,0.0,0.02,0.02,0.03,-0.02,-0.02
0176f037,0.0,1.46,0.0,0.0,1.46,0.0,0.0,,26.4,0.0,0.0,0.0,0.02,0.02,0.02,-0.02,-0.02
921f6058,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
520c318f,0.0,0.95,0.48,50.0,0.94,0.47,0.0,0.0,17.8,0.0,0.0,0.0,0.07,0.07,0.08,-0.07,-0.07
5eae500a,0.82,3.06,1.63,53.3,3.03,1.62,0.27,0.5,11.8,0.41,0.0,0.0,0.63,0.63,0.21,0.18,0.18
7fd58fe3,0.0,0.83,0.0,0.0,0.86,0.0,0.0,,18.4,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
22aba139,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
d4133fa1,0.0,0.34,0.0,0.0,0.34,0.0,0.0,,19.8,0.0,0.0,0.0,0.02,0.02,0.05,-0.02,-0.02
922da988,0.2,1.4,0.8,57.1,1.4,0.8,0.0,0.0,19.2,0.2,0.2,0.2,0.24,0.08,0.06,-0.04,-0.08
6d7e4b06,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
b088363d,0.0,0.45,0.0,0.0,0.46,0.0,0.0,,22.6,0.0,0.0,0.0,0.05,0.05,0.07,-0.05,-0.05
d8931174,0.0,0.6,0.0,0.0,0.6,0.0,0.0,,9.0,0.0,0.0,0.0,0.04,0.04,0.08,-0.04,-0.04
892d5bb1,0.44,2.78,1.11,40.0,2.77,1.11,0.12,0.3,15.6,0.11,0.11,0.11,0.5,0.41,0.15,-0.06,-0.08
73fc8cc3,0.0,4.0,1.0,25.0,4.14,1.03,0.0,0.0,18.8,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2
6853490f,0.0,2.59,0.74,28.6,2.6,0.74,0.0,0.0,22.9,0.0,0.0,0.0,0.11,0.11,0.04,-0.11,-0.11
48d5bd33,0.0,3.33,1.33,40.0,3.31,1.32,0.0,0.0,24.9,0.0,0.0,0.0,0.13,0.13,0.04,-0.13,-0.13
e27fdbca,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1d2d5cc8,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
c691bfe2,0.38,2.03,0.89,43.8,2.02,0.88,0.19,0.43,13.7,0.0,0.0,0.0,0.33,0.33,0.16,0.05,0.05
e54a9890,0.0,1.11,0.0,0.0,1.08,0.0,0.0,,28.2,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
603116a7,0.0,0.56,0.0,0.0,0.54,0.0,0.0,,26.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
853b7c48,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
05a84d52,0.24,1.71,1.1,64.3,1.7,1.09,0.14,0.22,15.2,0.0,0.0,0.0,0.29,0.29,0.17,-0.05,-0.05
f0da930c,0.27,1.35,0.27,20.0,1.34,0.27,0.2,1.0,11.7,0.0,0.0,0.0,0.05,0.05,0.03,0.22,0.22
5c4dc0ff,0.0,2.5,1.67,66.7,2.5,1.67,0.0,0.0,13.1,0.0,0.0,0.0,0.17,0.17,0.05,-0.17,-0.17
a3b0ed18,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
82a39b66,0.0,1.11,0.0,0.0,1.08,0.0,0.0,,19.9,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
c864997f,,,,,0.0,0.0,,,,,,,,,,,
9139bb12,0.0,0.64,0.21,33.3,0.63,0.21,0.0,0.0,16.9,0.0,0.0,0.0,0.13,0.13,0.19,-0.13,-0.13
d5f2f82b,0.33,0.88,0.33,37.5,0.88,0.33,0.38,1.0,8.6,0.0,0.0,0.0,0.26,0.26,0.31,0.07,0.07
8b788c01,0.43,1.49,0.43,28.6,1.48,0.42,0.14,0.5,15.2,0.0,0.21,0.21,0.43,0.26,0.18,0.0,-0.04
468fdbad,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
7f97771d,0.0,0.48,0.0,0.0,0.47,0.0,0.0,,6.0,0.0,0.0,0.0,0.14,0.14,0.27,-0.14,-0.14
f7036e1c,0.22,4.22,1.11,26.3,4.22,1.11,0.05,0.2,11.9,0.0,0.0,0.0,0.56,0.56,0.14,-0.33,-0.33
bac46a10,0.0,0.61,0.3,50.0,0.6,0.3,0.0,0.0,19.5,0.0,0.0,0.0,0.06,0.06,0.08,-0.06,-0.06
f3945e07,0.0,2.73,0.91,33.3,2.62,0.87,0.0,0.0,18.8,0.0,0.0,0.0,0.09,0.09,0.04,-0.09,-0.09
675b0427,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,16.5,0.0,0.0,0.0,0.06,0.06,0.05,-0.06,-0.06
d4535821,0.0,0.25,0.12,50.0,0.25,0.12,0.0,0.0,16.0,0.0,0.0,0.0,0.01,0.01,0.05,-0.01,-0.01
9d689a5b,0.0,0.62,0.0,0.0,0.63,0.0,0.0,,19.1,0.0,0.0,0.0,0.09,0.09,0.15,-0.09,-0.09
55abe554,0.0,0.34,0.0,0.0,0.34,0.0,0.0,,6.0,0.0,0.0,0.0,0.05,0.05,0.16,-0.05,-0.05
29733c72,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
eb7822d7,0.0,0.4,0.0,0.0,0.41,0.0,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
b217ef29,0.0,0.53,0.0,0.0,0.52,0.0,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
1adcf39e,0.0,0.3,0.3,100.0,0.3,0.3,0.0,0.0,8.0,0.0,0.0,0.0,0.06,0.06,0.15,-0.06,-0.06
0e6bc38c,0.93,2.79,1.63,58.3,2.82,1.64,0.33,0.57,12.0,0.0,0.0,0.0,0.47,0.47,0.17,0.47,0.47
005ca692,0.0,0.49,0.0,0.0,0.49,0.0,0.0,,20.7,0.0,0.0,0.0,0.02,0.02,0.04,-0.02,-0.02
b74277a0,0.19,1.7,0.75,44.4,1.7,0.75,0.11,0.25,22.0,0.0,0.0,0.0,0.09,0.09,0.05,0.09,0.09
42fd9c7f,0.8,2.9,1.2,41.4,2.9,1.2,0.21,0.5,15.4,0.0,0.2,0.2,0.61,0.46,0.16,0.19,0.14
e76cb9cc,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
01c3aff5,0.22,1.11,0.67,60.0,1.12,0.67,0.2,0.33,13.7,0.0,0.0,0.0,0.16,0.16,0.14,0.07,0.07
d93c2511,0.0,1.58,0.53,33.3,1.57,0.52,0.0,0.0,13.7,0.0,0.0,0.0,0.08,0.08,0.04,-0.08,-0.08
0a6dbbf7,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
48b3dd60,0.0,0.81,0.0,0.0,0.81,0.0,0.0,,24.3,0.0,0.0,0.0,0.03,0.03,0.03,-0.03,-0.03
5271c8f1,0.0,1.11,0.0,0.0,1.17,0.0,0.0,,27.5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
33887998,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
3cefcaef,0.09,0.56,0.28,50.0,0.56,0.28,0.17,0.33,17.8,0.0,0.0,0.0,0.03,0.03,0.04,0.07,0.07
d70ce98e,0.83,5.33,2.5,46.9,5.33,2.5,0.03,0.07,22.3,1.33,0.67,0.83,1.05,0.42,0.08,-0.22,-0.25
e162b013,0.0,0.51,0.0,0.0,0.52,0.0,0.0,,15.6,0.0,0.0,0.0,0.13,0.13,0.26,-0.13,-0.13
d436eb94,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
4e6dbac4,0.0,1.54,0.77,50.0,1.54,0.77,0.0,0.0,20.5,0.0,0.0,0.0,0.15,0.15,0.1,-0.15,-0.15
2784f898,0.0,0.19,0.0,0.0,0.19,0.0,0.0,,28.2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
2f90f6b8,0.0,1.25,0.25,20.0,1.24,0.25,0.0,0.0,21.3,0.0,0.0,0.0,0.05,0.05,0.05,-0.05,-0.05
f833a830,0.0,1.43,0.95,66.7,1.45,0.97,0.0,0.0,16.5,0.0,0.0,0.0,0.19,0.19,0.12,-0.19,-0.19
056269d7,0.0,0.74,0.0,0.0,0.74,0.0,0.0,,6.4,0.0,0.0,0.0,0.04,0.04,0.05,-0.04,-0.04
a9aa0d1d,3.33,3.33,3.33,100.0,3.75,3.75,1.0,1.0,17.7,0.0,0.0,0.0,0.33,0.33,0.07,3.0,3.0
807e869a,0.59,0.98,0.39,40.0,0.99,0.39,0.2,0.5,22.1,0.0,0.39,0.39,0.43,0.14,0.14,0.16,0.06
6025fab1,0.1,1.19,0.3,25.0,1.18,0.3,0.08,0.33,21.8,0.0,0.0,0.0,0.08,0.08,0.06,0.02,0.02
b62878a5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
608f2092,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
c43e5e7e,0.0,1.11,0.56,50.0,1.13,0.57,0.0,0.0,17.0,0.0,0.0,0.0,0.06,0.06,0.07,-0.06,-0.06
129af0db,0.91,2.73,1.67,61.1,2.71,1.66,0.33,0.55,14.1,0.0,0.0,0.0,0.47,0.47,0.17,0.44,0.44
5fd5e542,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
f4c69aa6,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
dfb50e5c,0.0,1.82,0.0,0.0,1.83,0.0,0.0,,19.3,0.0,0.0,0.0,0.18,0.18,0.1,-0.18,-0.18
6ce43701,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
9674002f,0.24,1.43,0.48,33.3,1.43,0.48,0.17,0.5,15.8,0.0,0.0,0.0,0.21,0.21,0.15,0.02,0.02
90463dba,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,28.5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
ac73ec79,0.16,0.66,0.33,50.0,0.66,0.33,0.25,0.5,13.5,0.0,0.0,0.0,0.05,0.05,0.07,0.11,0.11
3c6089ab,0.29,1.57,0.86,54.5,1.57,0.86,0.09,0.17,13.2,0.0,0.14,0.14,0.3,0.19,0.12,-0.01,-0.04
eb2fe5b6,0.77,2.82,1.54,54.5,2.84,1.55,0.27,0.5,18.0,0.26,0.0,0.0,0.36,0.36,0.13,0.41,0.41
0cadc46d,0.0,2.5,0.5,20.0,2.47,0.49,0.0,0.0,14.0,0.0,0.0,0.0,0.3,0.3,0.13,-0.3,-0.3
91899ca8,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
dca7b0fb,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2c0558b8,0.38,0.77,0.38,50.0,0.77,0.38,0.5,1.0,18.3,0.0,0.0,0.0,0.04,0.04,0.07,0.35,0.35
1d5cab82,0.0,2.41,1.21,50.0,2.43,1.21,0.0,0.0,17.4,0.0,0.0,0.0,0.28,0.28,0.12,-0.28,-0.28
30d4a2e5,0.0,0.26,0.0,0.0,0.25,0.0,0.0,,23.6,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
c459a650,0.0,1.05,0.53,50.0,1.03,0.52,0.0,0.0,17.2,0.0,0.0,0.0,0.11,0.11,0.1,-0.11,-0.11
2946f9a1,0.0,0.62,0.25,40.0,0.62,0.25,0.0,0.0,9.3,0.0,0.0,0.0,0.04,0.04,0.06,-0.04,-0.04
4b6960d2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1f9328da,,,,,0.0,0.0,,,,,,,,,,,
be60b6f4,0.0,1.25,0.0,0.0,1.23,0.0,0.0,,23.6,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
3f10bd22,0.0,0.39,0.39,100.0,0.39,0.39,0.0,0.0,19.6,0.0,0.0,0.0,0.02,0.02,0.04,-0.02,-0.02
ecada4fc,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
bcfc4473,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
4f1e6a0b,0.29,1.47,0.59,40.0,1.45,0.58,0.2,0.5,15.9,0.0,0.0,0.0,0.15,0.15,0.1,0.15,0.15
0880e10b,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
a9dc785c,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
8778c910,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
36a59ba4,0.0,1.28,0.51,40.0,1.29,0.52,0.0,0.0,23.1,0.0,0.0,0.0,0.1,0.1,0.08,-0.1,-0.1
69384e5d,0.72,3.61,1.93,53.3,3.63,1.94,0.17,0.31,18.0,0.48,0.12,0.12,0.61,0.52,0.14,0.11,0.08
36a79857,0.2,2.35,0.59,25.0,2.37,0.59,0.08,0.33,21.3,0.0,0.0,0.0,0.18,0.18,0.07,0.02,0.02
2054d037,0.0,5.45,0.91,16.7,5.4,0.9,0.0,0.0,16.2,0.0,0.0,0.0,0.45,0.45,0.08,-0.45,-0.45
c14bc029,0.0,1.18,0.2,16.7,1.17,0.2,0.0,0.0,25.8,0.0,0.0,0.0,0.04,0.04,0.03,-0.04,-0.04
39769cff,0.0,0.8,0.0,0.0,0.8,0.0,0.0,,15.8,0.0,0.0,0.0,0.04,0.04,0.05,-0.04,-0.04
