Player,Gls,Stan Sh,Stan SoT,Stan SoT%,Stan Sh/90,Stan SoT/90,Stan G/Sh,Stan G/SoT,Stan Dist,Stan FK,Perf PK,Perf PKatt,Expe xG,Expe npxG,Expe npxG/Sh,Expe G-xG,Expe np:G-xG
41f0b196,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
5d0e0a1f,0.0,1.11,0.37,33.3,1.12,0.37,0.0,0.0,22.3,0.0,0.0,0.0,0.04,0.04,0.04,-0.04,-0.04
f315ca93,0.0,1.43,0.0,0.0,1.38,0.0,0.0,,18.8,0.0,0.0,0.0,0.07,0.07,0.03,-0.07,-0.07
f7e87032,0.43,1.7,1.28,75.0,1.71,1.28,0.13,0.17,15.1,0.21,0.21,0.21,0.64,0.47,0.28,-0.21,-0.26
2baec6ce,0.0,0.43,0.0,0.0,0.44,0.0,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
ed140063,0.17,1.03,0.52,50.0,1.03,0.52,0.17,0.33,18.7,0.52,0.0,0.0,0.09,0.09,0.08,0.09,0.09
1a799243,0.0,1.5,0.5,33.3,1.5,0.5,0.0,0.0,20.2,0.0,0.0,0.0,0.05,0.05,0.03,-0.05,-0.05
3eed9821,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
d248cd8f,0.0,0.6,0.3,50.0,0.6,0.3,0.0,0.0,15.0,0.0,0.0,0.0,0.01,0.01,0.03,-0.01,-0.01
b997c3de,0.12,1.08,0.12,11.1,1.09,0.12,0.11,1.0,20.5,0.0,0.0,0.0,0.06,0.06,0.06,0.06,0.06
9ddb85e8,0.0,2.8,0.8,28.6,2.81,0.8,0.0,0.0,20.7,0.8,0.0,0.0,0.16,0.16,0.06,-0.16,-0.16
01da7812,0.37,0.74,0.74,100.0,0.74,0.74,0.5,0.5,12.1,0.0,0.0,0.0,0.11,0.11,0.16,0.26,0.26
7b456af7,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
7a4cea18,0.0,1.79,0.71,40.0,1.76,0.7,0.0,0.0,14.2,0.0,0.0,0.0,0.29,0.29,0.15,-0.29,-0.29
9778d8dd,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
0959c2a2,0.0,0.74,0.0,0.0,0.73,0.0,0.0,,21.5,0.0,0.0,0.0,0.04,0.04,0.05,-0.04,-0.04
21453b2e,,,,,0.0,0.0,,,,,,,,,,,
2bf50b37,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
392a7aea,0.51,1.02,0.51,50.0,1.02,0.51,0.17,0.33,17.6,0.0,0.34,0.34,0.34,0.08,0.09,0.17,0.08
9f8e9423,0.0,0.33,0.11,33.3,0.33,0.11,0.0,0.0,8.7,0.0,0.0,0.0,0.02,0.02,0.05,-0.02,-0.02
467bae22,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,13.6,0.0,0.0,0.0,0.2,0.2,0.08,-0.2,-0.2
fd51b456,0.0,1.12,0.0,0.0,1.13,0.0,0.0,,17.5,0.0,0.0,0.0,0.11,0.11,0.1,-0.11,-0.11
2ebc1b44,0.0,1.25,0.62,50.0,1.25,0.62,0.0,0.0,17.8,0.0,0.0,0.0,0.16,0.16,0.11,-0.16,-0.16
1467af0d,0.0,0.54,0.0,0.0,0.54,0.0,0.0,,18.7,0.0,0.0,0.0,0.02,0.02,0.04,-0.02,-0.02
f5f2ec59,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
67cdbc0e,0.0,1.25,0.0,0.0,1.26,0.0,0.0,,20.8,0.0,0.0,0.0,0.09,0.09,0.07,-0.09,-0.09
6412cc03,0.56,1.11,0.56,50.0,1.13,0.56,0.5,1.0,18.0,0.0,0.0,0.0,0.28,0.28,0.24,0.28,0.28
c7069d87,0.0,1.16,0.0,0.0,1.17,0.0,0.0,,22.3,0.0,0.0,0.0,0.07,0.07,0.06,-0.07,-0.07
b937e490,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
da1185fc,0.21,4.04,1.28,31.6,4.04,1.28,0.05,0.17,20.2,0.21,0.0,0.0,0.3,0.3,0.07,-0.09,-0.09
d4f034db,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
db750822,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
e4d5e2ae,,,,,0.0,0.0,,,,,,,,,,,
c24544c7,0.18,1.75,0.53,30.0,1.74,0.52,0.1,0.33,16.0,0.18,0.0,0.0,0.28,0.28,0.16,-0.11,-0.11
d0d8dd44,0.0,0.33,0.0,0.0,0.33,0.0,0.0,,9.0,0.0,0.0,0.0,0.03,0.03,0.08,-0.03,-0.03
d2795011,0.0,1.43,0.95,66.7,1.45,0.97,0.0,0.0,18.6,0.0,0.0,0.0,0.05,0.05,0.02,-0.05,-0.05
86dd77d1,0.0,0.18,0.09,50.0,0.18,0.09,0.0,0.0,29.4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
9e525177,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
5da33b33,0.43,2.17,0.87,40.0,2.2,0.88,0.2,0.5,16.1,0.0,0.0,0.0,0.13,0.13,0.06,0.3,0.3
33b11df6,0.0,1.88,1.25,66.7,1.91,1.28,0.0,0.0,25.9,0.0,0.0,0.0,0.06,0.06,0.03,-0.06,-0.06
b69261a0,0.42,0.83,0.42,50.0,0.84,0.42,0.5,1.0,25.9,0.42,0.0,0.0,0.04,0.04,0.05,0.38,0.38
49fe9070,0.44,2.44,1.22,50.0,2.44,1.22,0.05,0.09,14.3,0.0,0.33,0.33,0.73,0.46,0.19,-0.29,-0.34
eb58eef0,0.0,0.75,0.12,16.7,0.75,0.13,0.0,0.0,20.5,0.0,0.0,0.0,0.09,0.09,0.12,-0.09,-0.09
5e74d6c8,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
dd323728,0.0,0.95,0.0,0.0,0.95,0.0,0.0,,17.6,0.0,0.0,0.0,0.05,0.05,0.06,-0.05,-0.05
012c975a,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
5dfc6ad5,0.25,1.0,0.5,50.0,0.99,0.5,0.25,0.5,21.3,0.0,0.0,0.0,0.05,0.05,0.04,0.2,0.2
4b803b3c,0.0,0.7,0.0,0.0,0.7,0.0,0.0,,20.2,0.0,0.0,0.0,0.02,0.02,0.02,-0.02,-0.02
be42a291,0.0,2.22,1.11,50.0,2.14,1.07,0.0,0.0,21.6,0.0,0.0,0.0,0.22,0.22,0.08,-0.22,-0.22
be927d03,0.0,0.65,0.0,0.0,0.65,0.0,0.0,,20.8,0.0,0.0,0.0,0.02,0.02,0.03,-0.02,-0.02
88968486,0.0,0.33,0.0,0.0,0.33,0.0,0.0,,9.0,0.0,0.0,0.0,0.02,0.02,0.06,-0.02,-0.02
a4effc55,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
384d58d9,0.0,0.31,0.0,0.0,0.31,0.0,0.0,,30.1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
d3de9af0,0.52,3.97,2.07,52.2,3.97,2.07,0.13,0.25,14.0,0.0,0.0,0.0,0.76,0.76,0.19,-0.24,-0.24
ed87a229,0.0,2.5,0.83,33.3,2.6,0.87,0.0,0.0,15.4,0.0,0.0,0.0,0.42,0.42,0.15,-0.42,-0.42
ed2b33cb,0.0,1.11,0.0,0.0,1.08,0.0,0.0,,24.7,0.0,0.0,0.0,0.06,0.06,0.04,-0.06,-0.06
833a8fbc,0.0,0.17,0.0,0.0,0.17,0.0,0.0,,12.2,0.0,0.0,0.0,0.02,0.02,0.05,-0.02,-0.02
51cf8561,0.0,0.77,0.46,60.0,0.77,0.46,0.0,0.0,22.5,0.15,0.0,0.0,0.06,0.06,0.09,-0.06,-0.06
028e70b9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
6622454d,0.51,3.33,2.05,61.5,3.35,2.06,0.15,0.25,18.6,0.26,0.0,0.0,0.36,0.36,0.11,0.15,0.15
ce4246f5,0.0,0.2,0.2,100.0,0.2,0.2,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
adfbe1f5,0.0,1.86,0.0,0.0,1.86,0.0,0.0,,21.8,0.0,0.0,0.0,0.09,0.09,0.05,-0.09,-0.09
79300479,0.0,1.33,1.33,100.0,1.35,1.35,0.0,0.0,20.5,0.0,0.0,0.0,0.07,0.07,0.04,-0.07,-0.07
