Player,Age,90s,mv,DF,FW,GK,MF,Tack Tkl,Tack TklW,Tack Def 3rd,Tack Mid 3rd,Tack Att 3rd,Vs D Tkl,Vs D Att,Vs D Tkl%,Vs D Past,Pres Press,Pres Succ,Pres %,Pres Def 3rd,Pres Mid 3rd,Pres Att 3rd,Bloc Blocks,Bloc Sh,Bloc ShSv,Bloc Pass,Int,Tkl+Int,Clr,Err,Tota Cmp,Tota Att,Tota Cmp%,Tota TotDist,Tota PrgDist,Shor Cmp,Shor Att,Shor Cmp%,Medi Cmp,Medi Att,Medi Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Gls,Stan Sh,Stan SoT,Stan SoT%,Stan Sh/90,Stan SoT/90,Stan G/Sh,Stan G/SoT,Stan Dist,Stan FK,Perf PK,Perf PKatt_x,Expe xG,Expe npxG,Expe npxG/Sh,Expe G-xG,Expe np:G-xG,Play MP,Play Starts,Play Min,Perf GA,Perf GA90,Perf SoTA,Perf Saves,Perf Save%,W,D,L,Perf CS,Perf CS%,Perf PKatt_y,Pena PKA,Pena PKsv,Pena PKm,Pena Save%
b79d8e93,26,1.9,800000,1,0,0,0,3.16,1.58,2.63,0.0,0.53,1.58,2.63,60.0,1.05,9.47,2.63,27.8,8.42,0.53,0.53,0.53,0.53,0.0,0.0,1.05,4.21,4.74,0.0,63.68,72.63,87.7,1346.84,429.47,15.26,17.89,85.3,40.0,41.58,96.2,7.89,12.63,32.89,0.0,0.0,0.0,0.0,1.58,0.0,0.0,3.68,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
79c0821a,26,6.7,45000000,0,0,0,1,2.09,1.49,0.9,1.19,0.0,0.9,2.39,37.5,1.49,14.63,5.37,36.7,4.93,7.16,2.54,1.49,0.0,0.0,1.49,0.9,2.99,1.19,0.15,60.45,67.76,89.2,1125.37,247.91,24.93,26.72,93.3,26.42,28.96,91.2,7.91,9.85,11.99,0.15,0.13,0.01,1.19,7.01,0.9,0.0,4.48,0.0,1.04,0.0,0.0,1.05,0.0,0.0,,23.1,0.0,0.0,0.0,0.06,0.06,0.05,-0.06,-0.06,,,,,,,,,,,,,,,,,,
9d60028d,24,2.4,5000000,0,0,0,1,0.83,0.83,0.42,0.42,0.0,0.42,0.83,50.0,0.42,7.92,2.92,36.8,1.67,3.75,2.5,0.42,0.0,0.0,0.42,0.0,0.83,1.25,0.0,29.17,32.92,88.6,559.58,96.25,12.5,13.75,90.9,10.0,11.25,88.9,5.0,5.83,35.71,0.0,0.04,-0.04,0.83,2.08,0.0,0.0,1.25,0.0,0.83,0.0,0.0,0.82,0.0,0.0,,22.0,0.0,0.0,0.0,0.08,0.08,0.12,-0.08,-0.08,,,,,,,,,,,,,,,,,,
8690eef7,23,0.6,1300000,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,1.67,26.67,10.0,37.5,1.67,18.33,6.67,3.33,0.0,0.0,3.33,0.0,0.0,1.67,0.0,18.33,30.0,61.1,196.67,68.33,15.0,21.67,69.2,3.33,8.33,40.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.67,1.67,0.0,3.33,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
496aeede,29,6.9,7000000,0,0,0,1,1.3,0.87,0.58,0.72,0.0,0.72,4.06,17.9,3.33,16.96,3.77,22.2,6.09,8.55,2.32,2.61,0.58,0.0,2.03,1.88,3.19,0.87,0.0,52.46,57.68,91.0,826.52,201.74,28.84,29.86,96.6,19.57,21.59,90.6,3.19,4.64,9.97,0.0,0.0,0.0,0.14,2.75,0.58,0.0,2.61,0.0,0.43,0.0,0.0,0.43,0.0,0.0,,15.5,0.0,0.0,0.0,0.03,0.03,0.06,-0.03,-0.03,,,,,,,,,,,,,,,,,,
43cd8b69,27,0.8,4000000,0,1,0,0,1.25,0.0,0.0,0.0,1.25,0.0,0.0,,0.0,18.75,1.25,6.7,0.0,7.5,11.25,1.25,0.0,0.0,1.25,0.0,1.25,2.5,0.0,5.0,7.5,66.7,47.5,0.0,3.75,6.25,60.0,1.25,1.25,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,1.22,0.0,0.0,,59.2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,
6ce1f46f,30,10.7,40000000,0,0,0,1,1.78,1.12,0.93,0.75,0.09,0.75,2.71,27.6,1.96,18.6,4.77,25.6,4.77,10.37,3.46,1.59,0.19,0.0,1.4,1.21,2.99,0.28,0.0,89.44,99.35,90.0,1938.32,549.35,33.27,34.95,95.2,36.26,38.69,93.7,18.88,23.64,7.46,0.19,0.18,0.01,2.62,12.06,0.84,0.09,9.16,0.0,1.31,0.47,35.7,1.31,0.47,0.0,0.0,26.4,0.0,0.0,0.0,0.04,0.04,0.03,-0.04,-0.04,,,,,,,,,,,,,,,,,,
a802405e,22,1.8,1500000,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,3.33,7.78,1.67,21.4,3.33,3.33,1.11,3.33,0.0,0.0,3.33,2.78,2.78,1.67,0.0,28.89,42.22,68.4,435.56,195.56,15.56,18.89,82.4,8.33,12.22,68.2,2.78,7.22,21.39,0.0,0.0,0.0,0.0,0.56,1.11,0.56,1.11,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
580d52dd,30,4.0,15000000,0,0,0,1,1.0,0.75,0.75,0.25,0.0,0.25,1.5,16.7,1.25,13.25,4.0,30.2,7.0,4.5,1.75,1.25,0.25,0.0,1.0,1.0,2.0,1.5,0.0,36.0,45.25,79.6,766.25,230.5,13.25,16.25,81.5,15.0,19.0,78.9,7.25,8.25,21.98,0.0,0.02,-0.02,0.5,2.75,0.25,0.0,3.25,0.0,0.75,0.0,0.0,0.75,0.0,0.0,,27.7,0.0,0.0,0.0,0.02,0.02,0.02,-0.02,-0.02,,,,,,,,,,,,,,,,,,
292a652a,29,1.0,4000000,1,0,0,0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,16.0,6.0,37.5,8.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,66.0,78.0,84.6,1595.0,588.0,10.0,12.0,83.3,40.0,41.0,97.6,16.0,24.0,66.7,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,10.0,0.0,0.0,0.0,0.1,0.1,0.12,-0.1,-0.1,,,,,,,,,,,,,,,,,,
c01f247a,22,4.0,2500000,0,0,0,1,3.25,1.25,1.75,1.0,0.5,1.5,4.5,33.3,3.0,24.5,7.5,30.6,15.75,7.5,1.25,2.75,0.75,0.0,2.0,2.5,5.75,1.75,0.0,27.0,34.75,77.7,519.25,189.75,11.75,14.0,83.9,11.25,14.25,78.9,3.75,5.5,17.05,0.0,0.0,0.0,0.25,3.0,0.0,0.0,3.5,0.0,0.25,0.25,100.0,0.25,0.25,0.0,0.0,17.8,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,
df3cda47,20,3.0,40000000,0,1,0,1,2.0,1.33,1.33,0.67,0.0,0.0,2.33,0.0,2.33,18.67,5.0,26.8,4.0,8.0,6.67,1.67,0.33,0.0,1.33,1.0,3.0,0.0,0.0,20.33,29.67,68.5,335.33,93.67,11.67,16.0,72.9,7.0,8.0,87.5,1.33,3.33,13.33,0.33,0.03,0.3,0.67,1.0,1.0,0.0,3.0,0.0,2.0,0.67,33.3,2.01,0.67,0.0,0.0,15.1,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,,,,,,,,,,,,,,,,,,
41e7ef1c,27,4.2,12000000,1,0,0,0,2.86,1.9,1.67,0.71,0.48,1.67,3.1,53.8,1.43,12.62,3.33,26.4,5.24,5.0,2.38,2.14,0.0,0.0,2.14,0.95,3.81,2.86,0.0,43.33,54.05,80.2,648.1,266.19,25.71,27.62,93.1,14.76,19.05,77.5,1.67,3.57,11.12,0.0,0.02,-0.02,0.71,1.9,0.95,0.24,3.33,0.0,0.95,0.48,50.0,0.95,0.48,0.0,0.0,16.2,0.0,0.0,0.0,0.12,0.12,0.12,-0.12,-0.12,,,,,,,,,,,,,,,,,,
d4e93bab,27,4.9,8000000,0,1,0,1,2.45,2.04,1.63,0.61,0.2,0.41,1.84,22.2,1.43,19.39,6.94,35.8,5.1,9.8,4.49,1.43,0.2,0.0,1.22,0.41,2.86,0.82,0.0,44.9,53.27,84.3,715.92,160.82,24.08,26.94,89.4,16.94,20.0,84.7,2.65,3.88,13.96,0.0,0.0,0.0,0.2,4.29,0.82,0.2,3.47,0.0,0.2,0.2,100.0,0.2,0.2,0.0,0.0,14.0,0.0,0.0,0.0,0.02,0.02,0.14,-0.02,-0.02,,,,,,,,,,,,,,,,,,
ebc56869,27,2.0,4000000,0,1,0,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,12.5,5.0,40.0,1.5,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,37.0,75.7,455.0,127.0,17.0,19.0,89.5,7.0,9.0,77.8,3.0,7.0,21.45,0.0,0.0,0.0,0.0,2.5,2.0,0.5,3.0,0.0,2.5,1.0,40.0,2.46,0.98,0.0,0.0,16.8,0.5,0.0,0.0,0.6,0.6,0.24,-0.6,-0.6,,,,,,,,,,,,,,,,,,
22798128,23,2.5,2000000,0,0,0,1,3.2,2.0,2.0,1.2,0.0,1.2,2.4,50.0,1.2,23.2,6.4,27.6,8.8,14.0,0.4,1.2,0.4,0.0,0.8,0.8,4.0,0.4,0.0,33.6,41.6,80.8,627.2,167.6,12.4,16.0,77.5,16.4,18.8,87.2,4.0,5.2,30.76,0.4,0.04,0.36,0.8,2.4,0.4,0.0,4.0,0.0,1.2,0.4,33.3,1.22,0.41,0.0,0.0,20.4,0.0,0.0,0.0,0.04,0.04,0.04,-0.04,-0.04,,,,,,,,,,,,,,,,,,
4aea5077,27,7.6,12500000,1,0,0,0,3.29,1.84,1.58,1.18,0.53,1.84,2.76,66.7,0.92,19.08,4.34,22.8,6.84,9.87,2.37,2.24,0.39,0.0,1.84,1.45,4.74,3.16,0.0,34.61,45.66,75.8,622.89,273.68,15.79,18.16,87.0,14.87,17.76,83.7,3.68,7.89,6.14,0.13,0.05,0.08,0.53,2.24,1.32,0.39,4.21,0.0,0.13,0.13,100.0,0.13,0.13,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,
c283ddef,23,0.1,6000000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,60.0,83.3,1210.0,110.0,20.0,20.0,100.0,20.0,30.0,66.7,10.0,10.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
864db10a,29,0.1,800000,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,60.0,70.0,85.7,820.0,360.0,40.0,40.0,100.0,20.0,30.0,66.7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
8e034340,21,3.3,22000000,0,1,0,1,1.21,0.0,0.0,0.91,0.3,0.0,0.61,0.0,0.61,11.82,1.21,10.3,2.73,6.06,3.03,0.91,0.0,0.0,0.91,0.91,2.12,0.61,0.0,36.36,45.15,80.5,550.61,166.97,21.21,22.42,94.6,11.21,14.24,78.7,2.73,5.15,16.03,0.3,0.12,0.18,1.21,1.82,2.12,0.3,5.76,0.3,1.82,0.91,50.0,1.82,0.91,0.17,0.33,17.6,0.0,0.0,0.0,0.09,0.09,0.06,0.21,0.21,,,,,,,,,,,,,,,,,,
119b9a8e,26,3.1,45000000,1,0,0,0,0.65,0.32,0.65,0.0,0.0,0.32,0.65,50.0,0.32,4.19,0.97,23.1,1.29,2.26,0.65,0.32,0.32,0.0,0.0,0.65,1.29,2.9,0.32,95.81,101.94,94.0,2047.42,617.42,28.06,29.03,96.7,51.29,53.23,96.4,16.45,19.68,26.97,0.0,0.0,0.0,0.0,9.03,0.32,0.0,4.52,0.0,0.32,0.0,0.0,0.32,0.0,0.0,,8.0,0.0,0.0,0.0,0.03,0.03,0.12,-0.03,-0.03,,,,,,,,,,,,,,,,,,
016ff750,24,2.7,10000000,1,1,0,0,2.22,1.48,1.11,1.11,0.0,0.74,1.48,50.0,0.74,15.56,3.7,23.8,5.56,7.41,2.59,2.59,0.37,0.0,2.22,0.74,2.96,0.74,0.0,35.93,42.59,84.3,538.15,158.15,19.63,22.22,88.3,11.85,13.7,86.5,2.59,4.44,21.59,0.37,0.19,0.19,0.74,0.37,0.74,0.37,2.22,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
02caf6e0,26,3.6,21000000,1,0,0,0,1.39,0.56,0.0,1.11,0.28,0.56,1.39,40.0,0.83,8.06,2.5,31.0,2.22,3.89,1.94,0.83,0.0,0.0,0.83,0.56,1.94,0.28,0.0,28.89,38.33,75.4,478.61,121.67,13.89,16.11,86.2,11.94,15.28,78.2,2.22,3.33,18.53,0.0,0.0,0.0,0.0,0.28,0.28,0.28,0.28,0.0,0.28,0.28,100.0,0.28,0.28,0.0,0.0,13.0,0.0,0.0,0.0,0.11,0.11,0.42,-0.11,-0.11,,,,,,,,,,,,,,,,,,
7cf431a5,24,2.4,4000000,0,1,0,1,1.25,0.83,0.83,0.42,0.0,0.83,2.08,40.0,1.25,15.42,4.58,29.7,5.42,7.08,2.92,1.25,0.0,0.0,1.25,0.83,2.08,1.25,0.0,24.17,35.0,69.0,474.58,73.33,9.58,11.67,82.1,9.58,12.08,79.3,4.17,7.08,24.5,0.0,0.04,-0.04,0.42,2.5,0.0,0.0,2.08,0.0,2.08,0.0,0.0,2.11,0.0,0.0,,15.2,0.0,0.0,0.0,0.25,0.25,0.13,-0.25,-0.25,,,,,,,,,,,,,,,,,,
c4987edc,21,2.0,10000000,1,0,0,0,2.0,1.5,1.5,0.5,0.0,0.5,0.5,100.0,0.0,5.5,2.0,36.4,3.5,1.5,0.5,2.0,1.5,0.0,0.5,2.0,4.0,4.0,0.0,37.0,41.5,89.2,857.0,252.0,7.5,8.0,93.8,23.5,24.5,95.9,6.0,8.5,35.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
4c78b5ed,33,3.9,3500000,0,0,0,1,2.31,1.54,1.54,0.77,0.0,0.0,2.56,0.0,2.56,14.87,4.87,32.8,9.49,5.13,0.26,1.28,0.0,0.0,1.28,2.05,4.36,1.79,0.0,55.13,60.77,90.7,1025.13,310.77,21.03,23.33,90.1,27.44,28.21,97.3,5.9,7.69,19.67,0.26,0.03,0.23,0.51,5.9,0.0,0.0,4.62,0.0,0.51,0.0,0.0,0.51,0.0,0.0,,18.6,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,
4dbd0916,24,2.1,25000000,1,0,0,1,2.38,0.95,0.95,1.43,0.0,1.9,3.33,57.1,1.43,26.19,7.62,29.1,7.62,10.48,8.1,2.86,0.0,0.0,2.86,0.48,2.86,0.48,0.0,41.43,56.19,73.7,789.05,187.62,19.05,21.9,87.0,16.67,22.86,72.9,5.24,8.57,29.1,0.48,0.19,0.29,1.9,2.38,1.43,0.48,2.86,0.0,0.48,0.0,0.0,0.47,0.0,0.0,,3.6,0.0,0.0,0.0,0.14,0.14,0.26,-0.14,-0.14,,,,,,,,,,,,,,,,,,
4f28a6ff,25,6.2,25000000,1,0,0,0,0.97,0.81,0.32,0.48,0.16,0.16,1.29,12.5,1.13,8.23,3.23,39.2,4.03,3.55,0.65,0.16,0.0,0.0,0.16,0.97,1.94,2.1,0.0,74.84,80.16,93.4,1445.81,491.29,24.68,25.65,96.2,41.45,43.39,95.5,8.06,10.16,12.81,0.0,0.0,0.0,0.16,6.94,0.0,0.0,4.52,0.0,0.16,0.0,0.0,0.16,0.0,0.0,,7.0,0.0,0.0,0.0,0.02,0.02,0.1,-0.02,-0.02,,,,,,,,,,,,,,,,,,
8d78e732,31,5.7,60000000,0,1,0,0,0.35,0.35,0.18,0.0,0.18,0.18,0.7,25.0,0.53,11.05,3.68,33.3,0.53,3.51,7.02,0.35,0.18,0.0,0.18,0.18,0.53,0.35,0.0,18.6,23.86,77.9,282.46,49.65,11.05,13.33,82.9,5.96,7.19,82.9,1.23,1.58,13.65,0.0,0.07,-0.07,1.23,1.23,0.53,0.0,1.58,0.88,3.68,1.4,38.1,3.69,1.41,0.14,0.38,15.3,0.7,0.35,0.35,0.95,0.68,0.18,-0.07,-0.16,,,,,,,,,,,,,,,,,,
b1dae700,22,0.4,2000000,0,1,0,1,2.5,2.5,0.0,2.5,0.0,2.5,7.5,33.3,5.0,27.5,7.5,27.3,7.5,15.0,5.0,2.5,0.0,0.0,2.5,0.0,2.5,0.0,0.0,15.0,17.5,85.7,247.5,95.0,7.5,7.5,100.0,7.5,7.5,100.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,5.0,0.0,2.5,0.0,0.0,2.81,0.0,0.0,,21.0,0.0,0.0,0.0,0.25,0.25,0.06,-0.25,-0.25,,,,,,,,,,,,,,,,,,
d6e53a3a,20,4.5,75000000,1,0,0,0,1.78,0.89,0.89,0.89,0.0,0.89,1.11,80.0,0.22,7.33,2.44,33.3,3.56,3.33,0.44,2.0,1.33,0.0,0.67,0.22,2.0,4.22,0.0,71.11,77.56,91.7,1500.44,443.11,20.22,21.78,92.9,39.11,41.11,95.1,11.56,14.22,18.07,0.0,0.0,0.0,0.22,7.33,0.44,0.0,3.11,0.0,0.22,0.0,0.0,0.22,0.0,0.0,,9.4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,
f5deef4c,26,4.4,24000000,1,0,0,0,0.68,0.23,0.68,0.0,0.0,0.45,0.68,66.7,0.23,6.59,2.27,34.5,3.18,3.41,0.0,1.59,0.91,0.0,0.68,0.45,1.14,4.09,0.0,40.23,45.0,89.4,901.59,252.95,9.55,10.68,89.4,23.41,24.77,94.5,7.05,9.32,17.18,0.0,0.0,0.0,0.0,2.27,0.45,0.0,1.59,0.0,0.45,0.23,50.0,0.46,0.23,0.0,0.0,15.1,0.0,0.0,0.0,0.02,0.02,0.04,-0.02,-0.02,,,,,,,,,,,,,,,,,,
49b45985,22,0.8,1500000,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,18.75,7.5,40.0,5.0,7.5,6.25,0.0,0.0,0.0,0.0,1.25,1.25,1.25,0.0,18.75,32.5,57.7,275.0,60.0,11.25,15.0,75.0,3.75,6.25,60.0,1.25,5.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,1.25,100.0,1.3,1.3,1.0,1.0,7.2,0.0,0.0,0.0,0.12,0.12,0.07,1.12,1.12,,,,,,,,,,,,,,,,,,
02c15616,25,7.3,80000000,1,0,0,1,3.15,2.19,1.23,1.1,0.82,1.64,3.01,54.5,1.37,19.18,7.81,40.7,4.79,8.9,5.48,1.37,0.0,0.0,1.37,1.51,4.66,1.51,0.0,33.29,42.05,79.2,533.15,120.68,18.08,20.96,86.3,11.23,13.7,82.0,2.88,4.25,9.27,0.14,0.12,0.01,1.1,2.19,0.68,0.0,2.47,0.14,1.51,0.41,27.3,1.51,0.41,0.09,0.33,18.9,0.0,0.0,0.0,0.12,0.12,0.08,0.01,0.01,,,,,,,,,,,,,,,,,,
ed9f7cfe,22,4.2,25000000,1,0,0,0,3.1,2.86,1.67,0.95,0.48,0.71,1.67,42.9,0.95,16.43,7.14,43.5,6.9,5.95,3.57,2.86,0.24,0.0,2.62,2.14,5.24,1.9,0.0,47.38,60.71,78.0,720.48,231.9,26.43,28.81,91.7,17.38,21.19,82.0,2.38,6.9,8.21,0.0,0.1,-0.1,0.71,1.19,1.67,0.24,3.57,0.0,0.71,0.48,66.7,0.71,0.47,0.0,0.0,21.0,0.0,0.0,0.0,0.02,0.02,0.04,-0.02,-0.02,,,,,,,,,,,,,,,,,,
1a2935f6,31,4.3,10000000,1,0,0,0,0.23,0.23,0.0,0.23,0.0,0.0,0.93,0.0,0.93,6.98,2.33,33.3,4.19,2.56,0.23,2.09,0.23,0.0,1.86,0.93,1.16,6.51,0.0,40.23,46.74,86.1,1034.65,435.12,7.67,8.14,94.3,21.16,22.33,94.8,11.4,15.58,17.0,0.0,0.0,0.0,0.0,3.26,0.47,0.0,3.95,0.0,0.93,0.23,25.0,0.94,0.23,0.0,0.0,24.2,0.23,0.0,0.0,0.02,0.02,0.03,-0.02,-0.02,,,,,,,,,,,,,,,,,,
0176f037,31,4.1,650000,1,0,0,0,2.2,1.71,1.46,0.73,0.0,1.71,4.15,41.2,2.44,13.17,3.66,27.8,4.63,6.59,1.95,2.68,0.0,0.0,2.68,1.22,3.41,2.44,0.49,47.32,63.41,74.6,943.66,344.39,17.07,21.46,79.5,22.44,28.54,78.6,7.32,11.22,15.9,0.0,0.1,-0.1,1.22,0.98,1.71,0.98,2.68,0.0,1.46,0.0,0.0,1.46,0.0,0.0,,26.4,0.0,0.0,0.0,0.02,0.02,0.02,-0.02,-0.02,,,,,,,,,,,,,,,,,,
921f6058,30,2.3,10000000,1,0,0,0,3.91,1.74,2.17,1.3,0.43,2.17,3.48,62.5,1.3,16.96,6.09,35.9,7.39,8.26,1.3,1.74,0.87,0.0,0.87,3.04,6.96,3.91,0.0,48.26,57.39,84.1,907.83,330.43,18.26,20.43,89.4,23.04,24.78,93.0,5.65,9.57,25.7,0.0,0.0,0.0,0.0,4.78,0.0,0.0,3.48,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
520c318f,29,4.2,5000000,0,1,0,0,0.48,0.48,0.48,0.0,0.0,0.0,0.95,0.0,0.95,11.19,2.62,23.4,2.38,5.48,3.33,0.95,0.0,0.0,0.95,0.48,0.95,1.67,0.0,14.52,23.1,62.9,235.95,56.67,8.33,12.14,68.6,4.05,6.43,63.0,1.67,2.14,18.52,0.24,0.1,0.14,0.24,2.14,0.71,0.0,1.9,0.0,0.95,0.48,50.0,0.94,0.47,0.0,0.0,17.8,0.0,0.0,0.0,0.07,0.07,0.08,-0.07,-0.07,,,,,,,,,,,,,,,,,,
5eae500a,27,4.9,100000000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,4.69,1.43,30.4,0.61,1.63,2.45,0.2,0.2,0.0,0.0,0.0,0.0,1.02,0.0,16.53,23.88,69.2,259.39,63.06,10.41,13.88,75.0,3.47,5.31,65.4,1.63,2.24,14.84,0.0,0.16,-0.16,1.63,1.84,1.02,0.2,2.45,0.82,3.06,1.63,53.3,3.03,1.62,0.27,0.5,11.8,0.41,0.0,0.0,0.63,0.63,0.21,0.18,0.18,,,,,,,,,,,,,,,,,,
7fd58fe3,34,1.2,1000000,1,0,0,0,0.83,0.83,0.0,0.83,0.0,0.0,4.17,0.0,4.17,15.0,3.33,22.2,5.83,7.5,1.67,0.83,0.0,0.0,0.83,2.5,3.33,0.83,0.0,30.0,36.67,81.8,483.33,150.0,15.0,17.5,85.7,13.33,15.83,84.2,1.67,3.33,41.67,0.0,0.17,-0.17,0.83,0.0,2.5,1.67,0.83,0.0,0.83,0.0,0.0,0.86,0.0,0.0,,18.4,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,,,,,,,,,,,,,,,,,
22aba139,25,0.5,500000,1,0,0,0,8.0,2.0,6.0,2.0,0.0,2.0,6.0,33.3,4.0,18.0,10.0,55.6,18.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,4.0,0.0,30.0,46.0,65.2,830.0,282.0,6.0,6.0,100.0,18.0,22.0,81.8,6.0,14.0,85.8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
d4133fa1,30,5.9,5000000,0,0,0,1,1.19,0.68,0.51,0.68,0.0,0.68,2.71,25.0,2.03,12.88,3.56,27.6,4.41,7.63,0.85,1.86,0.17,0.0,1.69,0.85,2.03,1.02,0.0,54.41,61.69,88.2,1126.27,314.24,19.83,21.53,92.1,25.25,27.29,92.5,8.81,11.69,12.78,0.0,0.02,-0.02,0.34,3.73,0.0,0.0,3.56,0.0,0.34,0.0,0.0,0.34,0.0,0.0,,19.8,0.0,0.0,0.0,0.02,0.02,0.05,-0.02,-0.02,,,,,,,,,,,,,,,,,,
922da988,24,5.0,2500000,0,1,0,1,0.8,0.6,0.4,0.4,0.0,0.6,2.0,30.0,1.4,12.0,3.6,30.0,4.0,5.4,2.6,1.4,0.0,0.0,1.4,0.2,1.0,0.4,0.0,21.6,32.4,66.7,327.4,75.2,12.4,16.0,77.5,5.8,8.8,65.9,2.2,4.0,11.0,0.0,0.04,-0.04,1.0,0.8,0.4,0.4,0.8,0.2,1.4,0.8,57.1,1.4,0.8,0.0,0.0,19.2,0.2,0.2,0.2,0.24,0.08,0.06,-0.04,-0.08,,,,,,,,,,,,,,,,,,
6d7e4b06,20,1.0,600000,0,1,0,1,4.0,3.0,1.0,3.0,0.0,1.0,1.0,100.0,0.0,16.0,7.0,43.8,4.0,11.0,1.0,3.0,1.0,0.0,2.0,1.0,5.0,2.0,0.0,32.0,45.0,71.1,691.0,153.0,11.0,14.0,78.6,11.0,17.0,64.7,9.0,13.0,69.2,0.0,0.2,-0.2,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
b088363d,21,2.2,1500000,0,0,0,1,1.82,0.91,1.36,0.45,0.0,0.45,2.73,16.7,2.27,14.09,4.55,32.3,10.91,2.27,0.91,0.91,0.45,0.0,0.45,1.82,3.64,1.82,0.0,27.27,39.09,69.8,513.18,230.45,11.36,16.36,69.4,11.82,14.55,81.3,3.18,6.82,21.23,0.0,0.0,0.0,0.45,2.73,0.45,0.0,3.18,0.0,0.45,0.0,0.0,0.46,0.0,0.0,,22.6,0.0,0.0,0.0,0.05,0.05,0.07,-0.05,-0.05,,,,,,,,,,,,,,,,,,
