Player,Age,90s,mv,DF,FW,GK,MF,Tack Tkl,Tack TklW,Tack Def 3rd,Tack Mid 3rd,Tack Att 3rd,Vs D Tkl,Vs D Att,Vs D Tkl%,Vs D Past,Pres Press,Pres Succ,Pres %,Pres Def 3rd,Pres Mid 3rd,Pres Att 3rd,Bloc Blocks,Bloc Sh,Bloc ShSv,Bloc Pass,Int,Tkl+Int,Clr,Err,Tota Cmp,Tota Att,Tota Cmp%,Tota TotDist,Tota PrgDist,Shor Cmp,Shor Att,Shor Cmp%,Medi Cmp,Medi Att,Medi Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Gls,Stan Sh,Stan SoT,Stan SoT%,Stan Sh/90,Stan SoT/90,Stan G/Sh,Stan G/SoT,Stan Dist,Stan FK,Perf PK,Perf PKatt_x,Expe xG,Expe npxG,Expe npxG/Sh,Expe G-xG,Expe np:G-xG,Play MP,Play Starts,Play Min,Perf GA,Perf GA90,Perf SoTA,Perf Saves,Perf Save%,W,D,L,Perf CS,Perf CS%,Perf PKatt_y,Pena PKA,Pena PKsv,Pena PKm,Pena Save%
73d6a176,20,1.0,3200000,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,17.0,3.0,17.6,9.0,7.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,26.0,34.0,76.5,413.0,128.0,12.0,13.0,92.3,10.0,14.0,71.4,3.0,3.0,100.0,0.0,0.4,-0.4,1.0,2.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,1.98,0.0,0.0,,15.7,0.0,0.0,0.0,0.2,0.2,0.08,-0.2,-0.2,,,,,,,,,,,,,,,,,,
48035304,23,6.9,28000000,1,0,0,0,1.88,0.43,1.59,0.29,0.0,0.58,1.16,50.0,0.58,7.97,2.46,30.9,5.36,2.61,0.0,2.46,1.01,0.0,1.45,1.16,3.04,4.49,0.14,53.19,56.52,94.1,1020.87,228.7,17.83,18.84,94.6,28.99,29.86,97.1,5.8,6.96,12.07,0.0,0.0,0.0,0.0,0.58,0.0,0.0,1.01,0.14,0.29,0.14,50.0,0.29,0.15,0.5,1.0,6.0,0.0,0.0,0.0,0.03,0.03,0.12,0.12,0.12,,,,,,,,,,,,,,,,,,
0b4f388a,23,3.3,16000000,0,1,0,1,0.91,0.91,0.0,0.3,0.61,0.3,1.21,25.0,0.91,19.39,5.45,28.1,1.82,9.7,7.88,0.3,0.0,0.0,0.3,0.61,1.52,0.3,0.0,21.52,25.76,83.5,309.09,34.24,11.52,13.64,84.4,8.18,8.79,93.1,0.61,1.21,15.15,0.0,0.06,-0.06,0.91,0.3,0.0,0.0,0.61,0.3,2.42,0.91,37.5,2.39,0.9,0.13,0.33,13.7,0.0,0.0,0.0,0.45,0.45,0.19,-0.15,-0.15,,,,,,,,,,,,,,,,,,
04e17fd5,23,4.3,40000000,0,1,0,0,0.47,0.47,0.0,0.23,0.23,0.0,0.7,0.0,0.7,14.88,4.19,28.1,1.16,6.74,6.98,0.23,0.0,0.0,0.23,0.47,0.93,1.16,0.0,10.47,14.65,71.4,150.0,24.88,5.81,7.21,80.6,3.26,5.12,63.6,0.7,0.93,17.44,0.0,0.07,-0.07,0.93,0.0,0.47,0.23,0.7,1.4,3.49,2.09,60.0,3.48,2.09,0.33,0.56,15.1,0.0,0.23,0.23,0.6,0.44,0.12,0.79,0.72,,,,,,,,,,,,,,,,,,
58dda688,33,4.5,350000,1,0,0,0,0.67,0.67,0.0,0.67,0.0,0.44,0.89,50.0,0.44,5.78,2.22,38.5,2.22,2.89,0.67,2.0,0.89,0.0,1.11,1.78,2.44,3.78,0.0,37.33,46.22,80.8,859.56,268.22,7.56,8.89,85.0,21.56,25.56,84.3,8.0,11.56,15.38,0.0,0.0,0.0,0.0,1.78,0.0,0.0,2.0,0.0,0.22,0.0,0.0,0.22,0.0,0.0,,10.0,0.0,0.0,0.0,0.02,0.02,0.07,-0.02,-0.02,,,,,,,,,,,,,,,,,,
980522ec,28,1.1,40000000,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.91,12.73,2.73,21.4,1.82,7.27,3.64,1.82,0.0,0.0,1.82,0.0,0.0,0.0,0.0,48.18,60.0,80.3,835.45,243.64,23.64,26.36,89.7,19.09,20.91,91.3,4.55,9.09,45.45,0.0,0.45,-0.45,1.82,5.45,1.82,0.91,7.27,0.0,5.45,1.82,33.3,5.35,1.78,0.0,0.0,23.9,0.91,0.0,0.0,0.27,0.27,0.04,-0.27,-0.27,,,,,,,,,,,,,,,,,,
1c78737d,30,3.0,2500000,0,1,0,1,1.33,1.0,0.33,0.67,0.33,0.33,1.33,25.0,1.0,15.67,4.67,29.8,7.0,4.67,4.0,1.33,0.0,0.0,1.33,0.67,2.0,0.67,0.0,17.33,23.0,75.4,230.33,60.67,9.33,11.33,82.4,5.67,7.0,81.0,0.33,1.67,6.67,0.0,0.03,-0.03,0.67,1.33,0.0,0.0,1.0,0.33,1.0,0.33,33.3,1.0,0.33,0.33,1.0,12.7,0.0,0.0,0.0,0.2,0.2,0.21,0.13,0.13,,,,,,,,,,,,,,,,,,
3f79a1c8,27,1.6,3200000,0,0,0,1,3.75,3.75,2.5,1.25,0.0,1.88,3.75,50.0,1.88,17.5,10.0,57.1,10.0,7.5,0.0,0.62,0.0,0.0,0.62,5.0,8.75,0.62,0.0,50.62,56.88,89.0,841.88,179.38,24.38,25.62,95.1,20.62,22.5,91.7,3.75,5.62,41.69,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.62,0.0,0.0,0.61,0.0,0.0,,20.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,
b0616e3d,30,2.0,2500000,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,50.0,0.5,7.0,3.0,42.9,3.0,2.0,2.0,1.5,0.0,0.0,1.5,1.0,2.0,0.5,0.0,59.0,72.5,81.4,1018.5,295.5,28.0,31.5,88.9,27.5,31.5,87.3,3.5,7.0,25.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,2.0,0.0,1.5,0.0,0.0,1.48,0.0,0.0,,18.0,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1,,,,,,,,,,,,,,,,,,
4352d221,22,1.7,6000000,0,0,0,1,0.59,0.59,0.0,0.0,0.59,0.0,0.0,,0.0,8.82,1.76,20.0,0.59,5.29,2.94,0.0,0.0,0.0,0.0,1.18,1.76,0.0,0.0,38.82,54.12,71.7,858.24,303.53,11.76,15.29,76.9,17.65,21.18,83.3,8.82,16.47,31.53,0.0,0.18,-0.18,2.94,2.35,1.18,0.59,5.29,0.0,4.12,1.18,28.6,4.2,1.2,0.0,0.0,21.0,0.59,0.0,0.0,0.35,0.35,0.08,-0.35,-0.35,,,,,,,,,,,,,,,,,,
6f3cc2fe,20,0.9,7500000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,1.11,8.89,2.22,25.0,0.0,4.44,4.44,1.11,0.0,0.0,1.11,0.0,0.0,1.11,0.0,16.67,20.0,83.3,177.78,44.44,13.33,14.44,92.3,2.22,3.33,66.7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
7f3b388c,26,6.2,60000000,1,0,0,1,4.52,2.58,2.9,1.45,0.16,1.61,2.58,62.5,0.97,14.52,5.32,36.7,5.32,8.39,0.81,2.26,0.65,0.32,1.61,2.74,7.26,4.03,0.0,58.71,65.81,89.2,1219.19,357.1,19.03,20.65,92.2,29.35,31.13,94.3,9.68,13.23,11.81,0.0,0.06,-0.06,0.32,4.68,0.32,0.0,4.03,0.0,0.16,0.16,100.0,0.16,0.16,0.0,0.0,7.0,0.0,0.0,0.0,0.02,0.02,0.14,-0.02,-0.02,,,,,,,,,,,,,,,,,,
b7a5bc86,24,3.8,5500000,1,0,0,0,2.37,1.05,1.32,0.79,0.26,0.79,2.63,30.0,1.84,15.79,4.74,30.0,8.16,5.0,2.63,3.16,0.0,0.0,3.16,1.58,3.95,2.63,0.0,26.05,39.47,66.0,426.05,107.89,13.16,17.37,75.8,9.47,12.63,75.0,2.63,5.26,13.16,0.0,0.0,0.0,0.0,0.79,0.53,0.53,2.11,0.0,1.05,0.0,0.0,1.06,0.0,0.0,,23.1,0.0,0.0,0.0,0.03,0.03,0.02,-0.03,-0.03,,,,,,,,,,,,,,,,,,
0ba976e4,17,1.8,60000000,0,1,0,0,0.56,0.0,0.0,0.0,0.56,0.56,1.67,33.3,1.11,13.89,1.67,12.0,2.22,4.44,7.22,2.78,0.56,0.0,2.22,0.0,0.56,0.56,0.0,55.56,61.67,90.1,691.67,116.67,39.44,42.78,92.2,14.44,15.56,92.9,0.56,0.56,55.56,1.11,0.33,0.78,3.89,2.22,0.0,0.0,1.67,0.56,5.0,3.33,66.7,5.06,3.38,0.11,0.17,13.0,0.0,0.0,0.0,0.5,0.5,0.1,0.06,0.06,,,,,,,,,,,,,,,,,,
51a3c4c8,31,4.3,12000000,1,0,0,0,1.86,0.93,1.16,0.7,0.0,1.16,1.86,62.5,0.7,9.3,4.88,52.5,6.51,2.33,0.47,2.56,1.16,0.0,1.4,1.4,3.26,8.14,0.0,19.07,26.51,71.9,439.53,142.33,5.58,7.44,75.0,8.14,10.23,79.5,5.12,8.6,13.84,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.16,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
15d0c248,23,2.0,18000000,1,0,0,0,3.5,0.5,2.5,1.0,0.0,1.0,1.0,100.0,0.0,11.5,2.5,21.7,8.5,3.0,0.0,3.5,0.5,0.0,3.0,0.0,3.5,3.5,0.0,46.0,49.5,92.9,1038.5,336.5,13.0,13.5,96.3,23.0,24.0,95.8,9.5,11.0,43.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.5,0.0,0.5,0.0,0.0,0.51,0.0,0.0,,3.6,0.0,0.0,0.0,0.05,0.05,0.13,-0.05,-0.05,,,,,,,,,,,,,,,,,,
8aafd64f,20,7.8,80000000,0,1,0,1,0.9,0.38,0.0,0.64,0.26,0.26,0.9,28.6,0.64,9.87,2.69,27.3,1.79,4.36,3.72,0.38,0.0,0.0,0.38,0.38,1.28,0.38,0.0,27.56,37.31,73.9,397.95,133.85,15.77,19.1,82.6,8.33,11.54,72.2,1.67,3.21,6.67,0.0,0.08,-0.08,0.64,3.46,1.54,0.0,4.49,0.38,3.46,1.67,48.1,3.45,1.66,0.11,0.23,15.5,0.13,0.0,0.0,0.45,0.45,0.13,-0.06,-0.06,,,,,,,,,,,,,,,,,,
507c7bdf,25,4.9,90000000,0,0,0,1,1.63,1.02,0.2,0.61,0.82,0.61,2.86,21.4,2.24,23.06,7.76,33.6,3.67,9.18,10.2,1.22,0.41,0.0,0.82,0.61,2.24,0.61,0.0,46.12,66.94,68.9,877.35,317.76,20.61,26.33,78.3,16.73,21.22,78.8,6.94,13.88,10.2,0.2,0.43,-0.22,2.86,5.51,3.67,0.41,7.35,0.82,3.88,1.84,47.4,3.9,1.85,0.11,0.22,21.9,0.61,0.41,0.41,0.73,0.43,0.11,0.08,-0.02,,,,,,,,,,,,,,,,,,
f76fdcd2,22,0.2,1500000,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,75.0,93.3,1075.0,165.0,25.0,30.0,83.3,40.0,40.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,,19.8,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,
e08647d6,24,0.1,9000000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,50.0,20.0,40.0,0.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,66.7,480.0,80.0,10.0,10.0,100.0,0.0,10.0,0.0,10.0,10.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
101da2b5,35,3.8,2000000,0,0,0,1,3.16,2.11,0.0,2.11,1.05,1.32,2.63,50.0,1.32,23.16,6.58,28.4,3.95,14.74,4.47,2.11,0.26,0.0,1.84,2.11,5.26,1.32,0.0,61.58,69.47,88.6,1158.42,343.95,25.0,27.11,92.2,28.95,31.05,93.2,7.37,10.53,18.42,0.0,0.11,-0.11,1.32,8.68,1.58,0.0,9.47,0.0,0.26,0.0,0.0,0.26,0.0,0.0,,13.5,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,
41f32541,33,5.5,4000000,1,0,0,1,1.82,1.27,0.55,1.27,0.0,1.09,2.36,46.2,1.27,12.0,5.27,43.9,4.73,6.36,0.91,1.27,0.18,0.0,1.09,2.18,4.0,2.55,0.0,51.09,56.18,90.9,1038.0,201.64,18.73,20.36,92.0,24.91,25.64,97.2,7.27,8.91,14.84,0.18,0.02,0.16,0.36,3.27,0.18,0.0,4.0,0.0,0.73,0.0,0.0,0.73,0.0,0.0,,32.4,0.18,0.0,0.0,0.02,0.02,0.03,-0.02,-0.02,,,,,,,,,,,,,,,,,,
d9d43555,21,0.4,2500000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,20.0,5.0,25.0,2.5,7.5,10.0,5.0,0.0,0.0,5.0,2.5,2.5,5.0,0.0,32.5,35.0,92.9,497.5,125.0,17.5,17.5,100.0,15.0,17.5,85.7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.74,0.0,0.0,,16.5,0.0,0.0,0.0,0.25,0.25,0.03,-0.25,-0.25,,,,,,,,,,,,,,,,,,
4c370d81,28,3.7,50000000,0,1,0,0,1.08,0.81,0.81,0.27,0.0,0.0,0.54,0.0,0.54,18.92,7.3,38.6,2.16,10.0,6.76,1.89,0.0,0.0,1.89,0.27,1.35,0.81,0.0,33.51,42.97,78.0,497.03,114.86,19.46,22.7,85.7,11.35,14.05,80.8,1.62,3.24,13.51,0.0,0.22,-0.22,1.62,2.43,1.35,0.0,3.24,0.0,3.24,0.81,25.0,3.27,0.82,0.0,0.0,11.6,0.0,0.0,0.0,0.51,0.51,0.16,-0.51,-0.51,,,,,,,,,,,,,,,,,,
24f59bb2,23,2.9,8000000,1,0,0,0,2.41,1.38,1.03,1.03,0.34,0.34,1.72,20.0,1.38,13.79,4.14,30.0,3.1,6.55,4.14,2.07,0.69,0.0,1.38,0.69,3.1,1.38,0.0,73.1,79.31,92.2,1074.14,298.28,42.07,43.1,97.6,27.24,30.0,90.8,2.41,3.45,24.14,0.0,0.0,0.0,0.34,5.17,0.34,0.0,3.79,0.0,0.34,0.0,0.0,0.35,0.0,0.0,,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,,,,,,,,,,,,,,,,,
e288d4b3,29,9.0,13000000,1,0,0,0,1.22,0.78,0.78,0.44,0.0,0.56,2.33,23.8,1.78,8.44,2.44,28.9,3.78,3.22,1.44,1.56,0.33,0.0,1.22,1.78,3.0,1.67,0.0,38.44,48.56,79.2,675.22,244.67,18.56,20.22,91.8,14.67,17.44,84.1,4.33,8.0,6.02,0.0,0.13,-0.13,0.89,2.56,0.78,0.56,3.56,0.0,0.44,0.11,25.0,0.45,0.11,0.0,0.0,20.2,0.0,0.0,0.0,0.01,0.01,0.02,-0.01,-0.01,,,,,,,,,,,,,,,,,,
ed1e53f3,20,11.8,80000000,0,1,0,1,1.44,1.36,0.59,0.42,0.42,0.34,1.1,30.8,0.76,16.19,5.68,35.1,1.95,5.34,8.9,1.36,0.08,0.0,1.27,1.27,2.71,0.59,0.08,42.12,51.19,82.3,646.02,113.05,25.34,27.54,92.0,13.47,16.53,81.5,2.46,4.75,4.39,0.25,0.21,0.04,1.44,1.36,1.44,0.08,2.63,0.25,2.8,1.44,51.5,2.79,1.44,0.09,0.18,16.6,0.08,0.0,0.0,0.31,0.31,0.11,-0.06,-0.06,,,,,,,,,,,,,,,,,,
9a2e0ccc,28,5.1,20000000,0,1,0,1,0.98,0.78,0.0,0.78,0.2,0.0,0.59,0.0,0.59,18.04,6.08,33.7,0.98,10.39,6.67,0.2,0.0,0.0,0.2,0.2,1.18,0.2,0.0,26.47,31.18,84.9,430.39,100.39,15.29,16.86,90.7,8.24,9.8,84.0,2.75,3.33,16.16,0.2,0.08,0.12,1.37,2.55,0.78,0.0,2.94,0.2,2.75,0.39,14.3,2.73,0.39,0.0,0.0,14.2,0.0,0.2,0.2,0.53,0.37,0.14,-0.33,-0.37,,,,,,,,,,,,,,,,,,
715e5b0e,27,3.2,8000000,0,1,0,1,1.25,0.94,0.0,0.94,0.31,0.62,1.56,40.0,0.94,10.94,3.12,28.6,1.88,5.31,3.75,0.0,0.0,0.0,0.0,0.62,1.88,0.0,0.0,41.25,54.69,75.4,715.0,158.75,20.31,24.38,83.3,16.25,18.12,89.7,4.38,10.62,12.88,0.0,0.25,-0.25,2.19,1.88,1.25,0.0,3.12,0.0,0.94,0.0,0.0,0.94,0.0,0.0,,26.3,0.0,0.0,0.0,0.03,0.03,0.03,-0.03,-0.03,,,,,,,,,,,,,,,,,,
a9142dc3,22,0.3,4000000,1,0,0,0,10.0,0.0,0.0,10.0,0.0,3.33,3.33,100.0,0.0,26.67,6.67,25.0,16.67,10.0,0.0,3.33,0.0,0.0,3.33,3.33,13.33,3.33,0.0,60.0,63.33,94.7,1143.33,406.67,33.33,33.33,100.0,20.0,23.33,85.7,6.67,6.67,333.33,0.0,0.0,0.0,0.0,10.0,3.33,0.0,6.67,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
d80b1835,21,0.2,2500000,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,15.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,50.0,70.0,610.0,265.0,15.0,20.0,75.0,20.0,30.0,66.7,0.0,0.0,,0.0,0.5,-0.5,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
f620b04f,19,2.2,6500000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.27,3.64,29.6,0.45,5.45,6.36,0.91,0.0,0.0,0.91,0.45,0.45,3.18,0.0,21.36,30.0,71.2,280.0,44.55,13.64,17.27,78.9,5.45,8.18,66.7,0.45,0.45,45.45,0.45,0.14,0.32,0.91,0.91,0.0,0.0,0.91,0.45,2.27,0.45,20.0,2.27,0.45,0.2,1.0,12.3,0.0,0.0,0.0,0.64,0.64,0.29,-0.18,-0.18,,,,,,,,,,,,,,,,,,
b853e0ad,27,3.8,22000000,0,0,0,1,2.63,1.32,0.79,1.58,0.26,1.05,3.42,30.8,2.37,27.63,8.95,32.4,9.47,14.21,3.95,2.11,0.0,0.0,2.11,2.11,4.74,1.05,0.0,49.21,55.53,88.6,888.68,256.84,19.74,21.84,90.4,22.37,24.74,90.4,5.26,6.05,22.89,0.0,0.0,0.0,0.26,5.0,0.79,0.0,4.21,0.0,0.79,0.26,33.3,0.8,0.27,0.0,0.0,23.8,0.0,0.0,0.0,0.03,0.03,0.03,-0.03,-0.03,,,,,,,,,,,,,,,,,,
98d2c2c4,28,5.8,25000000,0,1,0,1,2.59,1.21,0.86,1.03,0.69,1.03,2.59,40.0,1.55,18.79,6.03,32.1,7.07,9.83,1.9,1.72,0.34,0.0,1.38,1.21,3.79,1.72,0.0,51.72,60.17,86.0,914.31,288.1,22.07,23.79,92.8,24.14,26.72,90.3,4.83,8.1,10.28,0.17,0.22,-0.05,1.72,2.59,0.86,0.17,5.0,0.0,0.69,0.17,25.0,0.69,0.17,0.0,0.0,21.5,0.0,0.0,0.0,0.05,0.05,0.09,-0.05,-0.05,,,,,,,,,,,,,,,,,,
1c90cd29,27,2.0,500000,1,0,0,0,3.0,2.0,2.5,0.5,0.0,0.0,1.5,0.0,1.5,10.5,5.0,47.6,9.0,1.5,0.0,3.5,1.0,0.0,2.5,0.5,3.5,2.5,0.0,42.5,47.5,89.5,994.5,189.0,8.5,10.0,85.0,24.5,25.5,96.1,9.0,11.5,39.15,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
ce30bfc8,26,2.8,15000000,0,0,0,1,1.43,0.71,0.36,0.36,0.71,0.0,0.71,0.0,0.71,15.36,4.64,30.2,5.0,5.36,5.0,1.07,0.0,0.0,1.07,1.07,2.5,1.07,0.0,37.14,43.57,85.2,589.29,136.79,16.43,18.21,90.2,14.64,16.79,87.2,3.21,3.93,29.21,0.36,0.04,0.32,0.71,2.14,0.36,0.0,1.79,0.0,0.71,0.0,0.0,0.71,0.0,0.0,,17.1,0.0,0.0,0.0,0.04,0.04,0.04,-0.04,-0.04,,,,,,,,,,,,,,,,,,
72c812f3,30,5.4,15000000,0,0,0,1,4.63,3.52,2.78,1.48,0.37,0.93,1.85,50.0,0.93,30.0,8.89,29.6,16.3,11.67,2.04,2.96,0.37,0.0,2.59,1.3,5.93,1.85,0.0,41.48,47.22,87.8,657.22,165.74,22.41,24.26,92.4,14.26,15.37,92.8,3.15,4.63,12.59,0.0,0.04,-0.04,0.37,2.41,0.0,0.0,1.48,0.0,0.37,0.0,0.0,0.37,0.0,0.0,,19.9,0.0,0.0,0.0,0.02,0.02,0.03,-0.02,-0.02,,,,,,,,,,,,,,,,,,
2bed3eab,19,2.3,20000000,1,0,0,0,0.43,0.0,0.43,0.0,0.0,0.43,0.43,100.0,0.0,9.13,5.65,61.9,1.74,6.52,0.87,0.43,0.43,0.0,0.0,0.87,1.3,3.91,0.0,96.09,102.61,93.6,2204.78,568.26,20.87,23.04,90.6,53.91,54.78,98.4,20.87,23.91,37.96,0.0,0.0,0.0,0.0,9.13,0.43,0.0,5.65,0.0,0.87,0.43,50.0,0.87,0.43,0.0,0.0,7.5,0.0,0.0,0.0,0.26,0.26,0.31,-0.26,-0.26,,,,,,,,,,,,,,,,,,
ecb68eea,31,4.2,4000000,0,0,0,1,1.67,0.95,0.95,0.71,0.0,0.95,2.38,40.0,1.43,16.19,4.05,25.0,6.67,8.81,0.71,1.43,0.48,0.0,0.95,2.14,3.81,1.67,0.0,39.29,49.52,79.3,713.57,202.14,16.43,20.0,82.1,18.1,20.71,87.4,4.29,7.62,13.4,0.0,0.07,-0.07,0.95,1.67,1.67,0.24,4.52,0.0,0.48,0.0,0.0,0.48,0.0,0.0,,14.9,0.0,0.0,0.0,0.02,0.02,0.06,-0.02,-0.02,,,,,,,,,,,,,,,,,,
6be41a31,19,1.1,4500000,0,0,0,1,2.73,2.73,1.82,0.91,0.0,0.0,0.0,,0.0,23.64,5.45,23.1,7.27,9.09,7.27,0.91,0.0,0.0,0.91,0.91,3.64,0.0,0.0,20.91,28.18,74.2,272.73,78.18,15.45,16.36,94.4,5.45,6.36,85.7,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,2.73,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
7ba6d84e,29,5.0,18000000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,25.6,74.2,576.4,346.6,4.0,4.0,100.0,6.6,6.8,97.1,7.6,14.0,10.86,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,5.0,450.0,1.6,1.6,4.0,2.6,60.0,0.6,0.0,0.4,0.2,20.0,0.0,0.0,0.0,0.0,
ea0ff634,30,2.2,3000000,0,1,0,1,0.91,0.45,0.45,0.0,0.45,0.0,0.91,0.0,0.91,20.45,5.91,28.9,3.64,7.27,9.55,0.0,0.0,0.0,0.0,0.91,1.82,0.45,0.45,17.27,21.82,79.2,237.27,32.27,9.55,10.91,87.5,5.45,7.73,70.6,0.91,1.82,22.73,0.0,0.05,-0.05,0.91,0.45,0.0,0.0,0.0,0.0,2.27,0.45,20.0,2.24,0.45,0.0,0.0,14.6,0.0,0.0,0.0,0.18,0.18,0.08,-0.18,-0.18,,,,,,,,,,,,,,,,,,
df10e27c,19,1.1,10000000,0,0,0,1,0.91,0.0,0.0,0.0,0.91,0.0,1.82,0.0,1.82,16.36,4.55,27.8,2.73,6.36,7.27,0.0,0.0,0.0,0.0,2.73,3.64,0.0,0.0,73.64,82.73,89.0,1380.91,198.18,26.36,30.0,87.9,37.27,40.0,93.2,8.18,10.0,74.36,0.0,0.09,-0.09,1.82,7.27,0.0,0.0,4.55,0.0,1.82,0.91,50.0,1.87,0.94,0.0,0.0,27.0,0.0,0.0,0.0,0.09,0.09,0.03,-0.09,-0.09,,,,,,,,,,,,,,,,,,
f521b80a,26,8.0,30000000,1,0,0,0,0.62,0.38,0.5,0.12,0.0,0.12,0.38,33.3,0.25,3.88,0.88,22.6,2.25,1.62,0.0,1.5,1.12,0.0,0.38,1.0,1.62,3.88,0.0,46.25,56.38,82.0,955.62,296.12,15.75,16.75,94.0,23.75,26.12,90.9,6.75,13.12,6.42,0.0,0.01,-0.01,0.25,2.5,0.25,0.0,2.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
16ceb862,33,2.9,4000000,0,1,0,0,1.38,0.69,0.0,1.03,0.34,0.0,0.0,,0.0,11.03,4.83,43.8,0.34,4.83,5.86,0.34,0.0,0.0,0.34,0.0,1.38,0.69,0.0,20.0,25.17,79.5,227.93,28.97,11.03,12.41,88.9,5.52,7.59,72.7,0.34,0.69,17.24,0.0,0.03,-0.03,0.34,0.69,0.69,0.0,0.69,2.07,3.1,2.07,66.7,3.13,2.08,0.56,0.83,10.7,0.0,0.34,0.34,0.72,0.45,0.15,1.34,1.28,,,,,,,,,,,,,,,,,,
88e357ef,25,4.0,70000000,0,1,0,1,1.25,0.5,0.25,1.0,0.0,0.25,1.75,14.3,1.5,17.0,5.0,29.4,3.25,6.0,7.75,1.75,0.25,0.0,1.5,0.75,2.0,1.0,0.0,29.25,37.25,78.5,475.25,110.0,15.75,18.75,84.0,10.0,12.75,78.4,2.75,4.0,17.2,0.25,0.32,-0.08,1.5,0.75,1.0,0.25,2.0,0.0,3.0,1.25,41.7,3.0,1.25,0.0,0.0,17.4,0.0,0.0,0.0,0.32,0.32,0.11,-0.32,-0.32,,,,,,,,,,,,,,,,,,
